Simplified_Text,Traditional_Text,English_Text,Japanese_Text,Korean_Text
极致的剑道才是我生命的尽头。,極致的劍道才是我生命的盡頭.,The ultimate sword is the end of my life,究極の剣道こそ私の命の果てです。,최고의 검도야 말로 내 삶의 끝이다.
优雅而美丽的剑术吗？,優雅而美麗的劍術嗎?,Is it elegant and beautiful?,優雅で美しい剣術ですか？,우아하고 아름다운 검술이요?
心中有剑便是“一切即剑”。,"心中有劍便是""一切即劍"".","Having a sword in mind is ""everything is a sword.""",心の中に剣があるのはすべて剣です。,"마음속에 검이 있는 것이 곧 ""모든 것이 검이다.""는 뜻이다"
我将成为您手中最锋利的剑，我将成为您身前最坚固的盾。,我將成為您手中最鋒利的劍，我將成為您身前最堅固的盾。,I would be the sharpest sword in your hand and the strongest shield in front of you.,あなたの最も鋭い剣となり、最強の盾となります。,"나는 당신 손에 가장 날카로운 검이 되고, 당신 앞에 가장 견고한 방패가 될 것입니다."
唯有拥有强健的体魄加上聪慧的心灵，才能完成被托付的使命。,"唯有擁有強健的體魄加上聰慧的心靈,才能完成被托付的使命.",Only with a strong body and a wise mind can you fulfill the mission entrusted to you,強靭な肉体と賢明な知見があったこそ、たくされた使命を果たすことができます。,강건한 신체와 지혜로운 마음을 가져야만 맡겨진 사명을 완수할 수 있습니다.
其实我并不是一名上校，我只是一个举着旗帜命令士兵前往战场的家伙。,"其實我並不是一名上校,我只是一個舉著旗幟命令士兵前往戰場的家夥.","In fact, I'm not a colonel. I'm just a guy holding a flag and ordering soldiers to go to the battlefield.",キャプテンなんかじゃありません。私はただ、旗を掲げて兵士達を戦場に導く者です。,사실 저는 대령이 아니고 깃발을 들고 전쟁터로 나가라고 명령한 자일 뿐입니다.
目前最重要的任务是消灭魔物，维持世界正常运作。,"目前最重要的任務是消滅魔物,維持世界正常運作.",The most important task at the moment is to destroy evil spirits and keep the world running.,今肝心なのは魔物の殲滅(せんめつ)、世界の秩序を守ることです。,지금 가장 중요한 임무는 마물을 없애고 세계의 정상적인 운행을 유지하는 것이다.
德莉法前来报到，以后请多关照。,"德莉法前來報到,以後請多關照","Derifa is here to report, please take care of me in the future",テレファが到着しました。これからよろしくお願いします。,드리파도 앞으로 잘 부탁드립니다.
什么事？我知道了立刻执行。,什麽事?我知道了立刻執行.,What? I know it to be carried out immediately,何ですか？分かりました。すぐ実行します。,무슨 일이야? 알겠어. 당장 진행해.
明天，和娜娜酱约好了要去逛街，请批准休假。,"明天,和娜娜醤約好了要去逛街,請批準休假","Tomorrow, I have an appointment with Nana to go shopping. Please approve the vacation",明日、ナナ醤油と買い物に行くと約束しました。休暇を許可してください。,"내일, 나나랑 쇼핑가기로 했으니까 휴가 허락해 주세요."
这个？这是娜娜酱送我的发饰，是成对的呢，是我珍贵的宝物。,"這個?這是娜娜醤送我的發飾,是成對的呢,是我珍貴的寶物.",This? This is Nana's hair ornament. It's a pair. It's my precious treasure,これはナナ醤油からもらった髪飾りです。ペアですか？私の大切な宝物です。,"이거? 이거 나나가 선물해 준 머리 장식인데, 내 소중한 보물이야."
你们看见姐姐了吗？我说好要保护她的……,妳們看見姐姐了嗎?我說好要保護她的..,Have you seen your sister? I promised to protect her...,お姉さんを見ましたか？彼女を守ると約束しました。,언니 보셨어요? 제가 지켜주기로 했는데...
城主大人要不要尝尝我做的蛋糕，嘻嘻，姐姐说还不错哦。,"城主大人要不要嘗嘗我做的蛋糕,嘻嘻,姐姐說還不錯哦.","Lord, would you like to try my cake? Hee, sister said it was good",城主様は私の作ったケーキを食べてみませんか？,"성주님, 제가 만든 케이크 드셔보실래요?"
姐姐其实非常非常可爱的哦。,姐姐其實非常非常可愛的哦.,"The elder sister is actually very, very lovely.",お姉さんは実はとても可愛いですよ。,언니는 사실 완전완전 귀여운데요.
能从那场灾难中逃出来已经很幸福了，希望姐姐也能感受到幸福。,"能從那場災難中逃出來已經很幸福了,希望姐姐也能感受到幸福.",I'm very happy to escape from that disaster. I hope my sister can also feel happy,あの災害から逃げられて幸せです。姉も幸せを感じてほしいです。,그 재난에서 벗어날 수 있었다는 것 만으로도 행복해. 언니도 행복했으면 좋겠다.
唉！为什么一直盯着我的耳朵看啊， 城主大人难道从未见过精灵吗？,"唉!為什麽一直盯著我的耳朵看啊, 城主大人難道從未見過精靈嗎?",Ah! Why have you been staring at my ears? Has the Lord never seen an elf?,えっと、どうして私の耳をじっと見ていますか？城主様は精霊を見たことがないですか？,"어머! 왜 자꾸 내 귀를 뚫어지게 쳐다보세요, 성주님은 엘프를 본 적이 없나요?"
冲呀！我们一起扬帆起航！,沖呀!我們一起揚帆起航!,Rush! Let's sail together!,一緒に帆を上げて出航します。,돌격! 우리 함께 돛을 올려 출항합시다!
城主阁下我看见了哦，你是想摸我的耳朵吧，一定是的吧！,"城主閣下我看見了哦,妳是想摸我的耳朵吧,一定是的吧!","I see it, Lord. You want to touch my ear. It must be!",城主閣下を見ましたよ。私の耳を触りたいですよね。きっとそうでしょう。,"성주님, 제가 봤습니다. 제 귀를 만지려고 하시는 군요. 그렇겠죠."
我的朋友们，不知道此刻大海是否依然风平浪静，愿众神保佑他们。,"我的朋友們,不知道此刻大海是否依然風平浪靜,願眾神保佑他們.","My friends, I do not know whether the sea is still calm, may the gods bless them.",私の友達は今も海が穏やかかどうか分かりません。神々が彼らを守ってくれることを願っています。,"나의 친구들이여, 지금은 바다가 여전히 안정적일지 모르겠습니다, 신이시여 그들을 보호해주세요."
城主大人，我们一起努力吧！,"城主大人,我們一起努力吧!","Lord, let's work together!",城主さま、一緒に頑張りましょう！,"성주님, 우리 함께 노력합시다!"
那个……我大概也许……可以帮得上忙。,那個...我大概也許...可以幫得上忙.,Emm... I probably... I can help.,あの…私…お役に立てるかも知れません。,저.. 저는 아마.. 도움이 될거예요.
大海变幻莫测……出海时一定要小心。,大海變幻莫測...出海時一定要小心.,The sea is unpredictable... Must be careful when going out to sea,海は測り知れぬ、出航の際はどうか気をつけてください。,바다는 변화무쌍하니... 부디 바다로 나갈 때 조심해주세요.
风浪平息了。,風浪平息了.,The storm has subsided.,静まった,파도가 가라앉았다.
偶尔脱离繁重的政务出来放松一下，感觉还是很不错呢。,"偶爾脫離繁重的政務出來放松一下,感覺還是很不錯呢.",It's nice to take a break  from the heavy politics and relax in a while.,忙しい政務から離れて、たまにはリラックスするのも良いものです。,가끔씩 무거운 업무를 벗어나 모험가의 생활을 체험하며 휴식을 취하는 것도 좋을 것 같아요.
真是很好的天气呢，阁下要与我一起共享下午茶吗？,"真是很好的天氣呢,閣下要與我一起共享下午茶嗎?",It is a fine day. Will your Excellency join me for tea?,本当にいい天気ですね。午後のお茶を私と一緒に共有しますか？,정말 좋은 날씨군요. 귀하께서는 저와 함께 오후 차를 마셔주실건가요?
作为皇室成员我必须时刻为人族着想。,作為皇室成員我必須時刻為人族著想.,"As a member of the royal family, I must always be considerate of the human race.",皇室のメンバーとして、私はいつも家族のために考えなければなりません。,황실 구성원으로서 나는 항상 인간을 생각해야 하지만.
成为冒险者的时光真的非常快乐！,成為冒險者的時光真的非常快樂!,The time of becoming an adventurer is really happy!,冒険者になった時は本当に楽しかったです。,모험가가 된 시간은 정말 즐겁고!
要与我签订契约吗，任何愿望都能够实现的哦！,"要與我簽訂契約嗎,任何願望都能夠實現的哦!",Do you want to sign a contract with me? Any wish can come true!,私と契約しないか、どんな願いも叶えてあげるよ！,저와 계약하실래요? 모든 소망이 이루어지게 해드릴게요!
别人可以做到的事情，我也一定可以。,"別人可以做到的事情,我也一定可以.","Others can do, I can do.",他のやつにできること、私にも。,"다른 사람이 할 수 있는 일이라면, 나도 할 수 있어."
人类真是一个充满可能性的种族。,人類真是一個充滿可能性的種族.,Human beings are really a race full of possibilities.,人間って本当に可能性に満ちる生き物だなぁ。,인류는 정말 가능성이 큰 종족입니다.
请你不要担心，以后的路我会陪你走下去的。,"請妳不要擔心,以後的路我會陪妳走下去的.",Please don't worry. I will accompany you on the road in the future.,心配するな、これからの道は私が共に歩んで行くから。,걱정하지 마세요. 앞으로의 길에는 제가 당신의 곁에 있을게요.
我的契约者呦，异世界的生活是否让你满意呢？,"我的契約者呦,異世界的生活是否讓妳滿意呢?","My contractor, are you satisfied with the life in the different world?",私の契約者よ、異世界の生活はあなたを満足させますか？,"나의 계약자여, 이세계의 생활이 당신을 만족시키고 있나요?"
城主呦，即便是在拯救世界的途中也是需要娱乐的，要玩游戏吗。,"城主呦,即便是在拯救世界的途中也是需要娛樂的,要玩遊戲嗎.","Lord, even on the way to save the world, you need entertainment. Do you want to play games?",城主よ、世界を救う途中でも遊びが必要ですか？,"성주여, 세상을 구하는 중에도 즐거움은 필요하니 게임을 하시겠습니까?"
虽然不知道城主身上有什么魅力，但我老爹似乎非常看中你。,"雖然不知道城主身上有什麽魅力,但我老爹似乎非常看中妳.","Although I don't know the charm of you, my father seems to like you very much",城主の魅力は分かりませんが、お父さんはとても気に入っているようです。,"성주에게 무슨 매력이 있는 지는 모르겠지만, 우리 아버지는 성주를 무척이나 좋아하시는 것 같아."
不同的选择将造就不同的结果，城主呦，你今天选择吃什么呢？,"不同的選擇將造就不同的結果,城主呦,妳今天選擇吃什麽呢?","Different choices will lead to different results. You, city Lord, what do you choose to eat today?",異なった選択は違った結果を生みます。城主よ、今日は何を食べますか？,다른 선택은 다른 결과를 만들지. 성주는 오늘 뭐 먹을거?
忒菲丝，请多指教。,"忒菲絲,請多指教","Thefice,I would appreciate your comments.",どうぞよろしくお願いします。,테베스입니다. 잘 부탁드립니다.
啊……我……我不记得了。,啊..我..我不記得了.,Ah.. I.. I don't remember.,あ、私は覚えていません。,아.. 저.. 기억이 안나요..
落埃之城吗？那里或许是我的家乡。,落埃之城嗎?那裏或許是我的家鄉.,The lost city? It may be my hometown,エッグタウンですか？そこは私の故郷かもしれません。,낙애의 성이요? 거긴 아마 내 고향일 거예요.
如果我的舞能带给你幸福感也是好事一件。,如果我的舞能帶給妳幸福感也是好事一件.,"If my dance can bring you happiness, it's a good thing",私のダンスがあなたに幸福感を与えたらいいです。,내 춤이 너에게 행복감을 줄 수 있다면 좋겠다.
厄洛丝闪亮登场！,厄洛絲閃亮登場!,Eros is on stage!,アロスがキラキラ登場！,에로스의 깜짝 등장!
下次公演，大人会来吗？,"下次公演,大人會來嗎?","Lord,will you come next time?",次の公演は大人が来ますか？,다음 공연에 성주님 오실거에요?
改邪归正的话，就饶你一命。,"改邪歸正的話,就饒妳一命.",I'll spare your life if you correct your evil ways,足を洗って正道に戻れば、命を許します。,잘못을 뉘우치고 바른 길로 돌아가면 목숨만은 살려주겠다.
谢谢你的喜欢，我也很喜欢城主大人哟~~,"謝謝妳的喜歡,我也很喜歡城主大人喲~","Thank you for your liking. I also like you,my Lord of the city~",ありがとうございます。私も城主様が大好きです。,좋아해주셔서 감사합니다. 저도 성주님을 좋아해요.
您……您好，我是一名正在努力学习的女仆。,"您...您好,我是一名正在努力學習的女仆.","You that... Hello, I'm a maid who is studying hard.",ど…どうも、私はまだ見習い中のメイドです。,"안녕하세요, 저는 열심히 공부 하고 있는 하녀입니다."
城主大人，整座城堡都打扫完成了哦！,"城主大人,整座城堡都打掃完成了哦!","Lord, the whole castle has been cleaned up!",城主様、城全体のお掃除はお終わりましたよ！,"성주님, 성 전체 청소 완료했어요."
那么明天早餐您想吃什么呢？,那麽明天早餐您想吃什麽呢?,What would you like for breakfast tomorrow?,では明日の朝食は何になされますか？,그럼 내일 아침에 뭘 드시고 싶으신가요?
没有我一定会饿肚子的，照顾你也是我义不容辞的责任！,沒有我一定會餓肚子的，照顧你也是我義不容辭的責任！,"Without me, will surely starve to death. It is my bounden duty to take care of you!",私がいなければ、きっと食事もまともに取れないでしょう、城主様にお仕えするのも私の責任でございます。,저없이는 굶어죽을 거에요. 당신을 돌보는 것도 제 의무입니다!
想要战争的话，就来吧。,"想要戰爭的話,就來吧.","If you want war, come",戦争が欲しいなら、来い。,전쟁을 하고싶다면 와라.
背叛者们，终会被我处决。,"背叛者們,終會被我處決.","Traitors, I will execute.",裏切り者たちは、私に処刑される。,배신자들은 결국 내게 처형당할 것이다.
这简直疯了，阁下为什么把我当小孩子？,"這簡直瘋了,閣下為什麽把我當小孩子?",This is crazy. Why do you treat me as a child?,これはまったく気が狂ったようです。閣下はどうして私を子供にしますか？,이건 정말 미친 짓 입니다. 각하께서는 왜 저를 어린애로 생각하십니까?
轮回，便是秩序。,"生與死的輪回,這便是秩序.",The reincarnation of life and death is order,生と死の輪廻、これは秩序です。,"삶과 죽음의 윤회, 이것이 바로 질서다."
人偶零，人格程序重新生成中，请问你就是我的主人吗？,"人偶零,人格程序重新生成中,請問妳就是我的主人嗎?","Puppet Zero, personality program regeneration, are you my master?",人形ゼロ、人格プログラム再生成中ですが、あなたは私の主人ですか？,"인형 제로, 인격 프로그램 다시 생 성 중, 당신 이 나의 주인 입 니까?"
请下达指令……,請下達指令...,Please give orders...,指令を出してください。,명령을 내려주십시오...
“……主人……带我回家……”,...主人...帶我回家...',... The master... Take me home... ',…ご主人様…家に連れて帰ってください。,…주인 …집에 데려다 줘 …
确认指令，启动战斗模式“吾主至高，回归本源”……,"確認指令,啟動戰鬥模式'吾主至高,回歸本源'...",Confirm the command and start the combat mode,コマンドを確認して、戦闘モードを起動します。「吾主至高、本源に帰ります。」,"명령을 확인, 전투 모드를 시작합니다."
你想要什么？金钱？权力？还是……想成为我的阶下囚？,妳想要什麽?金錢?權利?還是..想成為我的食物?,What do you want? Money? Power? Or... Want to be my food?,お前は何が欲しい？金？権力？それとも…うちの奴隷になりたいの？,당신은 무엇을 원하세요? 돈? 권력? 아니면... 나의 포로가 되고 싶나요?
这是来自我的命令，成为我的侍从吧。,"這是來自我的命令,成為我的侍從吧.",This is an order from me. Be my squire.,命令だ、うちの召使いになってくれ。,고귀한 나의  명령이니 내 시종이 되어주게.
你可是我的下属，任何人敢对你不敬都要接受我的惩罚。,"妳可是我的下屬,任何人敢對妳不敬都要接受我的懲罰.",You are my subordinates. Anyone who dares to disrespect you will be punished by me,お前はうちの召使いなのよ、うちのものに不敬な奴には、容赦なく罰を与えるからな,너는 나의 부하이므로 누구라도 너에게 무례하게 굴면 나의 벌을 받아야 한다.
哼，最后你一定会跪在我面前祈求我将力量借给你的！,"哼,最後妳一定會跪在我面前祈求我將力量借給妳的!","Hum, at last you will kneel down in front of me and pray that I will lend you strength!",くっ、いまにみていろ、うちの前に跪いて、力を貸してって私に泣き付く日が絶対来るからな。,"흥, 결국 내 앞에 무릎꿇고 힘을 빌려달라고 빌게할거야!"
从此以后，斯蒂娜就是这艘船的船长了，大哥你有意见？？,"從此以後,斯蒂娜就是這艘船的船長了,大哥妳有意見嗎?","Since then, Stella is the captain of this ship. Do you have any comments, brother?",これから、スティーナはこの船の船長です。お兄さんは文句がありますか？,"그 후로 스티나가 이 배의 선장이 되었습니다. 형님, 이의있으십니까?"
出行之前船竟然不见了，我身为海盗船长岂不是很丢人？,"出行之前船竟然被偷了,我身為海盜船長豈不是很丟人?",The ship was stolen before I went out. Isn't it a shame for me to be a pirate captain?,出かける前に船が盗まれました。海賊船長として恥ずかしいですか？,"출항 전에 배를 도둑맞았다니, 해적 선장으로서 부끄럽다"
哦，想摸我的耳朵和尾巴？,"哦,想摸我的耳朵和尾巴?","Oh, if you want to touch my ears and tail?",えっと、私の耳としっぽを触りたいですか？,"오, 내 귀와 꼬리를 만지려고?"
贪财？你不会以为我真的是为了宝藏才想出海的吧。,貪財?妳不會以為我真的是為了寶藏才想出海的吧.,Greedy? You don't think I really want to go to sea for treasure,金をむさぼる？本当に宝のために海に行きたいとは思わないでしょう。,재물을 탐한다고? 설마 내가 정말 보물 때문에 바다로 나가려고 한다고 생각하는 건 아니지?
奶奶说这世间的聚散不可强求，我却仍然期待着与您的相遇。,"奶奶說這世間的聚散不可強求,我卻仍然期待著與您的相遇.","Grandma said that the world can not be forced to gather, but I still look forward to meeting you",おばあさんはこの世の中のがばらばらになって強要してはいけないと言って、私は依然としてあなたとの出会うことを期待しています。,"할머니는 이 세상이 뭉치고 흩어지는 건 어쩔 수 없다고 말씀하셨지만, 저는 여전히 당신과의 만남을 기대하고 있습니다."
您的苦恼山风都告诉我了，放轻松，会解决的。,"您的苦惱山風都告訴我了,放輕松,會解決的.",The wind has told me all your troubles. Take it easy and it will be solved,あなたの悩みは山風さんが教えてくれました。リラックスして解決します。,"당신의 고민은 산 바람에게 잘 들었습니다, 마음 편히 놓으세요. 해결할 수 있을 겁니다."
女巫的行踪可不能随便告诉别人哦。,女巫的行蹤可不能隨便告訴別人哦.,The witch's whereabouts can't be told to others casually,魔女の行方は勝手に教えてはいけませんよ。,소서러의 행방을 함부로 알려서는 안 됩니다.
倾听内心的声音，它会指引你找到自己。,"傾聽內心的聲音,它會指引妳找到自己.","Listen to your inner voice, it will guide you to find yourself",心の声を聞いて、自分を見つけてくれるように導いてくれます。,내면의 소리를 들으면 자신을 찾게 해줄 거에요.
我也希望与城主大人一样，拯救那些被困扰的人们。,"我也希望與城主大人一樣,拯救那些被困擾的人們.",I also hope to save those who are troubled like the Lord,私も城主様と同じように、困っている人たちを救いたいです。,저도 성주님처럼 고통받는 사람들을 살리고 싶어요.
我诞生之初，就被这个世界温柔以待。,"我誕生之初,就被這個世界溫柔以待.","At the beginning of my birth, I was treated by the world gently.",私は生まれた時からこの世界に優しく見られています。,"제가 태어났을 때, 세상은 저를 친절하게 대했습니다."
尤缇迦大人对我来说，是如同妈妈一样的存在。,"尤緹迦大人對我來說,是如同媽媽一樣的存在.",Lord Utica is a mother to me,ユティガ様は私にとってお母さんのような存在です。,유티가님은 저에게 어머니 같은 존재입니다.
城主阁下，如果你觉得热，可以握住我的手……嘻嘻，很冰吧。,"城主閣下,如果妳覺得熱,可以握住我的手...嘻嘻,很冰吧.","Lord, if you feel hot, you may hold my hand... Hee hee, very ice.",城主閣下、熱いと感じたら、私の手を握ってもいいです。,"성주님, 더우시면 제 손을 잡아주세요... 히히, 차갑죠?"
若您能赐予我力量，我将对您献上全部忠诚。,"若您能賜予我力量,我將對您獻上全部忠誠.","If you can give me strength, I will devote all my loyalty to you.",力を与えてくれれば、あなたに忠誠を尽くすつもりです。,"당신이 나에게 힘을 줄 수 있다면, 나는 당신에게 모든 충성을 바칠 것입니다."
莫里卡特，我要战胜他。,"莫裏卡特,我要戰勝他.","Molicat, I'm going to kill him.",モリッカートさん、彼に勝ちます。,"모리카트, 내가 꼭 이길거야."
背弃一切，只为完成我的宿命。,"背棄一切,只為完成我的宿命.","Abandon everything, only to complete my destiny",すべてを捨てて、私の宿命を完成するためだけに。,모든 것을 버리고 내 숙명을 이루기 위해.
笑？我为什么要浪费时间去练习这些无法提升力量的东西。,笑?我為什麽要浪費時間去練習這些無法提升力量的東西.,Laugh? Why should I waste my time practicing things that don't increase my strength?,なぜ私は時間を無駄にして、力が入らないものを練習しますか？,웃어? 내가 왜 이런 힘을 기를 수 없는 거 따위를 연습하느라 시간을 낭비해야되는거지...
向您致敬，阁下。,"向您致敬,閣下.","I salute you, lord",あなたに敬意を表します,"경의를 표합니다, 각하."
下厨房可不是我的强项。,下廚房可不是我的強項.,Cooking is not my forte.,台所に行くのは私の得意分野ではない。,요리는 내 분야가 아니다.
妖精们确实很会给人添麻烦。,妖精們確實很會給人添麻煩.,Goblins can be very troublesome indeed.,妖精達は確かに迷惑をかけます。,엘프들은 확실히 사람을 귀찮게 한다.
恶徒们一定不愿意遇见我。,惡徒們一定不願意遇見我.,The bad guys don't want to meet me.,悪党たちはきっと私に会いたくないです。,악당들은 나를 만나고 싶어하지 않을 것이다.
这位同学，有什么想问老师的尽管问吧。,"這位同學,有什麽想問老師的盡管問吧.","This classmate, have what to want to ask me to feel free to ask.",この学生、先生に聞きたいことがあったら、何でも聞いてください。,"학생, 선생님에게 묻고 싶은 것이 있으면 얼마든지 물어봐."
哈哈，城主大人，要来赛跑吗？我可以让您先跑十米哦！,"哈哈,城主大人,要來賽跑嗎?我可以讓您先跑十米哦!","Ha-ha, Lord, want to race? I can let you run ten meters first!",ハハ、城主様、競走に来ますか？10メートル先に走ってもいいですよ。,"하하, 성주님, 달리기 해보실래요? 먼저 10 미터는 뛸 수 있 게 해드릴게요!"
没有人能够跟得上我的速度，我绝对比那些长着鸡翅膀的兽人飞得快！,"沒有人能夠跟得上我的速--度,我絕對比那些長著雞翅膀的獸人飛的快!",No one can keep up with me. I am definitely faster than those orcs with chicken wings!,誰も私の速さについていけません。鶏肉の羽が生えた獣人より飛んだほうが速いです。,"아무도 나의 속도를 따라 올 수 없어, 나는 무조건 저 닭날개 달린 수인들보다 빨리 날거야!"
没有天赋的小朋友不建议学习风魔法哟。,沒有天賦的小朋友不建議學習風魔法喲.,Children without talent is not recommended to learn wind magic.,天賦のない子供は風の魔法を学ぶことを勧めませんよ。,천부적인 재능이 없는 어린이는 바람 마법을 안배우는 게 좋아요.
你就是城主吗？我海芙约特作为部落最强勇士希望成为与您并肩作战的伙伴。,妳就是城主嗎?我海芙約特作為部落最強勇士希望成為與您並肩作戰的夥伴.,"Are you the city Lord? As the strongest warrior of the tribe, I hope to be your partner",あなたが城主ですか？部落最強の勇士として、あなたと共に戦う仲間になりたいです。,당신이 성주였나요? 우리 헤프요테는 이 동네 최강의 용사로서 당신과 함께 싸우는 동료가 되고 싶습니다.
相处下来怎么看城主都不过是一个孩子嘛。,相處下來怎麽看城主都不過是一個孩子嘛.,"These days with the Lord of the city, I find you like a child",付き合ってみたらどうですか？城主は子供だけです。,함께 지내 보니 성주는 애기같아
只要信念坚定，就能在成为强者的道路上昂首向前！,"只要信念堅定,就能在成為強者的道路上昂首向前!","As long as you have a firm belief, you can move forward on the road to become a strong man.",強くなりた信念、強い者になる道を突き進むことができます。,강해지고 싶은 신념을 관철하면 강자가 되는 길에서 자신있게 앞으로 나아갈 수 있어!
这个链球可是克丽奥娜送给我的礼物哦，我的朋友给予我的第一份礼物。,"這個鏈球可是克麗奧娜送給我的禮物哦,我的朋友給予我的第一份禮物.","This hammer was a gift from Christina, the first gift my friend gave me.",このハンマー投げはクレオナからのプレゼントです。友達からの最初のプレゼントです。,이 체인볼은 크리오나가 내게 준 선물이야. 내 친구가 내게 준 첫번째 선물이야.
菲希丝，神示，协助，城主。,"菲希絲,神示,協助,城主.","Phoebus, Divinity, assist, Lord of the city.",フィーシー、神示、協力、城主。,"페이시스, 신의 계시, 협조, 성주."
请，安静。,"請,安靜.","Please, be quiet",静かにしてください,조용히 하세요.
小松鼠，永远的朋友。,"小松鼠,永遠的朋友.","Little squirrel, forever friend",リスちゃん、永遠の友達。,"아기 다람쥐, 영원한 친구."
城主大人，不用那么大声，我听得见。,"城主大人,不用那麽大聲,我聽得見.","Lord, not so loud, I can hear you.",城主様、そんなに大きな声でなくてもいいです。聞こえます。,"성주님, 그렇게 크게 말씀 안하셔도 됩니다. 다 들려요."
城主大人，我名为琳芙，受无尽森林意志的指引，来到此地为您提供帮助。,"城主大人,我名為琳芙,受無盡森林意誌的指引,來到此地為您提供幫助.","Lord, My name is Linfu. Guided by the will of endless forest, I come here to help you.",城主様、私はリーフと申します。無限の森の意志に導かれて、ここに来て助けてあげます。,"성주님, 저는 린푸라고 해요. 끝없는 숲의 의지에 따라 성주님께 도움을 드릴게요."
尊敬的城主大人，这些花朵是我身体的延伸，请……请您不要随意触碰她们。,"尊敬的城主大人,這些花朵是我身體的延伸,請...請請您不要隨意觸碰她們!","Dear Lord, these flowers are the extension of my body, please... Please don't touch them at will!",尊敬する城主様、これらの花は私の体の延長です。どうぞ、彼女たちに触らないでください。,"존경하는 성주님, 이 꽃들은 제 몸의 일부에요... 함부로 건드리지 마세요."
精灵们都非常向往自由，如果可以，我想回到森林。,"精靈們都非常向往自由,如果可以,我想回到森林.","Elves are very eager for freedom, if I can, I want to go back to the forest",精霊たちは自由に憧れています。できれば、森に帰りたいです。,엘프들은 자유를 동경해요. 그래도 된다면 숲으로 돌아가고 싶어요.
魔物活动不止影响到人类与动物，连集合森林所有植物为一体的生存也受到了侵蚀。,"魔物活動不止影響到人類與動物,連集合森林所有植物為一體的生存也受到了侵蝕.","Evil spirits not only affect human and animal, but also erode the survival of all plants in the forest",魔物の活動は人間や動物にとどまらず、森に集まったあらゆる植物が一体となって生きていることにも侵食されています。,마물 활동은 사람과 동물뿐만 아니라 숲의 모든 식물의 생존도 위협하고 있습니다.
这里是……哪里？,這裏是...哪裏?,Where is...here?,ここはどこですか,여기는... 어디죠?
刀？你也配？,刀?妳也配?,The knife? You also match?,刀？あなたも,칼? 너도 할텨?
