Simplified_Text,Traditional_Text,English_Text,Japanese_Text,Korean_Text
黑色泥沼,黑色泥沼,Black Bog,黒い沼,검은 늪
风佑,風佑,Wind Guardian,風助,풍조
震天吼,震天吼,Shocking Roar,震天咆哮,사자후
看热闹,看熱鬧,Watch The Fun,見物,재미보기
霸体,霸體,Super Armor,覇体,슈퍼 아머
龙威,龍威,Dragon Serious,龍の威厳,용의 위엄
谨慎,謹慎,Cautious,慎重に,신중하다
神兵天佑,神兵天佑,Bless Immortals,神兵天佑,신성한 축복
高天之怒,高天之怒,Battle Fury,高天の怒り,하늘의 분노
凝神,凝神,Concentrate,集中,집중
治疗曲,治療曲,Therapy Song,治療歌,치료 노래
御守,御守,Amulet,御守,호신부
雪舞,雪舞,Snow Dance,雪舞,눈춤
战意,戰意,Fight Spirit,戦意,투혼
神斩,鬼斬,Ghost Slash,鬼斬,유령 베다
爪击,爪擊,Claw Strike,爪撃,할퀴기
刺骨,刺骨,Biting,刺骨,뼈에
剑影之刃,劍影之刃,Blade Shadow,剣影の刃,그림자 칼날
剑破,劍破,Sword Break,剣破,검 깨기
焚天,焚天,Burning Sky,燃える空,불 하늘
月光残响,月光殘響,Remnant Moonlight,月光残響,달빛 반향
无望,無望,Hopeless,無望,희망 없다
霜降,霜降,Frost,霜降,서리
涟漪,漣漪,Ripple,波紋,리플
灼华,灼華,Burning Flower,燃える花,불타는 꽃
迷惑,迷惑,Confuse,魅惑,혼란시키다
曜羽,曜羽,Dazzle Feather,曜羽,빛의 날개
魅影,魅影,Phantom,魅影,환상
净化之灵,淨化之靈,Purify Mind,浄化の霊,정화 정신
复苏,復甦,Anabiosis,蘇生,회복
生灵果,生靈果,Fruit Life,生霊の実,생명의 열매
神圣之光,神聖之光,Divine Light,神聖な光,신성한 빛
镜语,鏡語,Mirror Whisper,鏡の言葉,거울 속삭임
精灵挽歌,精靈輓歌,Elf Elegy,精霊挽歌,엘프의 노래
清新,清新,Refreshing,清新,상쾌
云中诗,雲中詩,Poetry Cloud,雲中の詩,구름시
心灵救赎,心靈救贖,Soul Redemption,魂の救済,영혼 구원
狂刀,狂刀,Mad Knife,狂刀,광기의 칼
格挡,格擋,Block,パリー,블록
暗影护盾,暗影護盾,Shadow Shield,シャドウシールド,그림자 방패
星月贝壳,星月貝殼,Star Moon Shell,星月貝殻,달 조개
猫刃,貓刃,Cat Blade,猫の刃,고양이 칼날
蔷薇刃,薔薇刃,Rose Blade,薔薇の刃,장미 칼날
骑士锋芒,騎士鋒芒,Knight Talent,騎士鋒鋩,기사 자태
百花缭乱,百花繚亂,Sparkly Flowers,百花繚亂,눈부신 꽃
藤曼缠绕,藤曼纏繞,Vines Entwine,蔓が絡み合う,덩굴의 얽힘
百花剑,百花劍,Flowers Sword,百花剣,백화의 검
玫瑰剑,玫瑰劍,Rose Sword,バラの剣,장미 검
飞花,飛花,Fly Flowers,飛び花,꽃보검
利爪,利爪,Sharp Claw,鋭い爪,날카로운 발톱
百兽行,百獸行,Walking Beasts,百獣行,백귀야행
蓄力斩,蓄力斬,Charged Slash,溜め斬り,충전된 베기
自然魔法,自然魔法,Natural Magic,自然魔法,천연마법
惊弓一箭,驚弓一箭,Startled Arrow,驚愕の矢,깜짝 화살
冰魄,冰魄,Ice Soul,氷の魂,얼음의 영혼
箭雨,箭雨,Arrow Rain,矢の雨,화살의 비
威慑,威嚇,Daunt,威嚇,협박
正义裁决,正義裁決,Just Ruling,正義判決,정의 판결
光明魔法,光明魔法,Light Magic,光の魔法,가벼운 마법
破空,破空,Breaking Sky,破空,공허를 뚫다
穿云,穿雲,Through Cloud,雲貫く,구름뚫기
烈炎术,烈炎術,Fiery Spell,烈炎術,불의 주문
魔法风暴,魔法風暴,Magic Storm,魔法の嵐,마법의 폭풍
精准射击,精準射擊,Precise Shoot,精密射撃,정밀 사격
九尾咒术,九尾咒術,Fox Spell,九尾禁呪,구미호 저주
能量魔法,能量魔法,Energy Magic,エネルギー魔法,에너지 마법
春之域,春之域,Springtime,春の域,봄의 땅
穿甲箭,穿甲箭,Pierce Arrow,徹甲矢,갑옷 화살
灵魂射击,靈魂射擊,Soul Shot,魂の射撃,소울 샷
碎裂之箭,碎裂之箭,Broken Arrow,砕ける矢,깨진 화살
封灵之箭,封靈之箭,Seal Arrow,封印の矢,봉인 화살
风祝福,風祝福,Wind Blessing,風の祝福,바람의 축복
逆流,逆流,Reflux,逆流,역류하다
绯夜狂想,緋夜狂想,Night Fantasy,紅夜の幻想,밤 판타지
圣光驱散,聖光驅散,Light Disperse,聖光散らす,빛 분산
暗夜陷落,暗夜陷落,Night Fall,暗夜陥落,해질녘
山雨雷鸣,山雨雷鳴,Deafening,山雨の雷,산 뇌우
治愈之钟,治愈之鐘,Healing Bell,治癒の鐘,치유의 종
圣光洗礼,聖光洗禮,Light Baptism,聖光洗礼,가벼운 세례
治愈时光,療癒時光,Healing Time,療癒時光,치유의 시간
殒灭斩,殞滅斬,Annihilation,消滅斬,전멸
连环箭,連續箭,Chain Arrows,鎖の矢,사슬 화살
舍身击,捨身擊,Suicide Attack,捨身擊,자살 공격
骨刃,骨刃,Bone Blade,骨刃,뼈 칼날
圣光斩,聖光斬,Holy-light Chop,聖光斬,홀리 슬래시
裂空,裂空,Rift,リフト,구멍뚫기
荆棘十字,荊棘十字,Thorn Cross,茨の十字,가시십자
蓄力一击,蓄力一擊,Purgatory Trial,煉獄裁判,모아둔 한 방
灵袭,靈襲,Spirit Strike,魂の衝撃,영혼의 공격
无双连击,無雙連擊,Peerless Combo,無雙連擊,무쌍연격
暴烈连斩,暴烈連斬,Violent Chop,爆裂連斬,폭력 슬래시
烈焰连击,烈焰連擊,Flame Combo,炎の連擊,화염 콤보
漫天箭雨,漫天箭雨,Sky Rain Arrows,矢の嵐,하늘 화살비
万箭齐发,萬箭齊發,Arrows Volley,万矢の放射,모든 화살표
破魔之刃,破魔之刃,Demon Breaker,破魔の刃,악마 칼날
暗魂缚,暗魂縛,Soul Bound,暗魂縛,암흑의 영혼
狂风斩,狂風斬,Storm Slash,狂風斬,광풍의 일격
兽王印,獸王印,Beast King Seal,獣王の印,짐승왕인장
烈焰重击,烈焰重擊,Flame Bash,烈焰重擊,불꽃 배쉬
神焰,神焰,Ghost Flame,神の炎,유령 불꽃
锁灵缚,鎖靈縛,Spirit Bondage,魂の枷,영혼의 속박
骑士冲锋,騎士衝鋒,Knight Charge,騎士突撃,기사 돌격
月狼,月狼,Moon Wolf,月狼,달 늑대
恶果,惡果,Evil Fruit,悪果,사악한 열매
幻灵漩涡,幻靈漩渦,Phantom Vortex,幻影渦巻,팬텀 보텍스
迅疾突刺,迅疾突刺,Swift Thrust,迅疾突き,신속한 찌르기
疾袭,疾襲,Raid,疾襲,습격
火球术,火球術,Fireball,火の玉術,화구 기술
魔法长枪,魔法長槍,Magic Spear,魔法の槍,마법 랜스
魔焰爪,魔焰爪,Flame Claw,魔焰の爪,화염 발톱
混沌之印,混沌之印,Seal Chaos,混沌の印,혼돈의 흔적
炙热怒爪,炙熱怒爪,Blazing Claw,灼熱の爪,불타는 발톱
龙哮,龍哮,Dragon Roar,龍哮,용의 포효
魔力漩涡,魔力漩渦,Magic Vortex,魔力の渦,매직볼텍스
罗刹斩,羅剎斬,Demon Slash,羅刹斬,악마 슬래시
缚灵斩,縛靈斬,Binding Slash,縛靈斬,영혼의 일격
破魔剑,破魔劍,Demon Sword,破魔剣,악마파괴검
辉光斩,輝光斬,Radiant Slash,輝光斬,빛나는 일격
困遇,困遇,Dilemma,窮地,양도 논법
风刃,風刃,Wind Blade,風の刃,윈드 칼날
镇魔曲,鎮魔曲,Seal Song,鎮魔曲,마법의 노래
禁忌封印,禁忌封印,Taboo Seal,禁断の封印,금기의 도장
流光斩,流光斬,Flowlight Slash,流れ光,유광 슬래시
炽焰剑,熾焰劍,Blazing Sword,炽焰剣,불타는 검
爆裂火焰,爆烈火焰,Exploding Flame,爆裂の炎,폭발하는 불
骑士信条,騎士信條,Knight Creed,騎士の信条,기사의 신조
重剑风暴,重劍風暴,Epee Storm,重剣の嵐,에페 폭풍
无尽摧毁,無盡摧毀,Endless Destroy,限りなき破砕,끝없는 파괴
幽影狂骨,幽影狂骨,Ghost Bone,幽影の狂骨,유령 뼈
暗夜精灵,暗夜精靈,Night Elf,闇夜精霊,다크 엘프
魔羊游戏,魔羊遊戲,Sheep Game,魔羊ゲーム,양 게임
魔法回路,魔法迴路,Magic Circuit,魔法回路,매직서킷
元素爆发,元素爆發,Elemental Burst,元素の爆発,원소 폭발
雷霆万钧,雷霆萬鈞,Force Majeure,雷がついた,강대한 힘
麋鹿护甲,麋鹿護甲,Elk Armor,ワピチの鎧,엘크 갑옷
偶像之音,偶像之音,Idol Voice,偶像の声,아이돌 소리
迷夜,迷夜,Lost Night,迷いの夜,어두운 밤
防御阵形,防禦陣形,Defense Formation,防御の陣形,방어 진형
清茶,清茶,Green Tea,清茶,맑은 차
食梦,食夢,Dream Eater,夢食い,꿈을 먹는자
铁索束缚,鐵索束縛,Rope Restraint,鉄鎖の束縛,철 로프 구속
幽蓝火焰,幽藍火焰,Blue Fire,青い火災,푸른 불꽃
罪恶审判,罪惡審判,Sin Judgment,罪の裁き,죄의 심판
赤炎印记,赤炎印記,Erythema Imprint,赤炎の印,불꽃 낙인
战术盾牌,戰術盾牌,Tactical Shield,戦術の盾,전술 방패
追击盾牌,追擊盾牌,Chase Shield,追跡の盾,추격 방패
魔笛,魔笛,Magic Flute,魔笛,마술피리
沉默之茧,沈默之繭,Cocoon Silence,沈黙の繭,침묵의 고치
时空边界,時空邊界,Chronos Boundary,時空の境界,시공간 경계
梦中曲,夢中曲,Song Dream,夢の調べ,자장가
魅惑,魅惑,Charm,魅惑,매력
幻境,幻境,Dreamland,幻境,꿈나라
梦魇,夢魘,Nightmare,悪夢,서큐버스
怒反,怒反,Angry Rebel,怒反,분노의 반격
獠牙之威,獠牙之威,Might Fangs,獠牙の力,송곳니의 힘
震地锤,震地錘,Vibration Hammer,震地槌,지진 망치
净之火,凈之火,Pure Fire,浄化の火,순수한 불
恐吓,恐嚇,Intimidation,恐喝,위협
蛇之蛊,蛇之蠱,Bewitch Snake,蛇の蠱惑,뱀의 매혹
八爪刃,八爪刃,Octopus Blade,八爪の刃,팔조 칼날
翼之盾,翼之盾,Wing Shield,翼の盾,날개 방패
流星锤,流星錘,Meteor Hammer,流星槌,유성 망치
万无之域,萬無之域,Bleak Realm,万無の域,미개발지역
獠牙毒液,獠牙毒液,Fangs Venom,牙毒,독니
泰坦之力,泰坦之力,Titan Power,タイタンの力,타이탄 파워
爆裂炽风,爆裂熾風,Bursting Wind,爆裂の風,폭열풍
招灵旗,招靈旗,Soul Flag,招霊の幡,정신 깃발
蛇患,蛇患,Hidden Snake,蛇の災,뱀의 재앙
墨潮,墨潮,Ink Tide,墨潮,묵조
羽刃,羽刃,Feather Blade,羽の刃,깃털 칼날
震山锤,震山錘,Mountain Hammer,震山槌,산흔들망치
龙息,龍息,Dragon Breath,竜息,용의 숨결
逆鳞,逆鱗,Forbidden,逆鱗,역린
龙吟,龍吟,Dragon Chant,竜の詠唱,용의 성가
进击之枪,進擊之槍,Attack Gun,進撃の槍,진격하는 창
守护之盾,守護之盾,Guard Shield,守護の盾,수호자 방패
破敌之剑,破敵之劍,Victory Sword,敵砕きの剣,승리의 검
音速之箭,音速之箭,Sonic Arrow,音速の矢,음속 화살
生命之杖,生命之杖,Life Cudgel,生命の杖,생명의 지팡이
圣水引,聖水引,Holy Water,聖なる水,신성한 물
幸运星,幸運星,Lucky Star,幸運星,럭키 스타
镜反,鏡反,Mirror Reversal,鏡の反射,거울 반사
狼刃,狼刃,Wolf Blade,狼の刃,늑대의 칼날
仙踪,仙蹤,Trail Fairy,仙の跡,요정의 궤적
时之净土,時之淨土,Pure Land,時の浄土,시간의 정토
破镜,破鏡,Broken Mirror,壊れた鏡,깨진 거울
暗夜之瞳,暗夜之瞳,Night Pupil,闇夜の瞳,어둠의 눈
火焰护甲,火焰護甲,Fire Armor,火焰の鎧,화염 갑옷
魔法披风,魔法披風,Magic Cloak,魔法のマント,불꽃 망토
格挡反击,格擋反擊,Reactive Block,ブロックと反撃,블록과 반격
偷袭,偷襲,Sneak Attack,奇襲攻撃,몰래 공격
星象罗盘,星象羅盤,Star Compass,占星術,점성학
神罚双刃,神罰雙刃,Divine Punish,神罰の双刃,천벌 쌍검
夜宴,夜宴,Dinner,夜宴,야간 연회
迅敏,迅敏,Agile,迅敏,기민한
聚灵,聚靈,Spirit Gather,魂集まり,영혼 수집
灵缚,靈縛,Spiritbound,魂の束縛,영적 속박
翠色之舞,翠色之舞,Emerald Dance,翡翠の舞,녹색 댄스
追击专家,追擊專家,Chase Expert,追跡の専家,추격전문가
战术大师,戰術大師,Master Tactical,戦術の達人,전술의 달인
猎魔人,獵魔人,Witcher,猟魔師,위쳐
火焰纹章,火焰紋章,Fire Emblem,火災の紋章,불꽃 문장
战术连发,戰術連發,Tactical Burst,戦術の連射,전술 연발
彼岸花,彼岸花,Higanbana,彼岸花,피안화
元素亲和,元素親和,Element Affinity,元素親和,원소 친화력
神圣之羽,神聖之羽,Sacred Feather,聖なる羽根,신성한 깃털
战术专精,戰術專精,Tactical Superb,巧妙だ戦術,전술 전문화
疾风之刃,疾風之刃,Hayate Blade,速風の刃,질풍 칼날
夺魂之镰,奪魂之鐮,Deadly Scythe,魂の鎌,살인낫
贯穿枪,貫穿槍,Penetrate Gun,貫通銃,관통총
神刃,神刃,God Blade,神の刃,신 칼날
奔袭,奔襲,Rush,急ぐ,서두르다
追踪,追踪,Track,追跡,추적
暗夜追击,暗夜追擊,Chase Dark,暗夜追撃,밤의 추격
逐月,逐月,Chasing Moon,月ごと,루나 스토커
狩猎,狩獵,Hunting,狩猟,수렵
红月,紅月,Red Moon,赤月,레드문
循迹,循跡,Tracking,跡をたどる,선로
夜袭,夜襲,Night Attack,夜襲,야간 공격
迷羊幻击,迷羊幻擊,Lost Sheep,迷いの羊,길잃은 양
凋零,凋零,Wither,凋落,시들다
电光火石,電光火石,Flash Fire,電光石火,번개와 석화
嗜血追击,嗜血追擊,Brutal Chase,血飢追跡,피의 추격
丛林追击,叢林追擊,Jungle Chase,森の追跡,정글 추격
神缚,鬼縛,Ghost Bound,神の束縛,신의 속박
电闪,電閃,Glitter,电闪,번개
混沌,混沌,Chaos,混沌,혼돈
雷霆斩,雷霆斬,Thunder Slash,雷鳴の斬,썬더 슬래시
奇袭,奇襲,Surprise Attack,奇襲,기습
雨夜追击,雨夜追擊,Rainy Chase,雨夜追擊,밤 체이스
狩猎本能,狩獵本能,Hunt Instinct,狩猟本能,사냥 본능
猎人,獵人,Hunter,猟師,헌터
奔雷斩,奔雷斬,Thunderbolt Slash,奔雷斬,번개 참격
逐日,逐日,Chasing Sun,日ごと,태양을 쫓는
神圣追击,神聖追擊,Holy Chase,神圣だ追擊,거룩 체이스
白刃,白刃,White Blade,白い刃,백색칼날
突刺,突刺,Thrust,突き,찌르기
树灵庇护,樹靈庇護,Tree Spirit Shelter,樹霊の庇護,나무 정령 보호
枝繁叶茂,枝繁葉茂,Luxuriant Branches,枝繁葉茂,무성한 가지
绿辉,綠輝,Green Glow,緑輝,녹색 광선
黑曜,黑曜,Obsidian,黒曜,흑요석
邪刃,邪刃,Evil Blade,邪刃,사악한 칼날
魔岩斩,魔岩斬,Demon Rock Slash,魔岩斬,마석 참격
狐影,狐影,Fox Shadow,狐影,여우 그림자
寒袭,寒襲,Cold Attack,寒襲,냉기공격
寒影,寒影,Cold Shadow,寒影,찬 그림자
炼狱之焰,煉獄之焰,Infernal Flame,煉獄の炎,연옥의 불꽃
魂焰,魂焰,Soul Flame,魂焔,영혼의 불꽃
灭域,滅域,Destroy Domain,滅域,멸망의 영역
极风盾,極風盾,Extreme Wind Shield,極風の盾,극풍 방패
迅羽,迅羽,Swift Feather,迅羽,날쌘 깃털
旋翼,旋翼,Whirling Wing,旋翼,회전 날개
震岩术,震岩術,Rockquake Spell,震岩術,락 쇼크
岩崩,岩崩,Rockslide,岩崩,암석 붕괴
岩之怒,岩之怒,Rage of the Rock,岩の怒り,바위의 분노
霜冻,霜凍,Frost Freeze,霜凍,서리 동결
冰刃,冰刃,Ice Blade,氷刃,얼음 칼날
霜月,霜月,Frost Moon,霜月,서리 달빛
炼狱亡歌,煉獄亡歌,Purgatory Elegy,煉獄の亡歌,연옥의 만가
焚魂,焚魂,Burning Soul,焚魂,불타는 영혼
熔潮,熔潮,Molten Tide,熔潮,용해 조수
光叶,光葉,Glowing Leaf,光葉,빛나는 잎
叶舞,葉舞,Leaf Dance,葉舞,잎의 춤
叶影疾风,葉影疾風,Shadow Leaf Gale,葉影疾風,리프 섀도 게일
地裂冲,地裂衝,Earthshatter Impact,地裂衝,지진 충격
裂石击,裂石擊,Stone Crack,裂石撃,암석 균열 충격
黑土侵蚀,黑土侵蝕,Black Soil Erosion,黒土侵食,흑토 침식
冰魄裁决,冰魄裁決,Ice Soul Judgment,氷魄裁決,얼음혼의 심판
寒诀,寒訣,Cold Secret,寒訣,추운 비밀
寒冰之杖,寒冰之杖,Staff of Ice,氷の杖,얼음의 직원
炽爪重击,熾爪重擊,Burning Claw Bash,炽爪重撃,불의 발톱 공격
熔魂,熔魂,Melting Soul,熔魂,소울멜팅
怒焰爪,怒焰爪,Fury Flame Claw,怒焔爪,레이징 클로
烈焰斩,烈焰斬,Blazing Slash,烈焔斬,화염베기
燃魂,燃魂,Burning Soul,燃魂,타는 영혼
地狱之歌,地獄之歌,Song of Hell,地獄の歌,지옥의 노래
冰龙之威,冰龍之威,Ice Dragon Might,氷竜の威,얼음 용의 위엄
寒潮,寒潮,Cold Tide,寒潮,한파
寒冰吼,寒冰吼,Ice Roar,氷吼,얼음 포효
血岩之力,血岩之力,Bloodstone Power,血岩の力,블러드 록의 힘
拳袭,拳襲,Fist Strike,拳襲,펀치 공격
炽岩怒,熾岩怒,Blazing Rock Fury,炽岩の怒り,불타는 바위 분노
翠剑云涌,翠劍雲湧,Verdant Sword Surge,翠剣雲湧,옥검 폭풍
碧光剑,碧光劍,Jade Light Sword,碧光剣,비취빛 검
叶刃,葉刃,Leaf Blade,葉刃,잎 칼날
狂风肆虐,狂風肆虐,Rampaging Wind,狂風の暴走,강풍 파괴
风翼疾行,風翼疾行,Wind Wing Sprint,風翼疾行,풍속의 날개
逐风,逐風,Chasing Wind,風を追う,바람 추적
坚不可摧,堅不可摧,Indestructible,堅不可摧,난공불락
泰坦之盾,泰坦之盾,Titan’s Shield,タイタンの盾,타이탄의 방패
无懈回击,無懈回擊,Flawless Counter,無懈の反撃,완벽한 반격
寒冰禁锢,寒冰禁錮,Ice Prison,氷の禁錮,얼음 감금
冰霜之狱,冰霜之獄,Frost Hell,霜の牢獄,서리의 감옥
寒霜爪,寒霜爪,Frost Claw,寒霜の爪,한서 발톱
焰焚之域,焰焚之域,Burning Realm,焰焚の領域,염범의 영역
焚天掌,焚天掌,Burning Sky Palm,焚天掌,범천장
炎王之怒,炎王之怒,Fire King Wrath,炎王の怒り,불꽃 왕의 분노
碎星,碎星,Broken Star,壊れた星,깨진 별
闪翼,閃翼,Blink Wings,光る翼,플래시 윙
极星,極星,Polaris,極星,북극성
蝶袭,蝶襲,Butterfly Strike,蝶襲,나비 공격
无想,無想,Mushin,考えない,생각 없음
心链,心鏈,Heart Chain,ハートチェーン,하트 체인
奥术飞弹,奧術飛彈,Arcane Missile,アーケインミサイル,아케인 미사일
魔力召唤,魔力召喚,Magic Summon,マナ召喚,마나 소환
星光闪现,星光閃現,Starlight Flash,星の光が輝く,별빛 순간이동
灵魂汲取,靈魂汲取,Soul Drain,ソウルドレイン,영혼 흡수
星月守护,星月守護,Lunar Guardian,星月の守り,달별 수호
哀鸣,哀鳴,Wail,慟哭,비명
猎杀者,獵殺者,Slayer,ハンター,사냥살육자
连锁,連鎖,Chain Reaction,連鎖,연쇄
三重奏,三重奏,Trio,三重奏,트리오
逆爱,逆愛,Counter-Love,逆愛,역사랑
迅芒,迅芒,Swiftflare,迅芒,신속한 섬광
澄澈,澄澈,Lucid,澄澈,맑음
不灭灵火,不滅靈火,Eternal Flame,不滅の霊火,불멸의 영혼불
助燃,助燃,Combustion Aid,燃焼支援,연소 지원
元素爆炸,元素爆炸,Element Burs,元素爆発,원소 폭발
时之救赎,時之救贖,Time's Salvation,時の救済,시간의 구원
时之庇佑,時之庇佑,Time's Aegis,時の加護,시간의 가호
时之流转,時之流轉,Time's Flow,時の流転,시간의 흐름
奥数增幅,奧數增幅,Arcane Buff,奥術増幅,아케인 증폭
声东击西,聲東擊西,Feint,声東撃西,성동격서
弱点击破,弱點擊破,Weakness Break,弱点撃破,약점 격파
夜舞倾城,夜舞傾城,Night Dance Allure,夜舞傾城,나이트 댄스 매력
真视领域,真視領域,True Vision Domain,真視領域,트루 비전 도메인
攻防转换,攻防轉換,ATK-DEF Shift,攻防転換,공방 전환
