Simplified_Text,Traditional_Text,English_Text,Japanese_Text,Korean_Text
对了，今天有个提案挺有意思的，是关于让居民24H工作的。,對了，今天有個提案挺有意思的，是關於讓居民24H工作的。,"By the way, there's a rather interesting proposal today about making residents work 24 hours a day.",そういえば、今日面白い提案がありました。住民を24時間働かせるというものです。,"그런데, 오늘 재미있는 제안이 하나 있었어요. 주민들을 24시간 일하게 하는 것에 관한 거예요."
全天工作，这又是哪个剥削者的建议，居民是需要休息的。,全天工作，這又是哪個剝削者的建議，居民是需要休息的。,Working all day? Which exploiter's suggestion is this? Residents need rest.,終日労働？それはどの搾取者の提案ですか？住民には休息が必要です。,온종일 일이라니? 그게 또 어떤 착취자의 제안인가요? 주민들은 휴식이 필요합니다.
我也不清楚是谁提交上来的，但是这个相当重要。,我也不清楚是誰提交上來的，但是這個相當重要。,"I don't know who submitted it, but this is quite important.",誰が提出したのかは分かりませんが、これはかなり重要です。,"누가 제출했는지는 저도 모르지만, 이것은 상당히 중요합니다."
我想问问你的意见。,我想問問你的意見。,I'd like to ask for your opinion.,あなたの意見を聞きたいです。,당신의 의견을 묻고 싶어요.
我的意见就是，找出那个提出意见的人，让他先试试24H工作的感觉。,我的意見就是，找出那個提出意見的人，讓他先試試24H工作的感覺。,My opinion is: find the person who made that suggestion and let him try working 24 hours a day first.,私の意見は、その提案をした人を見つけて、まず24時間働かせてみることです。,"제 의견은, 그 제안을 한 사람을 찾아서 먼저 24시간 일하는 맛을 보게 하는 거예요."
不行，我现在就去找出那个人。,不行，我現在就去找出那個人。,"No, I'm going to find that person right now.",だめだ、今すぐその人を見つけ出す。,"안 돼요, 지금 당장 그 사람을 찾아낼 거예요."
别急。或许他的初衷只是为了城市更加繁荣呢？,別急。或許他的初衷只是為了城市更加繁榮呢？,Don't rush. Maybe his original intention was just to make the city more prosperous?,急がないで。もしかしたら彼の初衷はただ街をより繁栄させるためだったのかもしれないよ？,서두르지 마세요. 어쩌면 그의 본래 의도는 도시를 더 번영하게 하려는 것일 수도 있잖아요?
那也要吧居民当作是人，而不是机器。,那也要把居民當作是人，而不是機器。,"Still, you have to treat residents as people, not machines.",それでも住民を人間として扱わなければなりません、機械ではなく。,그래도 주민을 기계가 아니라 사람으로 대우해야 해요.
这件事我会妥善处理的，不用担心。,這件事我會妥善處理的，不用擔心。,I will handle this matter properly. Don't worry.,この件は適切に処理します。心配しないでください。,이 일은 제가 잘 처리할게요. 걱정 마세요.
您说得对，是我太心急了。,您說得對，是我太心急了。,You're right. I was too impatient.,おっしゃる通りです。私が急ぎすぎました。,말씀하신 대로예요. 제가 너무 조급했어요.
您总是能冷静地看待问题呢。,您總能冷靜地看待問題呢。,You always look at problems so calmly.,あなたはいつも冷静に問題を見られますね。,당신은 항상 냉정하게 문제를 바라보시네요.
毕竟身为城主，不能只凭感情用事。,畢竟身為城主，不能只憑感情用事。,"After all, as Lord, I can't act solely on emotion.",何しろ城主ですから、感情だけで行動することはできません。,영주로서 감정만으로 행동할 수는 없으니까요.
不过您这样为居民着想，我很开心。,不過您這樣為居民著想，我很開心。,But I'm happy that you care so much about the residents.,でも、あなたがそんなに住民のことを考えてくれて、私は嬉しいです。,"하지만 당신이 이렇게 주민들을 생각해주니, 저는 기쁩니다."
那…要一起去喝杯茶吗？我带了您喜欢的果茶。,那…要一起去喝杯茶嗎？我帶了您喜歡的果茶。,So... would you like to go have some tea together? I brought your favorite fruit tea.,じゃあ…一緒にお茶でも飲みに行きませんか？あなたの好きなフルーツティーを持ってきました。,그럼... 같이 차 한잔 하러 갈래요? 영주님이 좋아하는 과일차를 가져왔어요.
好，正好我也需要喘口气。,好，正好我也需要喘口氣。,"Okay, I could use a breather as well.",いいですね、ちょうど私も一息つきたいところです。,"좋아요, 마침 저도 숨 돌릴 필요가 있었어요."
城市的街道打扫的很整洁呢，我们一起去走走吧。,城市的街道打掃得很整潔呢，我們一起去走走吧。,The city streets are very clean. Let's take a walk together.,街の通りはとてもきれいに掃除されていますね。一緒に歩きに行きましょう。,도시의 거리가 아주 깔끔하게 청소되어 있네요. 함께 걸어요.
城主大人，我们很久没有这么悠闲过了。,城主大人，我們很久沒有這麼悠閒過了。,"Lord, it's been a long time since we've been this relaxed.",城主様、こんなにのんびりしたのは久しぶりですね。,"영주님, 이렇게 한가하게 지낸 지 오래됐네요."
所有的事情告一段落，难得祥和。,所有的事情告一段落，難得祥和。,Everything has come to a close for now. A rare peace.,すべてのことが一段落して、久しぶりの平和ですね。,"모든 일이 일단락되어, 오랜만의 평화로움이에요."
不知道这样的祥和会持续多久，所以需要无比珍惜。,不知道這樣的祥和會持續多久，所以需要無比珍惜。,"I don't know how long this peace will last, so we need to cherish it immensely.",この平和がいつまで続くか分からないから、とても大切にしなければなりません。,"이런 평화로움이 얼마나 지속될지 모르니, 매우 소중히 해야 해요."
城主大人似乎说了很高深莫测的话呢。,城主大人似乎說了很高深莫測的話呢。,"That sounded rather profound, Lord.",城主様はなんだか深遠なことをおっしゃいましたね。,영주님께서 심오한 말씀을 하신 것 같네요.
有时候真的怀念多年前无忧无虑的时光。,有時候真的懷念多年前無憂無慮的時光。,Sometimes I really miss the carefree days of many years ago.,時々、何年も前の何もかも気にしなかった頃の時間が本当に懐かしくなります。,가끔은 여러 해 전의 아무 걱정 없던 시절이 정말 그리워져요.
到了最后总是经历的越多越是愁眉不展。,到了最後總是經歷的越多越是愁眉不展。,"In the end, the more experiences you have, the more worried you become.",結局、経験すればするほど心配事が増えるんですよね。,결국에는 경험이 많아질수록 근심이 깊어지더라고요.
城主大人总是这样，自己背上重重的担子。,城主大人總是這樣，自己背上重重的擔子。,"Lord, you're always like this, carrying such a heavy burden on your own.",城主様はいつもそうやって、自分で重い荷を背負ってしまいますね。,영주님은 항상 이렇게 무거운 짐을 자신이 짊어지세요.
如果可以的话，我希望替城主大人分担一些重量。,如果可以的話，我希望替城主大人分擔一些重量。,"If possible, I wish I could help share some of that weight, Lord.",もしよろしければ、城主様の重荷を少しでも分かち合いたいです。,"가능하다면, 영주님의 무게를 조금 나누고 싶어요."
你也有自己要完成的使命呢，这点小事，作为城主的我还扛得住。,你也有自己要完成的使命呢，這點小事，作為城主的我還扛得住。,"You have your own mission to accomplish. This little thing, as Lord, I can still bear it.",あなたにも自分の使命がありますからね。このくらいの小さなことは、城主の私でも持ちこたえられます。,당신에게도 자신이 해야 할 사명이 있잖아요. 이런 작은 일은 영주로서 제가 견딜 수 있어요.
即便如此。也希望此时此刻能够让城主大人轻松些许。,即便如此。也希望此時此刻能夠讓城主大人輕鬆些許。,"Even so, I hope that at this moment I can lighten your burden just a little.",それでも、せめてこの瞬間だけは城主様を少しでも楽にさせてあげたいです。,"그럼에도 불구하고, 지금 이 순간만이라도 영주님이 조금 편안해지셨으면 좋겠어요."
如果能一直这样散步就好了。,如果能一直這樣散步就好了。,If only we could always walk together like this.,ずっとこんなふうに散歩できたらいいのに。,계속 이렇게 걸을 수 있다면 좋겠어요.
会的，只要我们继续努力守护这份和平。,會的，只要我們繼續努力守護這份和平。,"We will, as long as we keep working hard to protect this peace.",そうなりますよ、私たちがこの平和を守り続ける限り。,"그럴 거예요, 우리가 이 평화를 계속 지켜나가기만 한다면요."
您看，那边的花，是居民们自发打理的。,您看，那邊的花，是居民們自發打理的。,"Look, those flowers over there, the residents take care of them voluntarily.",ご覧ください、あそこの花は、住民たちが自発的に手入れしているんですよ。,"보세요, 저쪽 꽃들은 주민들이 자발적으로 가꾸는 거예요."
真美……这是大家共同珍惜的证明。,真美……這是大家共同珍惜的證明。,So beautiful... This is proof that everyone cherishes this place together.,本当に美しい…これはみんなが一緒に大切にしている証です。,정말 아름다워요... 이것은 모두가 함께 소중히 여기는 증거예요.
所以，请不要独自承担所有。,所以，請不要獨自承擔所有。,"So, please don't bear everything alone.",だから、どうか一人で全てを背負わないでください。,그러니 제발 혼자서 모든 것을 짊어지지 마세요.
至少，在感到疲惫时，记得我就在这里。,至少，在感到疲憊時，記得我就在這裡。,"At the very least, when you feel tired, remember that I am right here.",せめて、疲れを感じたときは、私がここにいることを覚えていてください。,"적어도, 피곤함을 느낄 때는 내가 여기 있다는 걸 기억하세요."
嗯，我答应你。,嗯，我答應你。,"Hmm, I promise you.",うん、約束するよ。,"음, 약속할게요."
那说定了，这是约定。,那說定了，這是約定。,Then it's settled. That's a promise.,じゃあ決まりですね、これが約束です。,"그럼 약속이에요, 이것은 약속입니다."
好，约定好了。,好，約定好了。,"Okay, it's a promise.",はい、約束しました。,"좋아요, 약속했어요."
魔法气球炸开的时候，持有之人的心愿便会显现,魔法氣球炸開的時候，持有之人的心願便會顯現,"When the magical balloon bursts, the wish of the person holding it will appear.",魔法の風船が割れるとき、持っている人の願いが現れる,"마법 풍선이 터질 때, 그 풍선을 쥔 사람의 소원이 나타난다"
然而这次出了个意外。,然而這次出了個意外。,But this time something unexpected happened.,しかし今回はハプニングが起きた。,그런데 이번에는 뜻밖의 일이 생겼다.
原来我们威风凛凛的城主大人，约会时最惦记的，居然是自己的新鞋子啊！,原來我們威風凜凜的城主大人，約會時最惦記的，居然是自己的新靴子啊,"So our majestic Lord, during a date, was most concerned about his own new boots.",なるほど、私たちの威風堂々たる城主様が、デート中に一番気にかけていたのは、なんと自分の新しいブーツだったのですね,"알고 보니 우리 위풍당당한 영주님이 데이트할 때 가장 마음에 걸렸던 것이, 다름 아닌 자신의 새 부츠였다니"
你别笑了，这魔法气球肯定是出了什么故障。,你別笑了，這魔法氣球肯定是出了什麼故障。,Stop laughing. This magical balloon must have malfunctioned.,笑わないで、この魔法の風船はきっと何か故障しているんだ。,"웃지 마요, 이 마법 풍선은 분명 무슨 고장이 났을 거예요."
哦？那城主大人原本是想默念什么真心话呢？,哦？那城主大人原本是想默念什麼真心話呢？,"Oh? Then what heartfelt words were you originally thinking to yourself, Lord?",おや？では城主様は本来どんな本音を心の中で唱えようと思っていたのですか？,오? 그럼 영주님은 본래 무슨 진심을 마음속으로 되뇌려고 했던 거예요?
我不过是看这气球新奇，想试试坊间的传闻到底灵不灵验，没别的心思。,我不過是看這氣球新奇，想試試坊間的傳聞到底靈不靈驗，沒別的心思,I was just curious about this new balloon and wanted to test whether the rumors were true. No other intention.,私はただこの風船が珍しいから、巷の噂が本当に当たるか試してみたかっただけで、他意はありません,"저는 그저 이 풍선이 신기해서, 세간의 소문이 정말로 맞는지 시험해보고 싶었을 뿐, 다른 뜻은 없어요."
是吗，我还以为，城主大人是想借着气球跟我告白呢~,是嗎，我還以為，城主大人是想藉著氣球跟我告白呢,Is that so? I thought you were trying to confess your love to me through the balloon.,そうですか、てっきり城主様は風船を借りて私に告白するつもりなのかと,그래요? 저는 영주님이 풍선을 빌려 저에게 고백하려는 줄 알았는데요.
就算要告白，我也不会用这种投机取巧的法子，自然会堂堂正正说给你听。,就算要告白，我也不會用這種投機取巧的法子，自然會堂堂正正說給你聽,"Even if I were to confess, I wouldn't use such a cheap trick. I would tell you openly and honestly.",たとえ告白するとしても、こんなご都合主義な方法は使いません。きちんと堂々とあなたに言います,"설령 고백한다 해도, 이런 편법은 쓰지 않을 거예요. 당연히 정정당당하게 말씀드릴게요."
可我倒觉得，刚才那句脱口而出的真心话，比任何精心准备的告白都要动人。,可我倒覺得，剛才那句脫口而出的真心話，比任何精心準備的告白都要動人,But I think the heartfelt words you blurted out just now are more moving than any carefully prepared confession.,でも私は、さっき思わず出てしまった本音の方が、どんなに念入りに準備された告白よりも心を打つと思います,그런데 저는 방금 무심코 나온 진심이 어떤 정성스럽게 준비된 고백보다도 감동적이라고 생각해요.
动人？我堂堂一城之主当众出了这样的糗，你居然还觉得动人。,動人？我堂堂一城之主當眾出了這樣的糗，你居然還覺得動人,"Moving? I, the dignified Lord of this city, made such a fool of myself in public, and you actually find it moving?",感動的？この私、立派な一城の主が公衆の面前でこんな醜態をさらしたのに、あなたはそれが感動的だと思うの？,"감동적이라고요? 제가 위엄 있는 일성주가 공개적으로 이런 망신을 당했는데, 당신은 그게 감동적이라니요?"
当然动人，平日里端方持重的城主大人，也有这样手忙脚乱的鲜活模样。,當然動人，平日裡端方持重的城主大人，也有這樣手忙腳亂的鮮活模樣,"Of course it's moving. The usually dignified and composed Lord also has such a flustered, lively side.",もちろん感動的です。普段は端麗で落ち着いている城主様にも、こんな慌てふためいた生き生きとした姿があるのですから,물론 감동적이에요. 평소에는 단정하고 침착한 영주님도 이렇게 허둥지둥하는 생생한 모습이 있다니요.
这靴子是今早特意擦了半个时辰的，等下还要陪你逛遍整条街。,這靴子是今早特意擦了半個時辰的，等下還要陪你逛遍整條街,"I spent half an hour this morning carefully polishing these boots, and later I'll be walking with you through the whole street.",このブーツは今朝わざわざ半時間かけて磨いたんだ。あとであなたと一緒に通り全体を歩き回るつもりで,이 부츠는 오늘 아침 일부러 한 시간 동안 닦은 거예요. 곧 당신과 함께 거리 전체를 걸을 텐데.
我就知道，城主大人向来心细，连这些小事都替我考虑到了。,我就知道，城主大人向來心細，連這些小事都替我考慮到了,"I knew it. You've always been so attentive, even considering these little things for me.",やっぱりね。城主様はいつも気が利いて、こんな小さなことまで私のことを考えてくれているんですね,"역시 알았어요. 영주님은 늘 세심해서, 이런 작은 일까지 저를 위해 생각해주시네요."
你清楚？我还以为，你只会觉得我小题大做。,你清楚？我還以為，你只會覺得我小題大做,You know that? I thought you would just think I was making a big deal out of nothing.,あなたには分かっているの？私はあなたがただ大げさだと思うだけかと,당신이 안다고요? 저는 당신이 그냥 제가 쓸데없이 야단법석이라고 생각할 줄 알았는데.
怎么会呢，比起永远完美无缺的城主雕像，我更爱这样有血有肉的你。,怎麼會呢，比起永遠完美無缺的城主雕像，我更愛這樣有血有肉的你,"How could I? Compared to a forever flawless statue of a Lord, I much prefer you like this, flesh and blood.",そんなことないですよ。永遠に完璧な城主の彫像よりも、こんな血の通ったあなたの方がずっと愛おしいです,"그럴 리가요. 영원히 완벽한 영주님의 동상보다, 이렇게 생생하고 살아있는 당신이 더 좋아요."
什么雕像，我只是不想在你面前，出什么岔子而已。,什麼雕像，我只是不想在你面前，出什麼岔子而已,What statue? I just don't want to mess up in front of you.,彫像だなんて、私はただあなたの前で何か失敗したくないだけです,무슨 동상이에요. 저는 그저 당신 앞에서 실수를 하고 싶지 않을 뿐이에요.
不管是威严的城主，还是会害羞窘迫的你，我都喜欢。,不管是威嚴的城主，還是會害羞窘迫的你，我都喜歡,"Whether it's the majestic Lord or the shy and embarrassed you, I like both.",威厳のある城主でも、恥ずかしがって慌てているあなたでも、どちらも好きです,"위엄 있는 영주님이든, 부끄러워하고 당황하는 당신이든, 나는 다 좋아해요."
你……，你突然说这些做什么，我还没准备好。,你……，你突然說這些做什麼，我還沒準備好,You... why are you suddenly saying these things? I'm not ready yet.,あなた…、急にそんなこと言うなんて、私の準備ができていないのに,당신... 갑자기 그런 말을 하면 어때요? 아직 준비가 안 됐는데.
既然城主大人的气球没说出心里话，那不如，就让我先说给你听。,既然城主大人的氣球沒說出心裡話，那不如，就讓我先說給你聽,"Since your balloon didn't speak your heart, then let me say it to you first.",城主様の風船が本音を言わなかったのなら、代わりに私が先にあなたに言ってあげましょう,"영주님의 풍선이 진심을 말하지 못했다면, 그럼 제가 먼저 영주님께 말씀드릴게요."
好，你说，我安安静静听着。,好，你說，我安安靜靜聽著,"Okay, go ahead. I'll listen quietly.",はい、どうぞ。静かに聞いています。,"좋아요, 말씀하세요. 조용히 들을게요."
快看那边围栏里的猫猫，好多人都在投喂呢。,快看那邊圍欄裡的貓貓，好多人都在投餵呢。,Look at the cats in that enclosure over there. So many people are feeding them.,あそこの柵の中の猫たちを見てください。たくさんの人が餌をあげていますね。,저기 울타리 안의 고양이들을 보세요. 많은 사람들이 먹이를 주고 있네요.
