Simplified_Text,Traditional_Text,English_Text,Japanese_Text,Korean_Text
额外发动1次该战术技能,額外發動1次該戰術技能,Activate The Tactical Skill 1 Additional Time,戦術スキルをさらに1回アクティブにする,전술 스킬 1회 추가 활성화
1回合准备时间,1回合準備時間,1 Round  Preparation Time,1ターン準備時間,1 턴 준비 시간
减少1回合准备时间,減少1回合準備時間,Reduce Preparation Time By 1 Round,1ターン準備時間を短縮,1 턴 준비 시간 단축
获得离间效果,獲得離間效果,Gain Blood Sucking Effect,吸血 を獲得し,흡혈 효과를 얻습니다
造成伤害时将部分敌方士兵收编,造成傷害時將部分敵方士兵收編,Recruit Some Enemy Soldiers When Causing DMG,ダメージを与えた際、一部の敵兵を取り込む,피해를 줄 때 적군 일부를 편입
"并保护我方部队,为其抵挡普通攻击","並保護我方部隊,為其抵擋普通攻擊",And Protect Our Troops From Normal ATK,味方部隊を保護し、通常攻撃を防ぐ,"아군 부대를 보호하고, 일반 공격을 막아줌"
"获得1层护盾,可以抵挡1次伤害","獲得1層護盾,可以抵擋1次傷害","Gain 1 Layer Of Shield, Which Can Block 1 DMG",1層のシールドを獲得て、1回のダメージを防ぐことができます,1층의 방어막을 얻어 1회의 피해를 방어할 수 있습니다
"获得2层护盾,可以抵挡2次伤害","獲得2層護盾,可以抵擋2次傷害","Gain 2 Layers Of Shield, Which Can Block 2 DMG",2層のシールドを獲得て、2回のダメージを防ぐことができます,2층의 방어막을 얻어 2회의 피해를 방어할 수 있습니다
发动1次无视闪避和护盾的攻击,發動1次無視閃避和護盾的攻擊,Launch An ATK That Ignores Dodge And Shield,回避とシールドを無視して1回攻撃を行う,회피와 방패를 무시한 공격을 가한다
在每回合行动前叠加1次,在每回合行動前疊加1次,Stack 1 Time Before Taking Action In Each Round,各ターンの行動前に1回重ねる,매 턴 행동 전 1회 중첩
最多叠加10层,最多疊加10層,Up To 10 Layers,最大 10 レイヤーまでスタック可能,최대 10회 중첩
不会受到反击效果,不會受到反擊效果,Will Not Be Affected by the Counter ATK Effect,反撃効果を受けない,반격 효과를 받지 않음
净化由战术技能和追击技能带来的不良效果,淨化由戰術技能和追擊技能帶來的不良效果,Purify The Harmful Effect Produced By Tactical And Pursuit Skill,戦術スキルや追撃スキルによる悪影響を浄化する,회피와 방패를 무시하고 1회 공격을 실행
移除目标由战术技能和追击技能产生的增益效果,移除目標由戰術技能和追擊技巧所產生的增益效果,Dissolves The Beneficial Effect Of Tactical And Pursuit Skill,戦術スキルと追撃スキルによって対象に付与されたバフ効果を取り除く,전술 및 추격 스킬의 유익한 효과를 해소합니다
发动1～3次攻击,發動1～3次攻擊,Launch 1-3 ATK,1～3回の攻撃を発動する,1~3회 공격 시작
发动2～4次攻击,發動2～4次攻擊,Launch 2-4 ATK,2～4回の攻撃を発動する,2~4회 공격 시작
发动3～5次攻击,發動3～5次攻擊,Launch 3-5 ATK,3～5回の攻撃を発動する,3~5회 공격 시작
发动4～6次攻击,發動4～6次攻擊,Launch 4-6 ATK,4～6回の攻撃を発動する,4~6회 공격 시작
发动3～7次攻击,發動3～7次攻擊,Launch 3-7 ATK,3～7回の攻撃を発動する,3~7회 공격 시작
发动5～7次攻击,發動5～7次攻擊,Launch 5-7 ATK,5～7回の攻撃を発動する,5~7회 공격 시작
对敌方统帅发动1次攻击,對敵方統帥發動1次攻擊,ATK The Enemy Commander 1 Time,敵の指揮官に1回攻撃する,적의 지휘관에게 1회 공격
若目标已有燃烧效果,若目標已有燃燒效果,If The Target Has Burning Effect,目標がすでに燃焼効果を持っている場合,대상에게 화상 효과가 있는 경우
若目标已有咒术效果,若目標已有咒術效果,If The Target Has Curse Effect,目标がすでに呪文効果を持っている場合,대상에게 저주 효과가 있는 경우
则立即移除效果并造成伤害,則立即移除效果並造成傷害,Then Remove The Effect Immediately And Cause DMG,効果を即時に解除し、ダメージを与える,효과를 즉시 제거하고 피해를 줌
使自己处于专注状态,使自己處於專注狀態,Put Yourself In A State Of Concentration,集中状態にする,자신을 집중 모드로 돌입
获得1层护盾,獲得1層護盾,Gain 1 Layer Of Shield,1層のシールドを獲得,1층 방패 획득
获得2层护盾,獲得2層護盾,Gain 2 Layers Of Shield,2層のシールドを獲得,2층 방패 획득
可以抵挡1次伤害,可以抵擋1次傷害,Can Block 1 Instance Of DMG,1回のダメージを防ぐことができる,1회의 피해를 방어할 수 있다
可以抵挡2次伤害,可以抵擋2次傷害,Can Block 2 Instances Of DMG,2回のダメージを防ぐことができる,2회의 피해를 방어할 수 있다
并使,並使,And Make,さらに,그리고
并保护我方部队,並保護我方部隊,And Protect Our Troops,そして味方部隊を守る,그리고 아군 부대를 보호
为其抵挡普通攻击,為其抵擋普通攻擊,Block Regular ATK For It,そのために通常攻撃を防,그를 위해 일반 공격을 방어
恢复士兵,恢復士兵,Restore Soldiers,士兵を回復する,병사 회복
咒术伤害,咒術傷害,Curse DMG,呪文ダメージ,마법 대미지
概率沉默,概率沉默,Probably Silence,沈黙可能,확률 침묵
闪避概率,閃避概率,Dodge Probability,回避確率,회피 확률
所有属性,所有屬性,All Attributes,全属性,모든 속성
无法净化,無法淨化,Cannot Be purified,浄化できない,정화 불가
造成战术技能伤害增加,造成戰術技能傷害增加,Tactical Skill DMG Dealt Increased,与える戦術スキルのダメージUP,주는 전술 기술 피해가 증가
战斗开始前生效,戰鬥開始前生效,Effective Before Battle Starts,戦闘開始前に発動,전투 시작 전에 발동
受技能等级影响,受技能等級影響,Affected By Skill Level,スキルレベルに影響される,스킬 레벨에 영향을 받음
整场战斗中生效,整場戰鬥中生效,Effective Throughout The Battle,戦闘中ずっと発動,전투 전체에 걸쳐 발동
已阵亡,已陣亡,Defeated,戦死,사망
抵挡了本次伤害,抵擋了本次傷害,Resisted This DMG,このダメージにも耐えた,이러한 피해를 견뎌냈습니다
效果已施加,效果已施加,Effect Applied,効果が適用された,효과가 적용되었습니다
效果已触发,效果已觸發,Effect Triggered,効果がトリガーされた,효과가 발동되었습니다
效果已生效,效果已生效,Effect Activated,効果が効力が生ずるされた,효과가 효력되었습니다
效果已消失,效果已消失,Effect Disappeared,効果が消えるされた,효과가 사라졌습니다
效果已更新,效果已更新,Effect Updated,効果が更新された,효과가 갱신되었습니다
效果已驱散,效果已驅散,Effect Dispelled,効果が駆除された,효과가 제거되었습니다
效果已净化,效果已净化,Effect Purified,効果が浄化された,효과가 정화되었습니다
效果已存在,效果已存在,Effect Already Exists,効果が既に存在する,효과가 이미 존재합니다
属性值已恢复,屬性值已恢復,Property Piont Restored,属性値は回復しました,속성 값이 복원되었습니다
没有效果可以驱散,沒有效果可以驅散,No Effects To Dispel,駆除できる効果がない,제거할 수 있는 효과가 없음
没有效果可以净化,沒有效果可以净化,No Effects To Purify,浄化できる効果がない,정화할 수 있는 효과가 없음
效果无法替换,效果無法替換,Effect Cannot Be Replaced,効果は置き換えできない,효과를 대체할 수 없음
无视闪避和护盾的攻击,無視閃避和護盾的攻擊,ATK That Ignores Dodge And Shield,回避やシールドを無視する攻撃,회피와 쉴드를 무시하는 공격
洞察,洞察,Insight,洞察,통찰
处于洞察状态,處於洞察狀態,In An Insight State,を洞察状態にして,통찰 스러운 상태에서
所有追击技能发动概率提高,所有追擊技能發動機率提高,All Pursuit Skill Probabilities Increased,すべての追撃スキルの発動確率がUP,모든  추격 스킬 발동 확률 증가
在下回合,在下回合,In The Next Round,次の回合,다음 회차
额外进行2次追击,額外進行2次追擊,Perform 2 Additional Pursuits,追加の追撃攻撃を2回開始,추가 추적 공격 2회 실행
额外进行3次追击,額外進行3次追擊,Perform 3 Additional Pursuits,追加の追撃攻撃を3回開始,추가 추적 공격 3회 실행
使所有携带的追击技能,使所有攜帶的追擊技能,Make All Carried Pursuit Skills,全ての追撃スキルを,모두 존재 추적 스킬
发动2～3次攻击,發動2～3次攻擊,Launch 2-3 ATK,2～3回の攻撃を発動する,2~3회 공격 시작
则立即引爆敌人造成伤害,則立即引爆敵人造成傷害,Immediately detonates the enemy to cause damage,敵を即座に爆発させてダメージを与える,적을 즉시 폭발시켜 피해를 입힙니다.
若目标处于燃烧状态,若目標處於燃燒狀態,If the target is Burning,目標が「燃焼」状態の場合,대상에게 화상 상태일 있는 경우
若目标处于咒术状态,若目標處於咒術狀態,If the target is Cursed,目標が「呪術」状態の場合,대상에게 저주 상태일 있는 경우
对处于燃烧状态的目标,對處於燃燒狀態的目標,For Targets in Burning state,燃焼状態の目標の場合に対して,연소 상태에 있는 대상에게
对处于咒术状态的目标,對處於咒術狀態的目標,For Targets in Curse state,呪い状態の目標の場合に対して,저주 상태에 있는 대상에게
持续2～4回合,持續2～4回合,Lasting For 2～4 Rounds,2～4ターン持続,2～4 턴 지속
持续2～3回合,持續2～3回合,Lasting For 2～3 Rounds,2～3ターン持続,2～3 턴 지속
受到咒术伤害或燃烧伤害时,受到咒術傷害或燃燒傷害時,When taking Curse or Burning DMG,呪いまたは燃焼ダメージを受けた時,저주 또는 연소 피해를 받을 때
使受到咒术或燃烧伤害,使受到咒術或燃燒傷害,Make Curse or Burning DMG Taken,呪いまたは燃焼ダメージを受けさせる,저주 또는 연소 피해를 받게 합니다
攻击有战术燃烧或咒术状态的敌人时,攻擊有戰術燃燒或咒術狀態的敵人時,When attacking an enemy with Tactical Burning or Curse status,戦術燃焼または呪い状態の敵を攻撃した時,전술 연소 또는 저주 상태의 적을 공격할 때
立即按1.2倍结算所有剩余燃烧伤害和咒术伤害,立即按1.2倍結算所有剩餘燃燒傷害和咒術傷害,Immediately settle all remaining Burning and Curse DMG at 1.2x,残っている全ての燃焼ダメージと呪いダメージを1.2倍で即時清算,남은 모든 연소 피해와 저주 피해를 1.2배로 즉시 정산
立即按1.3倍结算所有剩余燃烧伤害和咒术伤害,立即按1.3倍結算所有剩餘燃燒傷害和咒術傷害,Immediately settle all remaining Burning and Curse DMG at 1.3x,残っている全ての燃焼ダメージと呪いダメージを1.3倍で即時清算,남은 모든 연소 피해와 저주 피해를 1.3배로 즉시 정산
燃烧和咒术效果移除,燃燒和咒術效果移除,Burning and Curse effects are removed,燃焼と呪い効果は解除される,연소 및 저주 효과 제거
在发动攻击行为时,在發動攻擊行為時,When launching ATK,攻撃行動を発動する時,공격 행동 발동 시
无视闪避和护盾,無視閃避和護盾,Ignores Dodge and Shield,回避とシールドを無視,회피와 실드를 무시
无视兵种克制效果,無視兵種剋制效果,Ignores Soldier Restraint effects,兵士の抑制効果を無視,병사 상성 효과 무시
多段攻击只判定首次,多段攻擊只判定首次,Multi-Stage Attack only triggers on the first hit,多段攻撃は初段のみ判定,다단 공격은 첫 타만 판정
无论攻击目标是谁,無論攻擊目標是誰,Regardless of the attack target,攻撃対象が誰であっても,공격 대상이 누구든지
对敌方统帅发起追击,對敵方統帥發起追擊,Launch a pursuit on the enemy Commander,敵の指揮官に追撃を発動する,적 지휘관에게 추격을 개시한다
造成真实伤害提高,造成真實傷害提高,Real DMG Dealt Increased,与える実ダメージUP,주는 리얼 상해 증가
