Simplified_Text,Traditional_Text,English_Text,Japanese_Text,Korean_Text
角色被永久封禁,角色被永久封禁,The Role Was Permanently Banned,キャラクターの永久禁止,영구적으로 금지된 캐릭터
"战斗结果异常,本场战斗作废","戰鬥結果異常,本場戰鬥作廢","The Battle Result Is Abnormal, This Battle Is Invalid",戦闘結果が異常,전투 결과가 오류
由于网络异常已与服务器断开连接,由於網路異常已與伺服器斷開連接,Disconnected From Server Due To Network Exception,ネットワーク例外のため、サーバーから切断されました,네트워크 예외로 인해 서버와의 연결이 끊어졌습니다.
网络错误,網絡錯誤,Network Error,ネットワークエラー,네트워크 오류
服务器繁忙,伺服器繁忙,Server Is Too Busy,サーバーがビジーです,서버가 사용 중입니다
操作太频繁,操作太頻繁,Operation Too Frequent,操作頻度が高すぎる,너무 자주 작동
请稍后再试,請稍後再試,Please Try Again Later,後でもう一度やり直してください,나중에 다시 시도 해주십시오
请重新登录,請重新登錄,Please Login Again,もう一度ログインしてください,다시 로그인하십시오
"交易失败,请重新下单","交易失敗,請重新下單","Transaction Failed, Please Reorder",取引に失敗しました。もう一度注文してください,거래에 실패했습니다. 다시 주문해 주세요.
是否立即重启游戏更换为选择的语言,是否立即重啟遊戲更換為選擇的語言,Whether To Restart The Game Immediately And Change To The Selected Language,選択した言語に変更するためにゲームをすぐに再起動するかどうか,선택한 언어로 변경하기 위해 게임을 즉시 다시 시작할지 여부
感谢您对本游戏的支持，您购买的物品已到账,感謝您對本遊戲的支持，您購買的物品已到賬,"Thank You For Your Support Of This Game, The Props You Purchased Have Been Credited To Your Account",このゲームをご愛顧いただきありがとうございます。購入したアイテムは送信されました,이 게임을 지원해 주셔서 감사합니다. 구매한 아이템이 발송되었습니다.
请选择,請選擇,Select,選択,선택해
请先卸下,請先卸下,Please Remove,必須解除,필요 장착해제
请输入,請輸入,Enter,入力,입력
请输入您的兑换码,請輸入您的兌換碼,Please Enter Your CDK,CDK 入力してください,CDK 입력하세요
请输入新的角色名,請輸入新的角色名,Please Enter New Role Name,キャラクター名 入力してください,캐릭터 이름 입력하세요
联盟礼物匿名,聯盟禮物匿名,Hide Union Gift Name,ギルド贈呈品名を非表示,문파 선물 이름 숨기기
创建了新的联盟,創建了新的聯盟,Created A New Union,新しいギルドを作成しました,새로운 문파 만들었습니다
欢迎各位玩家加入,歡迎各位玩家加入,Welcome All Players To Join,参加を歓迎します,가입을 환영합니다
恭喜玩家,恭喜玩家,Congratulate Player,プレイヤーを祝福する,플레이어를 축하합니다
引用到,引用到,Refer To,引用する,인용하다
召唤出,召喚出,Summon Get,召唤獲得,소환 획득
不能为空,不能為空,Cannot Be Empty,空白です,비어있다
确认购买,確認購買,Confirm Purchase,購入確認,구매 확인
等级过低,等級過低,Insufficient Level,等級が足りない,불충분한 레벨
权限,權限,Jurisdiction,管轄権,관할권
权限不足,權限不足,Insufficient Authority,不十分な権限,불충분한 권한
数量不足,數量不足,Not Enough Quantity,不十分な数量,수량 부족
次数不足,次數不足,Not Enough Times,不十分な回数,횟수 부족
人数不足,人數不足,Not Enough People,人数不足,인원 부족
道具数量不足,道具數量不足,Not Enough Props Quantity,不十分な数量の道具,아이템 수량 부족
挑战次数不足,挑戰次數不足,Not Enough Challenges,不十分な挑戦回数,도전 횟수 부족
主角等级不足,主角等級不足,Not Enough Protagonist Level,主人公の等級が足りない,불충분한 주인공 레벨
剩余觉醒点不足,剩餘覺醒點不足,Not Enough Remaining Awakening Points,残り覚醒ポイントが不足しています,남은 각성 포인트가 부족합니다
今日挑战次数不足,今日挑戰次數不足,Not Enough Challenges,不十分な挑戦回数のため,도전 횟수 부족하여
不能重置,不能重置,Cannot Be Reset,リセットできません,재설정할 수 없습니다
请先重置,請先重置,Priority Reset,優先リセット,우선순위 재설정
将获得以下道具,將獲得以下道具,You Will Get The Following Props,以下の道具がもらえます,다음과 같은 소품을 받게 됩니다
重置后将获得以下道具,重置後將獲得以下道具,The Following Props Will Be Acquired After Reset,リセット後、以下の道具が得られます,재설정 후 다음 아이템 얻습니다
重置后将返还所有升级消耗,重置後將返還所有升級消耗,All Upgrade Costs Will Be Refunded After The Reset,すべてのアップグレード費用はリセット後に返金されます,모든 업그레이드 비용은 재설정 후 환불됩니다.
退出战斗视为战斗失败,退出戰鬥視為戰鬥失敗,Exiting A Battle Is Considered A Battle Failure,戦闘を終了すると、戦闘の敗北と見なされます,전투를 종료하면 전투 패배로 간주됩니다
提交成为宝鉴后，道具或装备将彻底销毁,提交成為寶鑑後，道具或裝備將徹底銷毀,"After Submitting As Codex, The Props Or Equipment Will Be Completely Destroyed",宝鑑になるために提出した後、道具または装備は完全に破壊されます,보감이 되기 위해 제출한 후 소품 또는 장비는 완전히 파괴됩니다.
分享给大家一个联盟礼包,分享給大家一個聯盟禮包,Share An Union Gift,シェア ギルド贈呈品,지분 문파 선물
最多上阵3名角色,最多上陣3名角色,Most Deploy Three Roles,最大数を超えました,최대 수를 초과했습니다
最多叠加1小时,最多叠加1小時,Stacks Up To Most 1 Hour,最大1時間までスタック,최대 1시간 중첩
最多叠加2小时,最多叠加2小時,Stacks Up To Most 2 Hours,最大1時間までスタック,최대 2시간 중첩
最多叠加8小时,最多叠加8小時,Stacks Up To Most 8 Hours,最大8時間までスタック,최대 8시간 중첩
最多叠加12小时,最多叠加12小時,Stacks Up To Most 12 Hours,最大12時間までスタック,최대 12시간 중첩
偷偷观察了你,偷偷觀察了你,Observed You Secretly,こっそりあなたを観察していました,몰래 당신을 관찰했습니다
角色等级无法超越主角等级,角色等級無法超越主角等級,Role Level Cannot Beyond The Protagonist Level,キャラクター等級が主人公等級を超えない,캐릭터 레벨은 주인공 레벨을 초과할 수 없습니다
精炼等级不能大于主角等级,精煉等級不能大於主角等級,Refine Level Cannot Be Greater Than Protagonist Level,精錬等級は主人公等級以上にできません,정련하다 레벨은 주인공 레벨보다 높을 수 없습니다.
今日内容已全部完成,今日內容已全部完成,Today's Content Has Been Completed,本日の内容は全て終了しました,오늘의 내용은 모두 끝났습니다
请选择一个对象,請選擇一個對象,Please Select An Object,オブジェクトを選択してください,개체를 선택하세요
是否确认,是否確認,Confirm To,確認,확인
是否确认移除,是否確認移除,Confirm To Remove,確認 取り除く,확인 없애다
是否确认立即退出游戏,是否確認立即退出遊戲,Confirm To Quit Game,確認 ゲームを終了します?,확인 게임 탈퇴?
是否确认立即退出战斗,是否確認立即退出戰鬥,Confirm To Quit The Battle,確認 非戦闘状態?,확인 전투에서 벗어난?
是否确认退出,是否確認退出,Confirm To Quit,確認終了,확인 탈퇴
退出后将无法获得任何奖励,退出後將無法獲得任何獎勵,Can't Get Any Rewards After Quit,終了後は報酬を受け取ることができません,종료 후에는 어떠한 보상도 받을 수 없습니다.
退出后将自动离开团队,退出後將自動離開團隊,Exit Will Automatically Leave The Team,終了後、自動的にチームを離れます,탈퇴 후 자동으로 팀을 탈퇴합니다.
退出后将自动取消战场报名,退出後將自動取消戰場報名,Exit Will Automatically Cancel Your Battlefield Registration,終了後、バトルフィールド登録は自動的にキャンセルされます,탈퇴 후 전장 등록은 자동으로 취소됩니다.
是否确认使用,是否確認使用,Confirm To Use,確認使用,확인 사용
是否确认分解,是否確認分解,Confirm To Disassemble,確認分解,확인 분해
是否确定提交道具,是否確定提交道具,Confirm To Submit Props,道具登録確認,아이템 등록 확인
是否确认扩充装备容量,是否確認擴充裝備容量,Confirm To Expand Equipment Capacity,装備容量の拡大を確認,장비 용량 확장 확인
装备容量,裝備容量,Equipment Capacity,装備容量,장비 용량
分解数量,分解數量,Decomposition Quantity,分解量,분해 수량
不能分解,不能分解,Can't Decompose,分解できない,분해할 수 없다
他人点赞奖励,他人點贊獎勵,Others' Likes Rewards,他人のいいね報酬,타인의 좋아요 보상
本赛季的随机奖励,本賽季的隨機獎勵,Random Rewards For This Season,今シーズンのランダム報酬,이번 시즌의 무작위 보상
使用后将获得以下基础奖励,使用後將獲得以下基礎獎勵,"After Use, You Will Get The Following Basic Rewards",使用後、以下の基本報酬が得られます,사용 후 기본 보상은 다음과 같습니다
使用后获得,使用後獲得,After Use Get,使用後に入手,사용 후 획득
使用后随机获得,使用後隨機獲得,Randomly Get After Use,使用後にランダムで入手,사용 후 무작위로 획득
使用后可自行选择,使用後可自行選擇,Selectable After Use,使用後は自分で選択べる,사용 후 스스로 선택 가능
随机获得其中一种,隨機獲得其中一種,Randomly Get One of Them,ランダムでいずれかを入手,무작위로 그중 하나를 획득
挑战胜利消耗,挑戰勝利消耗,Consume After Victory,勝利に挑む消耗,도전에 승리하면 소모
分解后将获得,分解後將獲得,After Disassemble It Will Gets,分解後、あなたは得るでしょう,"분해 후, 당신은 얻을 것이다"
今日次数已用完,今日次數已用完,Not Enough Times,回数不足のため,횟수 부족하여
帮助成功,幫助成功,Help Succeed,成功援助,완료 돕다
首次免费,首次免費,First time free,初回無料,처음으로 무료
战斗中,戰鬥中,In Battle,戦闘中,전투에서
使用中,使用中,Using,使用中,사용 중
加载中,加載中,Loading,Loading,Loading
待命中,待命中,On Standby,待機中,대기 중
僵持中,僵持中,In Stalemate,僵持中,교착 상
公示中,公示中,Notice Period,公告期間,공고기간
训练中,訓練中,Training,訓練中,훈련 중
上架中,上架中,On Shelves,棚の上,판매 중
装扮中,裝扮中,Dress Up,装飾中,장식 중
收集中,收集中,Collecting,収集中,수집 중
重生中,重生中,Regenerating,再生中,재생 중
研究中,研究中,In Research,研究中,연구 중
处理中,處理中,In Process,処理中,처리 중
工作中,工作中,Working,仕事中,작업 중
建造中,建造中,In Building,建造中,건설 중
学习中,學習中,Learning,学習中,학습 중
出售中,出售中,On Sale,売却中,판매 중
冷却中,冷却中,Cooling,冷却中,냉각 중
准备中,準備中,Preparing,準備中,준비 중
升级中,升級中,Upgrading,進行中,업그레이드 중
空闲中,空閑中,Idle,空き中,쉬는 중
正在进行,正在進行,In Progress,進行中,진행 중
正在逃离,正在逃離,Escaping,逃走中,탈출 중
正在治疗,正在治療,Healing,治療中,치료 중
正在训练,正在訓練,Training,訓練中,훈련 중
正在研究,正在研究,Researching,研究中,연구 중
正在升级,正在升級,Upgrading,進行中,업그레이드 중
正在参加比武大会,正在參加比武大會,Participating In The Tournament,武道大会に参加中,무술 대회에 참가 중
正在战斗中,正在戰鬥中,In Battle,戦闘中,전투에서
正在派遣中,正在派遣中,On Dispatch,派遣中,파견 중
正在编队中,正在編隊中,Forming A Team,編成中,편성 중
正在竞技场中,正在競技場中,In The Arena,アリーナに参加中,경기장에 참가 중
在PVE玩法中,在PVE玩法中,In PVE,PVEモードで,PVE 플레이에서
在PVP玩法中,在PVP玩法中,In PVP,PVPモードで,PVP 플레이에서
仅PVE玩法生效,僅PVE玩法生效,Only Effective In PVE,PVEモードでのみ有効,PVE 플레이에서만 효과 발휘
仅PVP玩法生效,僅PVP玩法生效,Only Effective In PVP,PVPモードでのみ有効,PVP 플레이에서만 효과 발휘
无法加入,無法加入,Can't Join,参加できません,참여할 수 없다
无法兑换,無法兌換,Can't Exchange,交換できません,교환 불가
无法研究,無法研究,Can't Research,研究できません,연구불가
无法查看,無法查看,Can't Check,確認できません,확인할 수 없습니다
正在战斗中，无法加入,正在戰鬥中，無法加入,"In Battle, Can't Join","戦闘中,参加できません","전투에서,참여할 수 없다"
战场准备中,戰場準備中,Battlefield Preparation,戦場の準備,전장 준비
无法移动,無法移動,Unable To Move,動くことが出来ない,움직일 수 없다
没有可以加速的种子,沒有可以加速的種子,No Seeds to Speedup,種は植えていません,씨를 심지 않았다
"盟主连续3天未上线,其他玩家可以申请替代盟主","盟主連續3天未上線,其他玩家可以申請替代盟主","The Leader Has Not Been Online For 3 Consecutive Days, Other Players Can Apply To Replace The Leader",連続して 3 日間オンラインでない場合、他のプレイヤーに置き換えられる可能性があります,연속 3일 동안 온라인에 접속하지 않은 경우 다른 플레이어로 교체될 수 있습니다
击败其他玩家任务有效次数,擊敗其他玩家任務有效次數,Efficiently Defeat Other Player Task,他のプレイヤーを倒すための有効なミッション数,다른 플레이어를 물리치기 위한 효과적인 임무 수
请邀请2-4名在线好友创建家族,請邀請2-4名在線好友創建家族,Invite 2-4 Online Friends To Create A Clan,2 ～ 4 人のオンラインの友達を招待して家族を作りましょう,온라인 친구 2~4명을 초대하여 가족을 만드세요.
没有空闲位置,沒有空閒位置,No Vacancies,空きスロットなし,무료 슬롯 없음
未选择道具,未選擇道具,No Props Selected,道具が選択されていません,선택한 아이템 없음
等待开启,等待開啟,Wait To Open,開くのを待つ,열릴 때까지 기다리십시오
暂无数据,暫無數據,No Data,データなし,데이터 없음
等待复活中,等待復活中,Waiting For Resurrection,復活を待っている,부활을 기다리다
解锁头像框后将同时获得对应称号,解鎖頭像框後將同時獲得對應稱號,"After Unlocking The Avatar Frame, Get The Title At The Same Time",アバターフレームのロックを解除すると、対応するタイトルが同時に取得されます,아바타 프레임을 잠금 해제하면 해당 타이틀을 동시에 얻을 수 있습니다.
"获取信息失败,请稍后再试","獲取信息失敗,請稍後再試",Failed To Get Information. Please Try Again Later,情報を取得できませんでした。しばらくしてからもう一度お試しください,정보를 가져오지 못했습니다. 나중에 다시 시도해 주세요.
数据异常,數據異常,Data Abnormal,データ異常,데이터 오류
播放异常,播放異常,Play Abnormal,異常再生,비정상적인 재생
客户端无法播放,客戶端無法播放,Client Cannot Play,クライアントが再生できない,클라이언트가 재생할 수 없습니다
您当前处于禁言状态,您當前處於禁言狀態,You Are Currently Banned,チャットが無効になっています,채팅이 비활성화되었습니다.
聊天对象已屏蔽私聊,聊天對象已屏蔽私聊,The Chat Object Has Blocked Private Chats,相手はチャットをブロックしました,상대방이 채팅을 차단했습니다.
未选择聊天对象,未選擇聊天對象,No Chat Object Is Selected,オブジェクトが選択されていません,선택한 개체가 없습니다.
超过长度限制,超過長度限製,Out Of Length Limit,長さ制限を超えました,길이 제한 초과
不能全是数字,不能全是數字,It Can't Be All Numbers,すべてが数字であってはなりません,모든 숫자가 될 수는 없습니다
存在特殊符号,存在特殊符號,There Are Special Symbols,特別な記号があります,특수 기호가 있습니다.
包含敏感字符,包含敏感字符,Contains Sensitive Characters,センシティブな文字が含まれています,민감한 문자가 포함되어 있습니다.
特殊状态,特殊狀態,Special Status,異常状態,이상 상태
无法释放技能,無法釋放技能,Unable To Release Skills,スキルが使えない,스킬을 사용할 수 없다
竞技场无法手动操作,競技場無法手動操作,The Arena Cannot Be Manually Operated,"対練場,手動操作不可","대련장,수동으로 작동할 수 없음."
至少邀请两名好友,至少邀請兩名好友,Invite At Least Two Friends,少なくとも 2 人の友人を招待する,친구를 두 명 이상 초대하세요.
在团队中无法进入,在團隊中無法進入,Not Accessible In The Team,チームでアクセスできない,팀에서 액세스할 수 없음
没有需要复活的角色,沒有需要復活的角色,There Are No Characters To Resurrect,死んだキャラなし,죽은 캐릭터 없음
已经存在,已經存在,Existing,もう存在している,이미 존재 함
已有角色,已有角色,Existing Role,既に存在,기존 역할
已有家族,已有家族,Existing Clan,既存の家族,기존 가족
已有联盟,已有聯盟,Existing Union,既存のギルド,기존 문파
已有团队,已有團隊,Existing Team,既存のチーム,기존 팀
无法邀请其他服务器玩家,無法邀請其他伺服器玩家,Cannot Invite Other Server Players,他のサーバー プレイヤーを招待できません,다른 서버 플레이어를 초대할 수 없습니다
无法加入其他服务器的联盟,無法加入其他伺服器的聯盟,Cannot Join The Union Of Other Servers,他のサーバーからギルドに参加できません,다른 서버에서 문파에 가입할 수 없습니다.
今日已邀请过该玩家,今日已邀請過該玩家,This Player Has Been Invited Today,このプレイヤーはすでに招待されています,이미 이 플레이어를 초대했습니다
邀请您加入,邀請您加入,Invite You To Join,参加を招待,가입 초대
是否接受邀请,是否接受邀請,Whether To Accept The Invitation,招待を受けるかどうか,초대 수락 여부
"邀请成功,等待对方答复","邀請成功,等待對方答復","Invitation Successful, Waiting For The Reply",返信を待ちます,답장을 기다리다
人数已满,人數已滿,The Number Is Full,プレイヤー数がいっぱいです,플레이어 수가 가득 찼습니다
联盟内还存在其他玩家,聯盟內還存在其他玩家,There Are Other Players In The Union,ギルドには他のプレイヤーがいます,문파 다른 플레이어가 있습니다.
没有可领取的邮件,沒有可領取的郵件,There Is No Mail Available,ピックアップするメールがありません,받을 메일이 없다
有未领取的附件,有未領取的附件,Have Not Received The Attachment,未請求の添付ファイルがあります,소유권이 주장되지 않은 첨부파일이 있습니다.
已经是好友关系,已經是好友關系,It's Already A Friend,すでに友達,이미 친구 관계
没有好友,沒有好友,There Is No Friend,友達がいない,친구가없는
没有统帅,沒有統帥,No Commander,統帥がない,리더 부재
赠送成功,贈送成功,Completed,完了,완료
设置成功,設置成功,Success,設定成功,설정 성공
报名成功,報名成功,Success,参加成功,가입 성공
支付成功,支付成功,Success,支払い成功,결제 성공
分解成功,分解成功,Success,分解成功,분해 성공
进阶成功,進階成功,Success,進階成功,진급 성공
使用成功,使用成功,Success,使用に成功,사용 성공
发送成功,發送成功,Success,送信成功,성공적으로 보냈습니다
购买成功,購買成功,Success,購入成功,구매 성공
领取成功,領取成功,Success,受取成功,수령 성공
取消成功,取消成功,Success,キャンセル成功,취소 성공
已赠送,已贈送,Completed,完了,완료
已离线,已離線,Offline,オフライン,오프 라인
已获得,已獲得,Got,入手済み,이미 획득한
已拥有,已擁有,Owned,所有済み,이미 가지다한
已购买,已購買,Purchased,購入済み,이미 구매한
已完成,已完成,Completed,完成済み,이미 완성한
已达成,已達成,Achieved,達成済み,이미 달성한
已领取,已領取,Claimed,受け取り済み,이미 수령됨
已就绪,已就緒,Ready,準備完了,이미 준비한
已建造,已建造,Built,建造済み,이미 건설한
已布置,已布置,Deployed,配置済み,이미 배치한
已扫荡,已掃蕩,Swept,掃討済み,이미 소탕한
已解锁,已解鎖,Unlocked,解錠済み,이미 잠금 해제한
已上锁,已上鎖,Locked,ロック済み,이미 잠금한
已激活,已激活,Activated,活性化,활성화
已报名,已報名,Registered,参加済み,이미 가입한
已开启,已開啟,Unlocked,開封済み,이미 열림던
已出现,已出現,Appeared,出現済み,이미 나타난
已过时,已過時,Outdated,時代遅れ,이미 구식으로 된
已禁用,已停用,Disabled,無効,무효
已出阵,已出陣,Deployed,出陣済み,이미 출전한
已发送,已發送,Sent,送信済み,이미 보냈던
已结束,已結束,Over,終了済み,이미 끝났던
已售罄,已售罄,Sold Out,完売済み,이미 매진한
已申请,已申請,Applied,申請済み,이미 신청한
已死亡,已死亡,Dead,死亡済み,이미 죽었던
已过期,已過期,Expired,失効,이미 만료된
已满级,已满级,Max Level,最大レベル,최대 레벨
已签到,已簽到,Signed In,出勤済み,이미 출석한
已生效,已生效,Effected,発効済み,이미 발효
已被收回,已被收回,Taken Back,取り戻されている,이미 회수한
链接已失效,链接已失效,Link Expired,リンクの期限切れ,링크가 만료됨
已进入战场,已進入戰場,Entered,戦場に入力った,이미 전장에 들어간
亲爱的各位玩家，本次服务器维护已顺利完成，感谢您的理解与耐心等待，这是您的维护补偿,親愛的各位玩家，本次伺服器維護已順利完成，感謝您的理解與耐心等待，這是您的維護補償,"Dear Players, The Server Maintenance Has Been Successfully Completed, Thank You For Your Understanding And Patience, This Is Your Maintenance Compensation",プレイヤーの皆様、このサーバーのメンテナンスは正常に完了しました。ご理解とご協力に感謝いたします。これはメンテナンスの補償です,"플레이어 여러분, 이번 서버 점검이 성공적으로 완료되었습니다. 이해와 인내에 감사드립니다."
必须要先解锁发型外观才能使用,必須要先解鎖發型外觀才能使用,Must Unlock The Hairstyle Before You Can Use It,ヘアスタイルの外観を使用するには、ロックを解除する必要があります,사용하기 전에 헤어스타일 모양을 잠금 해제해야 합니다.
必须上阵3名角色,必須上陣3名角色,Must Deploy 3 Characters,3つの役割が必要,3가지 역할 필요
坚持30秒无人阵亡,堅持30秒無人陣亡,Hold For 30 Seconds And No One Dies,30秒間押し続けると誰も死なない,30초 동안 유지하면 아무도 죽지 않습니다.
请先建造,請先建造,Please Build First,最初にビルドしてください,먼저 건축해 주세요
请先击败周围的怪物,請先擊敗周圍的怪物,Please Beat Around The Monster,先に周囲のモンスターを倒してください,주변 몬스터를 먼저 처치해주세요
失败不会消耗装备,失敗不會消耗裝備,Failure Does Not Consume Equipment,失敗しても装備は消費されない,실패 시 장비가 소모되지 않습니다
每周更换,每週更換,Change Weekly,毎週変更,매주 변경
失败保留,失敗保留,Retain After Failure,失敗後も保持,실패 후 유지
今日不再提示,今日不再提示,Do Not Remind Today,今日は通知しない,오늘 알림 안 함
本活动为月度活动，每月1号-3号为报名时间。所有报名玩家将按战力选出128强后开始赛事，为保证赛事的公平，报名截止时的阵容为最终阵容，中途无法更换,本活動為月度活動，每月1號-3號為報名時間。所有報名玩家將按戰力選出128強後開始賽事，為保證賽事的公平，報名截止時的陣容為最終陣容，中途無法更換,"This Event Is A Monthly Event, And The Registration Period Is From The 1st To The 3rd Of Each Month. All Registered Players Will Be Selected Into The Top 128 Based On Their Power And The Competition Will Begin. In Order To Ensure The Fairness Of The Competition, The Lineup At The Time Of Registration Deadline Is The Final Lineup And Cannot Be Changed In The Middle.",このイベントは毎月開催されるイベントで、登録期間は毎月1日から3日までです。登録されているすべてのプレーヤーが戦闘力に基づいて上位 128 名に選ばれ、競争が始まります。 競争の公平性を確保するため、登録締切時のラインナップは最終的なラインナップであり、途中で変更することはできません。,"본 이벤트는 월간 이벤트로, 등록 기간은 매월 1일부터 3일까지입니다. 등록된 모든 선수가 오디션에 참여하게 되며, 대회는 상위 128명을 선발한 후 시작됩니다. 대회의 공정성 확보를 위해 접수마감 시점의 라인업이 최종 라인업으로, 중간에 변경이 불가합니다."
本活动为月度活动，每月16号-18号为报名时间。所有报名玩家将按战力选出128强后开始赛事，为保证赛事的公平，报名截止时的阵容为最终阵容，中途无法更换,本活動為月度活動，每月16號-18號為報名時間。所有報名玩家將按戰力選出128強後開始賽事，為保證賽事的公平，報名截止時的陣容為最終陣容，中途無法更換,"This Event Is A Monthly Event, And The Registration Period Is From The 16th To The 18th Of Each Month. All Registered Players Will Be Selected Into The Top 128 Based On Their Power And The Competition Will Begin. In Order To Ensure The Fairness Of The Competition, The Lineup At The Time Of Registration Deadline Is The Final Lineup And Cannot Be Changed In The Middle.",このイベントは毎月開催されるイベントで、登録期間は毎月16日から18日までです。登録されているすべてのプレーヤーが戦闘力に基づいて上位 128 名に選ばれ、競争が始まります。 競争の公平性を確保するため、登録締切時のラインナップは最終的なラインナップであり、途中で変更することはできません。,"본 이벤트는 월간 이벤트로, 등록 기간은 매월 16일부터 18일까지입니다. 등록된 모든 선수가 오디션에 참여하게 되며, 대회는 상위 128명을 선발한 후 시작됩니다. 대회의 공정성 확보를 위해 접수마감 시점의 라인업이 최종 라인업으로, 중간에 변경이 불가합니다."
战败,戰敗,Defeat,不合格,불합격
竞猜,競猜,Guess,推測,추측하다
正确时奖励加倍,正確時獎勵加倍,Double The Reward When Correct,正しければ報酬を2倍にする,맞을 때 보상 두 배
报名结束,報名結束,Registration Ends,終了,등록 종료
大会人数不足,大會人數不足,Not Enough People,人が足りない,사람이 충분하지 않다
请选择对象,請選擇對象,Please Select An Object,オブジェクトを選択してください,개체를 선택하세요.
帮助,幫助,Help,ヘルプ,돕다
您已离开队伍,您已離開隊伍,Has Left The Team,チームを去った,팀을 떠났습니다
队伍解散了,隊伍解散了,Team Disbanded,チームは解散した,팀 해산
已使用过相同类型礼包码,已使用相同類型禮包碼,The Same Type Of Gift Code Has Been Used Before,以前に同じ種類のギフトコードが使用されています,이전에 동일한 유형의 기프트 코드가 사용되었습니다
首次通关奖励,首次通關獎勵,First Clear Reward,初戦勝利報酬,첫전 승리 보상
请选择舰队,請選擇艦隊,Please Select A Fleet,チームをお選びください,팀을 선택해주세요
最大出战队伍数,最大出戰隊伍數,Max Number Of Teams Participating,参加チームの最大数,최대 참여 팀 수
"联盟处于宣战中,无法变更成员","聯盟處於宣戰,無法變更成員",The Union Is In A State Of Declared War And Members Cannot Be Changed,ギルドは宣戦布告状態にあり、メンバーの変更はできません,문파은 전쟁 선포 상태이므로 구성원을 변경할 수 없습니다.
选择的舰队需要在主基地待命,選擇的艦隊需要在主基地待命,The Selected Fleet Needs To Be On Standby At The Main Base,選択した艦隊は本基地で待機している必要があります,선택한 함대는 주 기지에서 대기해야 합니다.
未设置旗舰,未設置旗艦,Flagship Not Set,旗艦未設定,플래그십이 설정되지 않았습니다
战斗中无法操作,戰鬥中無法操作,Unable To Operate During Battle,戦闘中は操作できない,전투 중에는 작동이 불가능합니다
存在相同的编队技能,存在相同的編隊技能,The Same Fleet Skills Exist,同じ艦隊スキルが存在します,동일한 함대 스킬이 존재합니다
使用类型不匹配,使用類型不匹配,Use Type Mismatch,型の不一致を使用する,유형 불일치 사용
已存在相同效果,已存在相同效果,The Same Effect Already Exists,同じ効果がすでに存在する,같은 효과가 이미 존재합니다
守卫等级高于您的战舰等级,守衛等級高於您的戰艦等級,Guard Level Is Higher Than Your Ship Level,ガードレベルが船のレベルより高い,가드 레벨이 함선 레벨보다 높습니다
星盟势力进一步扩大,星盟勢力進一步擴大,Star Union's Power Further Expands,スターアライアンスの力はさらに拡大,스타얼라이언스의 힘은 더욱 커진다
势力范围,勢力範圍,Sphere Of Influence,勢力範囲,영향권
