Simplified_Text,Traditional_Text,English_Text,Japanese_Text,Korean_Text
转区,轉區,Change Server,転区,서버 변경
称号,稱號,Title,称号,칭호
军衔,軍銜,Military Rank,階級,군사 칭호
设置,設置,Settings,設定,설정
屏蔽,屏蔽,Block,ブロック,차단
解除,解除,Remove,解除,해제
同意,同意,Agree,同意,수락
拒绝,拒絕,Decline,拒絶,거절하다
关注,關注,Focus,注目,주목
无效,無效,Invalid,無効,무효
删除账号,刪除賬號,Delete,アカウント削除,계정 삭제
登录账号,登錄賬號,Login,アカウントログイン,계정 로그인
注册账号,註冊賬號,Register,アカウント創建,만들기 계정
切换账号,切換賬號,Switch Account,アカウント切替,계정전환
游客登录,遊客登錄,Guest,ゲストログイン,게스트 로그인
最近登录,最近登錄,Last Login,前回ログイン,최근 로그인
声音设置,聲音設置,Sound Settings,サウンド設定,소리 설정
其他设置,其他設置,Other Settings,他の設定,기타 설정
语言设置,語言設置,Language Settings,言語設定,언어 설정
选择地区,選擇地區,Select Region,選択領域,지역 선택
个人信息,個人信息,Profile,個人情報,개인 정보
个性装扮,個性裝扮,Special Style,個性的な装飾,개성 장식
更换昵称,更換昵稱,Change Nickname,ニックネーム変更,닉네임 변경
繁荣度,繁榮度,Prosperity,繁栄度,번영도
文明度,文明度,Civilization,文明度,문명도
在线,在線,Online,オンライン,온라인
离线,離線,Offline,オフライン,오프 라인
角色,角色,Role,キャラクター,역할
创建角色,創建角色,Create Role,キャラクター創建,생성 역할
全体角色,全體角色,All Role,キャラクターリスト,모든 역할
角色编号,角色編號,ID,ID,ID
角色名称,角色名稱,Role Name,キャラクター名,역할 이름
角色列表,角色列表,Role List,キャラクターリスト,역할 목록
玩家,玩家,Player,プレイヤー,플레이어
玩家编号,玩家編號,ID,ID,ID
玩家名称,玩家名稱,Player Name,プレイヤー名,플레이어 이름
联盟,聯盟,Union,同盟,클랜
联盟名称,聯盟名稱,Union Name,同盟名,클랜 이름
联盟公告,聯盟公告,Union Announcement,同盟公告,클랜 공고
联盟等级,聯盟等級,Union Level,同盟レベル,클랜 레벌
联盟科技,聯盟科技,Union Technology,同盟技術,클랜 과학
联盟人数,聯盟人數,Number Of Union Members,同盟の人数,클랜 인구
联盟礼物,聯盟禮物,Union Gift,同盟贈り物,클랜 선물
联盟频道,聯盟頻道,Union Channel,同盟チャネル,클랜 채널
联盟信息,聯盟信息,Union Info,同盟情報,클랜 정보
创建联盟,創建聯盟,Create Union,同盟創建,클랜 생성
联盟成员,聯盟成員,Union Members,同盟会員,클랜 회원
联盟中心,聯盟中心,Union Center,同盟センター,클랜 센터
联盟领土,聯盟領土,Union Territory,同盟領土,클랜 영토
所属联盟,所屬聯盟,Affiliation Union,所属同盟,클랜 소속
报名联盟,報名聯盟,Participating Union,参加同盟,가입 클랜
联盟仓库,聯盟倉庫,Union Storehouse,同盟倉庫,클랜 창고
联盟商店,聯盟商店,Union Store,同盟ショップ,클랜 상점
联盟粮食,聯盟糧食,Union Food,同盟食料,클랜 식량
联盟木材,聯盟木材,Union Wood,同盟木材,클랜 목재
联盟石材,聯盟石材,Union Stone,同盟石材,클랜 석재
联盟铁锭,聯盟鐵錠,Union Iron,同盟鉄塊,클랜쇠 뭉치
联盟邀请,聯盟邀請,Union Invitation,同盟招待,클랜 초대
盟主,盟主,Leader,盟主,지도자
副盟主,副盟主,Deputy Leader,副盟主,부 지도자
联系盟主,聯系盟主,Contact Leader,盟主と連絡する,연락 지도자
转让盟主,轉讓盟主,Transfer Leader,盟主譲渡,이양 지도자
接任盟主,接任盟主,Take Over As Leader,盟主引継,인수 지도자
盟友,盟友,Ally,盟友,클랜
盟友商队,盟友商隊,Ally's Caravan,盟友キャラバン,클랜 상단
盟友城市,盟友城市,Ally's City,盟友都市,클랜 도시
拜访盟友,拜訪盟友,Visit Ally,盟友を訪問する,클랜 방문
盟友列表,盟友列表,Ally List,盟友リスト,클랜 목록
帮助盟友加速,幫助盟友加速,Help Ally Speedup,盟友の加速を支援する,클랜 가속 지원
屏蔽个人聊天信息,屏蔽個人聊天信息,Block Personal Msg,個人チャット情報をブロック,개인 채팅 차단
屏蔽系统信息,屏蔽系統信息,Block System Msg,システム情報をブロック,시스템 정보 차단
屏蔽地区频道,屏蔽地區頻道,Block Regional Channels,地域チャンネルをブロック,지역 채널 차단
隐藏消费信息,隱藏消費信息,Hide Consumption Msg,消費情報を隠す,소비 정보 숨기기
特效,特效,VFX,VFX,VFX
品质,品質,Quality,品质,품질
劣质,劣質,Bad,不良,불량
难度,難度,Difficulty,難易度,난이도
普通,普通,Normal,通常,일반
困难,困難,Difficulty,困難,어려움
噩梦,噩夢,Nightmares,悪夢,악몽
稀有,稀有,Rare,希少,희귀
卓越,卓越,Excellent,優秀な,훌륭 한
完美,完美,Perfect,完璧,완벽 한
史诗,史詩,Epic,エピック,서사시
传奇,傳奇,Legend,伝説,전설
击杀,擊殺,Kill,キル,처치
进攻,進攻,Attack,攻撃,공격
防守,防守,Defense,防衛,방어
段位,段位,Dan Rank,段位,무대
青铜,青銅,Bronze,ブロンズ,브론즈
白银,白銀,Silver,シルバー,실버
黄金,黃金,Gold,金,금
钻石,鑽石,Diamond,ダイヤモンド,다이아몬드
王者,王者,Challenger,チャレンジャー,챌린저
以下,以下,Following,以下,다음과 같은
显示,顯示,Display,表示,표시
隐藏,隱藏,Hide,非表示,표시 안함
外观,外觀,Outfit,外観,모습
切换,切換,Switch,変更,변경
幻化,幻化,Change,変換,변화
皮肤,皮膚,Skin,スキン,피부
装扮,裝扮,Outfit,装飾,장식
赛季,賽季,Season,シーズン,시즌
秒,秒,S,秒,초
分钟,分鐘,Min,分,분
分,分,Min,分,분
小时,小時,H,時,시간
时,時,H,時,시간
天,天,Day,日,일
周,週,Week,週,일주
永久,永久,Permanent,永久,영구
万,W,W,万,만
千,K,K,K,K
休息,休息,Rest,休み,쉬다
小贴士,小貼士,Tips,ヒント,팁
备注,備註,Note,注意,주의
公用,公用,Public,公共,공적인
公共,公共,Public,公共,공적인
地图,地圖,Map,マップ,지도
坐标,座標,Coordinates,座標,좌표
真实,真實,Real,現実,리얼
模拟,模擬,Simulate,模擬,모의
战斗,戰鬥,Battle,戦闘,전투
胜利,勝利,Victory,勝利,승리
失败,失敗,Fail,敗北,실패
僵持,僵持,Stalemate,僵持,교착
成功,成功,Success,成功,성공
跳过,跳過,Skip,スキップ,스킵
恢复,恢復,Restore,回復,회복
提高,提高,Increase,UP,증가
降低,降低,Decrease,DOWN,감소
提交,提交,Submit,提出,등록
获取,獲取,GET,獲得,획득
成长,成長,Growth,成長,자라는 것
广告,AD,AD,AD,AD
播放,播放,Play,視聴,재생
聊天,聊天,Chat,チャット,채팅
短信,短信,SMS,SMS,SMS
分辨率,分辨率,Resolution,解像度,해상도
全屏,全屏,Full Screen,全画面,전체 화면
翻译错误,翻譯錯誤,Translation Error,翻訳エラー,번역 오류
编队,編隊,Formation,チーム,편성
舰队,艦隊,Fleet,艦隊,함대
团队,團隊,Team,チーム,팀
世界,世界,World,世界,세계
跨服,跨服,Cross Server,クロスサーバー,크로스 서버
弹幕,彈幕,Scrolling text,弾幕,연발 사격
私聊,私聊,Private Msg,ししん,대화
团队招募,團隊招募,Team Recruit,チーム募集,팀 모집
世界频道,世界頻道,World Channel,世界チャネル,세계 채널
系统邮件,系統郵件,System Mail,システムメール,시스템 메일
私聊邮件,私聊郵件,Private Mail,ししんメール,개인 메일
警告邮件,警告郵件,Warning Mail,警告メール,경고 메일
聊天消息,聊天消息,Chat Msg,チャット情報,채팅 메시지
进阶,進階,Advance,進階,진급
星,★,★,★,★
1月,1月,January,1月,1월
2月,2月,February,2月,2월
3月,3月,March,3月,3월
4月,4月,April,4月,4월
5月,5月,May,5月,5월
6月,6月,June,6月,6월
7月,7月,July,7月,7월
8月,8月,August,8月,8월
9月,9月,September,9月,9월
10月,10月,October,10月,10월
11月,11月,November,11月,11월
12月,12月,December,12月,12월
第一天,第一天,1st Day,1日目,1일차
第二天,第二天,2nd Day,2日目,2일차
第三天,第三天,3rd Day,3日目,3일차
第四天,第四天,4th Day,4日目,4일차
第五天,第五天,5th Day,5日目,5일차
第六天,第六天,6th Day,6日目,6일차
第七天,第七天,7th Day,7日目,7일차
下周一,下週一,Next Monday,来週の月曜日,다음주 월요일
周一,週一,Monday,月曜日,월요일
周二,週二,Tuesday,火曜日,화요일
周三,週三,Wednesday,水曜日,수요일
周四,週四,Thursday,木曜日,목요일
周五,週五,Friday,金曜日,금요일
周六,週六,Saturday,土曜日,토요일
周天,週天,Sunday,日曜日,일요일
周日,週日,Sunday,日曜日,일요일
￥6,$0.99,$0.99,$0.99,$0.99
￥12,$1.99,$1.99,$1.99,$1.99
￥18,$2.99,$2.99,$2.99,$2.99
￥30,$4.99,$4.99,$4.99,$4.99
￥68,$9.99,$9.99,$9.99,$9.99
￥98,$14.99,$14.99,$14.99,$14.99
￥128,$19.99,$19.99,$19.99,$19.99
￥198,$29.99,$29.99,$29.99,$29.99
￥258,$39.99,$39.99,$39.99,$39.99
￥328,$49.99,$49.99,$49.99,$49.99
￥388,$59.99,$59.99,$59.99,$59.99
￥418,$64.99,$64.99,$64.99,$64.99
￥648,$99.99,$99.99,$99.99,$99.99
今日,今日,Today,今日,오늘
明日,明日,Tomorrow,明日,내일
权限,權限,Jurisdiction,管轄権,관할권
修改,修改,Modify,変更,수정
调整,調整,Adjust,調整,조정
调整职务,調整職務,Adjust,職務を調整,직무 조정
职务任命,職務任命,Appointment,職務の任命,직무 임명
职务权限,職務權限,Authority,職務権限,직무 권한
指挥官,指揮官,Commander,指揮官,지휘관
指挥长,指揮長,Commander,指揮長,지휘장
事务长,事務長,Officer,事務長,사무장
外交长,外交長,Diplomatist,外務大臣,외교장
外交家,外交家,Diplomat,外交官,외교관
佣兵,傭兵,Mercenary,雇い兵,용병
守军,守軍,Defender,守備軍,수비군
守卫,守衛,Guard,守衛,수비
圣女,聖女,Saintess,聖女,성녀
战神,戰神,Mars,戦神,아레스
叛军,叛軍,Rebels,反乱軍,반란군
领主,領主,Lord,領主,영주
统帅,統帥,Commander,統帥,리더
敌军,敵軍,Enemy,敵軍,적군
系统守军,系統守軍,System Troops,系統守備軍,시스템 방위군
荒原敌军,荒原敵軍,Wilderness Enemy,荒野の敵軍,황야 적군
遗迹敌军,遺跡敵軍,Ruins Enemy,敵の遺跡,유적 적군
活动敌军,活動敵軍,Activity Enemy,敵軍を動かす,이벤트 적군
产出,產出,Output,產出,산출
用途,用途,Application,用途,용도
来源,來源,Source,源,원천
范围,範圍,Scope,範囲,범위
广泛,廣泛,Widely,広く,널리
装备,裝備,Equip,装備,장착
方案,方案,Plan,プラン,계획
消耗,消耗,Consume,消耗,소모
战力,戰力,Power,戦關力,전투력
评分,評分,Score,評価,평점
经验,經驗,EXP,EXP,EXP
觉醒,覺醒,Awakening,覚醒,각성
培养,培養,Train,育成,성장
突破,突破,Breakthrough,突破,돌파
提升,提升,Enhance,上昇,승급
增加,增加,Increase,増加,늘
减少,減少,Reduce,減少,줄
状态,狀態,State,状態,상태
选择,選擇,Select,選択,선택
卸下,卸下,Remove,解除,장착해제
替换,替換,Replace,交代,교체
更换,更換,Change,変更,변경
强化,強化,Enhance,強化,강화
保存,保存,Save,保存,저장
解雇,解僱,Dismiss,解雇,해고하다
鉴定,鑑定,Identify,鑑定,감정
功能,功能,Function,機能,기능
新功能,新功能,New Function,新機能,새로운 기능
领土,領土,Territory,領土,영토
宣战,宣戰,Declare War,宣戦,전쟁을 선포
礼物,禮物,Gift,贈り物,선물
发布,發布,Distribute,分配,배포
组合,組合,Combination,組み合わせ,조합
邀请,邀請,Invite,招待,초대
召集,召集,Clump,招集,소집
解散,解散,Dissolve,解散,해산
退出,退出,Exit,終了,탈퇴
捐献,捐獻,Donate,寄付,기부
任命,任命,Appoint,任命,명하다
职务,職務,Post,職務,위치
管理员,管理員,Manager,管理者,관리자
成员,成員,Members,会員,회원
精英成员,精英成員,Elite Member,エリート会員,엘리트 회원
成员列表,成員列表,Member List,会員リスト,회원 목록
列表,列表,List,リスト,목록
清单,清單,List,リスト,목록
杂货,雜貨,Sundry,雑货,잡화
荣誉,榮譽,Honor,名誉,명예
友谊,友誼,Friendship,友情,우정
标签,標簽,Tag,ラベル,태그
房间,房間,Room,部屋,방
切换房间,切換房間,Switch,部屋変更,방을 바꾸다
危险,危險,Danger,危険,위험
安全,安全,Safety,安全,안전
线,線,Line,ライン,채널
销毁,銷毀,Destroy,破壊,파괴하다
摧毁,摧毁,Destroy,破壊,파괴하다
损毁,損毀,Damaged,破損,손상된
移除,移除,Remove,削除,제거
转化,轉化,Conversion,変換,전환
转化率,轉換率,Conversion Rate,変換率,전환율
成功率,成功率,Success Rate,成功率,성공률
新,New,New,New,New
当前,當前,Current,現在,현재
前往,前往,GO,行く,움직임
好友,好友,Friend,親友,친구
添加好友,添加好友,Add Friend,親友追加,친구 추가
邀请好友,邀請好友,Invite Friend,親友招待,친구 초대
申请好友,申請好友,Apply For Friend,親友申請,친구 신청
删除好友,刪除好友,Delete Friend,親友削除,친구 삭제
援助好友,援助好友,Assist Friend,親友を援助,친구 지원
挑战领主,挑戰領主,Challenge Lord,領主に挑戦,영주에게 도전
冒险商店,冒險商店,Adventure Store,冒険ショップ,모험 상점
友谊商店,友誼商店,Friendship Store,友情ショップ,우정 상점
荣誉商店,榮譽商店,Honor Store,名誉ショップ,명예 상점
荒原商店,荒原商店,Wilderness Store,荒原ショップ,황야 상점
战功商店,戰功商店,Meritorious Store,戦功ショップ,전공 상점
商店购物,商店購物,Shopping Store,ショッピング,상점 쇼핑
商店购买,商店購買,Store Purchase,ショップ購入,상점 구매
套装效果,套裝效果,Set Effects,セット効果,세트 효과
关税,關稅,Tariff,関税,관세
领土战报名,領土戰報名,Registration,領土戦参加,영토 전쟁 등록
领土战,領土戰,Territory War,領土戦,영토 전쟁
战斗僵持,戰鬥僵持,Stalemate,戦闘僵持,전투 교착 상태
领地叛军,領地叛軍,Territory Rebels,領地の反乱軍,영토 수령
资源采集,資源採集,Resource Collection,資源採集,자원 채집
野外侦察,野外偵察,Field Scouting,野外偵察,야외 정찰
伤兵规则,傷兵規則,Injured Rules,傷兵ルール,부상병 규칙
体力说明,體力說明,Vit Explan,体力説明,체력 설명
士兵属性,士兵屬性,Soldier Attribute,士兵の属性,병사 속성
奖励,獎勵,Reward,報酬,보상
领取奖励,領取獎勵,Claim Rewards,受け取る報酬,보상 수령
升级奖励,升級獎勵,Upgrade Rewards,進級報酬,업그레이드 보상
每日奖励,每日獎勵,Daily Rewards,毎日の報酬,일일 보상
赛季奖励,賽季獎勵,Season Rewards,シーズン報酬,시즌 보상
参战奖励,參戰獎勵,Participate In Rewards,参戦報酬,참전 보상
占领奖励,占領獎勵,Occupation Rewards,占領報酬,점령 보상
预约奖励,預約獎勵,Appointment Rewards,予約報酬,예약 보상
活动奖励,活動獎勵,Activity Rewards,活動報酬,활동 보상
惊喜奖励,驚喜獎勵,Surprise Rewards,サプライズ報酬,놀람 보상
完成奖励,完成獎勵,Completion Rewards,完了報酬,완료 보상
奖励预览,獎勵預覽,Rewards Preview,報酬プレビュー,보상 시사
奖励内容,獎勵內容,Rewards Content,報酬内容,보상 내용을
排名奖励,排名獎勵,Rank Rewards,ランキング報酬,랭킹 보상
获胜奖励,獲勝獎勵,Victory Rewards,勝利の報酬,승리 보상
失败奖励,失敗獎勵,Fail Rewards,失敗の報酬,실패 보상
关税奖励,關稅獎勵,Tariff Rewards,関税報酬,관세 보상
团队奖励,團隊獎勵,Team Rewards,チームの報酬,팀 보상
战功奖励,戰功獎勵,Meritorious Rewards,功績のある報酬,전공 보상
首占奖励,首占獎勵,First Occupation Rewards,初回占拠報酬,첫 점령 보상
领土战奖励,領土戰獎勳,Territory War Rewards,領土戦報酬,영토 전쟁 보상
获得奖励,獲得獎勵,Get Rewards,報酬入手,획득 보상
稀有奖励,稀有獎勵,Rare Rewards,希少報酬,희귀 보상
排行奖励,排行獎勵,Rank Rewards,ランキング報酬,랭킹 보상
运输奖励,運輸獎勵,Transport Rewards,輸送報酬,운송 보상
道具,道具,Prop,道具,아이템
我的道具,我的道具,My Props,私の道具,내 아이템
道具信息,道具信息,Prop Info,道具情報,아이템 정보
异常道具,異常道具,Error Props,間違った道具,아이템 버그
道具来源,道具來源,Prop Source,道具のソース,아이템 출처
可选道具,可選道具,Selectable Props,オプションの道具,선택 가능한 아이템
专属道具,專屬道具,Exclusive Props,専属道具,전속 아이템
容量,容量,Capacity,容量,용량
医院容量,醫院容量,Hospital Capacity,病院収容量,병원 용량
储备士兵容量,儲備士兵容量,Reserve Soldiers Capacity,予備兵士容量,저장 병사 용량
重伤,重傷,Severe Wound,重傷,중상
轻伤,輕傷,Slight Wound,軽傷,경상
治疗伤员,治療傷員,Healing Wounded,負傷者を治療,부상자 치료
阵亡,陣亡,Death,戦死,전사
健康士兵,健康士兵,Health,健康な兵士,건강한 병사
轻伤士兵,輕傷士兵,Slight Wound,軽傷の兵士,경상 병사
重伤士兵,重傷士兵,Severe Wound,重傷の兵士,중상 병사
阵亡士兵,陣亡士兵,Death,戦死した兵士,전사한 병사
有新的邮件,有新的郵件,New Mail,新しいメール,새로운 메일
有新的战报,有新的戰報,New Battlelog,新しい戦報,새로운 전투 보고
有新的好友申请,有新的好友申請,New Friend Apply,新しい親友申請,새로운 친구 신청
有新的联盟申请,有新的聯盟申請,New Union Apply,新しい同盟申請,새로운 클랜 신청
有新的私聊消息,有新的私聊消息,New Private Msg,新しいししん,새로운 개인 대화
有新的联盟礼物,有新的聯盟禮物,New Union Gift,新しい同盟贈り物,새로운 클랜 선물
聊天消息间隔,聊天消息间隔,Chat Msg Interval,チャットの間隔,채팅 간격
在世界频道发送消息,在世界頻道發送訊息,Send A Msg On The World Channel,世界チャンネルでメッセージを送信する,세계 채널에 메시지 전송
传来了新的消息,傳來了新的消息,New Msg Received,新しいニュース,새로운 소식
手续费,手續費,Service Fee,サービス料,봉사료
非常危险,非常危險,Very Dangerous,非常に危険,매우 위험
抵达坐标,抵達坐標,Location,位置,도착 위치
删除,刪除,Delete,削除,삭제
删除已读,刪除已讀,Delete All,既読削除,읽음 삭제
可能出现的,可能出現的,Possible,発生する可能性,가능한
获取途径,獲取途徑,Source,獲得経路,획득 경로
获取当前等级装备,獲取當前等級裝備,Get Current Level Of Equipment,現在のレベル装備を獲得,현재 레벨 장비 얻기
可锻造,可鍛造,Forgeable,鍛造可能,제작 가능
熔炼,熔煉,Smelt,製錬,제련
修复,修復,Repair,修理,수리
阵型,陣型,Formations,陣形,편성
队列,隊列,Queue,隊列,대기열
可研究,可研究,Researchable,研究可能,연구 가능
工作列表,工作列表,Work List,ワークリスト,작업 목록
工作队列,工作隊列,Work Queue,作業隊列,작업 대기열
制造队列,制造隊列,Make Queue,製造隊列,제조 대기열
研究队列,研究隊列,Research Queue,研究キュー,연구 대기열
研究能力,研究能力,Research Ability,研究能力,연구 능력
医院加速,醫院加速,Hospital Speedup,病院加速,병원 가속
训练加速,訓練加速,Training Speedup,訓練加速,훈련 가속
研究加速,研究加速,Research Speedup,研究加速,연구 촉진
进度,進度,Progress,進捗,진행
收集进度,收集進度,Collect Progress,収集進捗,수집 진행
探索进度,探索進度,Explore Progress,探検する進捗,탐사 진행
研究进度,研究進度,Research Progress,研究進捗,연구 진행
占领进度,占領進度,Occupation Progress,占領進捗,점령 진행
宝鉴进度,寶鑑進度,Codex Progress,図鑑進捗,보감 진행
英雄攻击,英雄攻擊,Hero ATK,ヒーローアタック,영웅 공격
英雄防御,英雄防禦,Hero DEF,ヒーローディフェンス,영웅 방어
英雄破坏,英雄破壞,Hero DES,ヒーロー破壊,영웅 파괴
出手速度,出手速度,ATK Spd,攻撃速度,공격 속도
英雄出手速度,英雄出手速度,Hero ATK Spd,ヒーロー攻撃速度,영웅 공격 속도
移动速度,移動速度,Moving Spd,移動速度,움직임 속도
训练速度,訓練速度,Training Spd,訓練速度,훈련 속도
治疗速度,治療速度,Healing Spd,治療速度,치료 속도
攻击强化,攻擊強化,ATK Enhance,攻撃強化,공격 강화
防御强化,防禦強化,DEF Enhance,防御強化,방어 강화
建筑加成,建築加成,Building Bonus,建築ボーナス,건축 보너스
科技加成,科技加成,Technology Bonus,科技ボーナス,기술 보너스
属性,屬性,Attribute,属性,속성
基础属性,基礎屬性,Basic Attribute,基礎属性,기본 속성
高级属性,高級屬性,Advanced Attribute,高級属性,고급 속성
查看属性,查看屬性,Attribute,チェック属性,수표 속성
组合属性,組合屬性,Combination Attributes,組み合わせ属性,조합 속성
英雄全属性,英雄全屬性,Heroes All Attributes,ヒーロー全属性,영웅 모든 속성
获得,獲得,Get,入手,획득
可获得,可獲得,Can Get,入手可能,획득 가능
拥有,擁有,Own,所有する,가지다
未拥有,未擁有,Not Owned,所有していない,가지고 있지 않다
购买,購買,Purchase,購入,구매
可购买,可購買,Can Purchase,購入可能,구매 가능
完成,完成,Complete,完成する,완료
未完成,未完成,Undone,未完成,미 완료
未达成,未達成,Undone,未達成,미 달성
领取,領取,Claim,受け取る,수령
可领取,可領取,Claim,受け取り可能,수령 가능
未就绪,未就緒,Not Ready,未準備,미 준비
建造,建造,Build,建造,건설
未建造,未建造,Not Built,未建造,미 건설
可建造数量,可建造數量,Buildable Quantity,建造できる数量,건설 가능 수량
布置,佈置,Deploy,配置,배치
扫荡,掃蕩,Sweep,掃蕩,소탕
解锁,解鎖,Unlock,解除,잠금 해제한
未解锁,未解鎖,Locked,未解除,미 잠금 해제한
可解锁,解鎖,Unlockable,解除可能,잠금 해제한 가능
加入,加入,Join,参加,가입
未加入,未加入,Not Joined,未参加,미 가입
未激活,未激活,Inactivated,不活化,비활성화
未装配,未裝配,Unassembled,未組立,미 조립
未上榜,未上榜,Unranked,リストにない,등록되지 않음
未选择,未選擇,No Selected,未選択,선택 안함
报名,報名,Apply,参加,가입
未报名,未報名,Not Registered,未参加,미 가입
报名结束,報名結束,Registration End,終了,가입 마감
报名争夺,報名爭奪,Registration,競争の参加,경쟁 가입
开启,開啟,Unlock,開封,열림
未开启,未開啟,Not Unlock,未開封,미 열림
明日开启,明日開啟,Unlock Tomorrow,明日開封,내일 열림
开启时间,開啟時間,Unlock Time,開封時間,열림 시간
学习,學習,Learn,学習,학습
未学习,未學習,Not Learned,未学習,미 학습
可学习次数,可學習次數,Learnable Times,学習可能回数,학습 가능 횟수
已学习英雄,已學習英雄,Learned Heroes,ヒーローを学習済み,이미 학습한 영웅
开始学习,開始學習,Start Learning,学習を始める,학습 시작
学习技能,學習技能,Learn Skill,学習スキル,스킬 학습
学习经验,學習經驗,Learn EXP,学習経験,학습 경험
学习时间,學習時間,Learn Time,学習時間,학습 시간
学习位,學習位,Learn Seat,学習場所,학습 위치
需要申请,需要申請,Application Required,申請が必要,신청 필요
申请,申請,Apply,申請,신청
申请加入,申請加入,Apply Join,参加申請,가입 신청
申请审核,申請審核,Apply Review,申請審査,신청 심사
有效期,有效期,Validity Period,有効期間,유효기간
签到,簽到,Sign-in,出勤,출석
七日签到,七日簽到,Seven-day Sign-in,7日間出勤,7일 출석
累计签到,累計簽到,Cumulative Sign-in,累積出勤,누적 출석
连续签到,連續簽到,Continuous Sign-in,連続出勤,연속 출석
签到基金,簽到基金,Sign-in Fund,出勤基金,출석 펀드
签到天数,簽到天數,Sign-in Days,出勤日数,출석 일수
连续签到天数,連續簽到天數,Continuous Sign-in Days,連続ログイン日数,연속 출석 일수
签到总天数,簽到總天數,Total Sign-in Days,累計ログイン日数,총 출석 일수
特惠,特惠,Special Offers,特価,특가
招募特惠,招募特惠,Recruitment Specials,募集特価,모집 특가
每日特惠,每日特惠,Daily Specials,毎日特価,일일 특가
每日签到奖励,每日簽到獎勵,Daily Sign-in Rewards,毎日のログイン報酬,일일 출석 보상
七日特惠签到,七日特惠簽到,7-Day Specials Sign-in,7日特価ログイン,7일 특가 출석
每日特惠7日包,每日特惠7日包,Daily Specials 7-Day Pack,毎日特価7日パック,매일 특가 7일 패키지
家族,家族,Clan,家族,가족
族长,族長,Clan Chief,族长,족장
家族名称,家族名稱,Clan Name,家族名,가족 이름
收集能力,收集能力,Collect Ability,収集能力,수집 능력
主线关卡,主線關卡,Main Level,主なレベル,메인 레벨
新手卡池,新手卡池,Beginner Pool,新人プール,신입 풀
队伍,隊伍,Team,チーム,팀
创建队伍,創建隊伍,Create Team,チーム創建,팀 생성
加入队伍,加入隊伍,Join Team,参加チーム,가입 팀
队伍英雄,隊伍英雄,Team's Heroes,チームの英雄,팀 히어로
我的队伍,我的隊伍,My Team,私のチーム,나의 팀
参战队伍,參戰隊伍,Participate Teams,参戦チーム,참전 부대
寻找队伍,尋找隊伍,Looking for Team,チーム募集中,팀 찾기
队伍评分,隊伍評分,Team Power,チーム戦力,팀 전투력
队伍名称,隊伍名稱,Team Name,チーム名,팀 이름
队伍信息,隊伍信息,Team Info,チーム情報,팀 정보
