Simplified_Text,Traditional_Text,English_Text,Japanese_Text,Korean_Text
在合作的力量下，乾坤扭转，大陆的局势逐渐明朗。 屡战屡胜的捷报如星辰般点亮了每一个角落，叛军的势力如同被星光驱散的阴霾，逐渐瓦解。人民的心中燃起了希望，信任与支持如繁星般璀璨，达到了前所未有的高度。那些引领变革的名字，如同夜空中最亮的星辰，响彻了整个大陆，成为希望的象征与未来的指引......,在合作的力量下，乾坤扭轉，大陸的局勢逐漸明朗。 屢戰屢勝的捷報如星辰般點亮了每個角落，叛軍的勢力如同被星光驅散的陰霾，逐漸瓦解。人民的心中燃起了希望，信任與支持如繁星般璀璨，達到了前所未有的高度。那些引領改變的名字，如同夜空中最亮的星辰，響徹了整個大陸，成為希望的象徵與未來的指引......,"With the power of cooperation, the situation on the continent gradually became clear. The news of victory after victory lit up every corner like stars, and the rebels' power gradually disintegrated like the haze dispelled by the starlight. Hope ignited in the hearts of the people, and trust and support were as bright as stars, reaching an unprecedented height. The names of those who led the change, like the brightest stars in the night sky, resounded throughout the continent, becoming a symbol of hope and a guide to the future...",協力の力で、本土の状況が徐々に明らかになっていきます。 度重なる勝利の知らせが星のように隅々まで照らし、反乱軍は星の光に消えた霞のように徐々に崩壊していった。人々の心の中に希望が灯り、信頼と支援は星のように輝き、かつてない高さに達しました。変化を先導した名前は、夜空に輝く星のように大陸中に響き渡り、希望の象徴となり、未来への導き手となった…,"협력의 힘으로 대륙의 상황은 점차 명확해졌습니다. 연이은 승리의 소식이 별처럼 곳곳을 밝혔고, 반군 세력은 별빛에 흩어진 안개처럼 점차 붕괴되었습니다. 사람들의 마음에는 희망이 불타올랐고, 신뢰와 지지는 별처럼 밝아져 전례 없는 수준에 도달했습니다. 변화를 이끈 이름들은 밤하늘에 빛나는 가장 밝은 별처럼 대륙 전체에 울려 퍼지며 희망의 상징이자 미래의 지침이 되었습니다..."
这是英雄的战场，每一刻都铭刻着传奇。记住这一战，它不仅决定了当下的胜负，更为未来埋下伏笔。每一次挥剑，每一次冲锋，都在书写历史的篇章。无关结果，这一战的光芒将永远闪耀，成为未来胜利的基石……,這是英雄的戰場，每一刻都銘刻著傳奇。記住這一戰，它不僅決定了當下的勝負，也為未來埋下伏筆。每一次揮劍，每一次衝鋒，都在書寫歷史的篇章。無關結果，這場戰爭的光芒將永遠閃耀，成為未來勝利的基石…,"This is a battlefield for heroes, and every moment is engraved with legends. Remember this battle, it not only determines the outcome of the present, but also lays the foundation for the future. Every swing of the sword, every charge, is writing a chapter in history. Regardless of the outcome, the light of this battle will shine forever and become the cornerstone of future victory...",ここは英雄たちの戦場であり、あらゆる瞬間に伝説が刻まれている。この戦いは現在の結果を決定するだけでなく、将来への基礎を築くものであることを忘れないでください。剣の一振り、一撃が歴史に新たな一章を刻む。結果がどうであれ、この戦いの光は永遠に輝き、将来の勝利の礎となるでしょう…,"이곳은 영웅들의 전장이며, 모든 순간이 전설로 새겨져 있습니다. 이 전투를 기억하세요. 이 전투는 현재의 결과를 결정할 뿐만 아니라, 미래의 토대를 마련해 줍니다. 검을 휘두르는 모든 순간, 돌격하는 모든 순간이 역사의 한 장을 쓰고 있습니다. 결과에 관계없이, 이 전투의 빛은 영원히 빛날 것이며 미래의 승리의 초석이 될 것입니다…"
凯歌绕城三日，但战斗仍未结束。带着不可动摇的决心，再次踏上战场。只有继续战斗，才能迎接真正的胜利曙光。凯歌虽已响起，但最终的荣耀，仍需用剑与血去争取。继续战斗吧，赢得最终的荣耀……,凱歌繞城三日，但戰鬥仍未結束。帶著不可動搖的決心，再次踏上戰場。只有繼續戰鬥，才能迎接真正的勝利曙光。凱歌雖已響起，但最終的榮耀，仍需用劍與血去爭取。繼續戰鬥吧，贏得最終的榮耀…,"The victory song has been around the city for three days, but the battle is not over yet. With unshakable determination, we set foot on the battlefield again. Only by continuing to fight can we welcome the dawn of true victory. Although the victory song has sounded, the final glory still needs to be won with swords and blood. Keep fighting and win the final glory...",勝利を祝って市内を巡る行進は3日間続いたが、戦いはまだ終わっていなかった。揺るぎない決意で、彼は再び戦場へと足を踏み入れた。戦い続けることによってのみ、真の勝利の夜明けを迎えることができるのです。勝利の歌は鳴り響いたが、究極の栄光を得るためには、剣と血で戦う必要がある。戦い続けて最終的な栄光を勝ち取りましょう…,"도시 주변을 도는 개선행진은 3일간 이어졌지만, 전투는 아직 끝나지 않았습니다. 그는 흔들리지 않는 결의로 다시 한번 전장에 나섰다. 계속해서 싸워야만 우리는 진정한 승리의 새벽을 맞이할 수 있을 것이다. 승리의 노래가 울려퍼졌지만, 궁극적인 영광을 위해서는 아직도 칼과 피를 흘려 싸워야 합니다. 계속 싸워서 최후의 영광을 얻으세요..."
醒醒，快醒醒！,醒醒，快醒醒！,Wake up! You must wake up!,起きろ！ 起きろ！,정신 차리세요! 어서 깨어나세요!
...这是哪?你是谁?,⋯這裡是哪裡？你是誰？,...Where... is this? Who are you?,ここはどこですか？,...여긴... 어디죠? 당신은 누구시죠?
您终于醒过来了,您終於醒過來了！,You're finally awake!,ついに目覚めましたね！,드디어 깨어나셨군요!
"我是冒险公会的引导员,这里是你从未来过的异世界",我是冒險公會的引導員，這裡是你從未來過的異世界,I'm the Adventurer Guild guide. This is an Other world you've never been to!,私は冒険者ギルドの案内役、ここはまだ行ったことのない異世界です,전 모험자 길드 안내원입니다. 여긴 당신이 한 번도 온 적 없는 이세계예요
哈？异世界？,蛤？異世界？,Huh? Other world?,はあ？ ? 異世界？,네? 이세계?
没错！这里就是异世界！至于你为什么会来到这里，命运会告诉你答案,沒錯！這裡就是異世界！至於你為什麼會來到這裡，命運會告訴你答案,Exactly! As for why you're here... fate will reveal its answers!,それは正しい！ ここは異世界です！ なぜここに来たのか、運命が答えを教えてくれるでしょう！,맞아요! 왜 여기에 오게 되었는지는... 운명이 답을 알려줄 거예요!
那我还能回去吗？,那我還能回去嗎？,Can I... go back home?,じゃあ、戻ってもいいですか？,그럼... 집에 돌아갈 수는 있나요?
回..回不去了...,回...回不去了...,B-back home... That's impossible…,戻れ…戻れない…,돌... 돌아갈 수 없어요...
"除非...您拯救这片大陆,寻找到大陆的真正秘密！或许..或许可以回去！",除非...您拯救這片大陸，尋找到大陸的真正秘密！或許..或許可以回去！,Unless... you save this continent and discover its ultimate secret! Then... maybe you can return!,あなたがこの大陸を救い、この大陸の本当の秘密を見つけ出さない限りは！ もしかしたら…戻るかもしれない！,하지만... 이 대륙을 구하고 진정한 비밀을 찾으면! 어쩌면... 돌아갈 수 있을지도 몰라요!
好吧，既然来到异世界，就麻烦你带我熟悉一下吧,好吧，既然來到異世界，就麻煩你帶我熟悉一下吧,"Alright then. Since I'm in this world now, show me around.",よし、せっかく異世界に来たのだから、慣れさせてください,"알겠어. 이세계에 왔으니, 안내해 주세요"
好嘞！主人！,好嘞！主人！,okay! Master!,わかった！ ご主人様！,좋아요!스승님!
清晨，阳光透过窗帘洒入卧室，你缓缓睁开眼，一脸迷茫地坐起身。,清晨，陽光透過窗簾灑入臥室，你緩緩睜開眼，一臉迷茫地坐起身。,"Early morning, sunlight filtered through the curtains into the bedroom. You slowly opened your eyes, sitting up with a look of utter confusion.",明け方、陽の光がカーテンを通して寝室に差し込み、あなたはゆっくりと目を開け、呆然とした表情で起き上がった。,"아침, 햇살이 커튼 사이로 침실에 스며들었다. 당신은 천천히 눈을 떴고, 얼굴에 혼란이 가득 앉아 일어났다."
你看着自己陌生的双手，又环顾这间充满异世界色彩的奢华卧室，眼中充满了困惑与警惕。,你看著自己陌生的雙手，又環顧這間充滿異世界色彩的奢華臥室，眼中充滿了困惑與警惕。,"You stared at your unfamiliar hands, then looked around the luxurious bedroom filled with otherworldly decor, your eyes filled with bewilderment and wariness.",見知らぬ自分の両手を見つめ、異世界の趣を感じさせる豪華な寝室を見渡すと、あなたの目には困惑と警戒の色が満ちていた。,"낯선 자신의 두 손을 바라보고, 이세계적인 색채가 가득한 호화로운 침실을 둘러보며, 눈에는 혼란과 경계가 가득했다."
这里是.......？我昨晚不是在......？怎么会.......头好痛，像是被硬塞进了很多东西.......,這裡是.......？我昨晚不是在......？怎麼會.......頭好痛，像是被硬塞進了很多東西.......,"Where is this.......? Wasn't I just...... last night? How did....... My head hurts so much, as if it's been crammed with many things.......",ここは……？ 昨夜、私は確かに……？ なぜこんな……頭が痛い、まるで無理矢理たくさんのものを詰め込まれたようだ……,"여기는.......? 나 어제 밤에는......? 어떻게...... 머리가 너무 아파, 마지 많은 것들이 억지로 쑤셔넣어진 것 같아......"
你挣扎着下床，脚步有些虚浮地走到镜前，镜中映出一张完全陌生的面孔,你掙扎著下床，腳步有些虛浮地走到鏡前，鏡中映出一張完全陌生的面孔,"You struggled to get out of bed, your steps somewhat unsteady as you walked to the mirror. The reflection showed a completely unfamiliar face.",あなたはもがきながらベッドから降り、ふらつく足取りで鏡の前に立った。鏡に映るのは、完全に見知らぬ顔だった。,"당신은 버둥거리며 침대에서 내려왔고, 발걸음이 약간 비실거리며 거울 앞으로 걸어갔다. 거울에는 완전히 낯선 얼굴이 비쳤다."
这不可能！这不是我！这到底是怎么回事？！,這不可能！這不是我！這到底是怎麼回事？！,This is impossible! This isn't me! What on earth is going on?!,ありえない！ これは私じゃない！ いったいどうなっているんだ？！,이럴 수 없어! 이건 내가 아니야! 대체 이게 무슨 일이지?!
就在这时，轻柔但规律的敲门声响起。未等你回应，房门便被推开。,就在這時，輕柔但規律的敲門聲響起。未等你回應，房門便被推開。,"Just then, a soft but rhythmic knock sounded at the door. Before you could respond, the door was pushed open.",ちょうどその時、優しくも規則的なノックの音が響いた。返事をする間もなく、ドアが押し開けられた。,"바로 그때, 부드럽지만 규칙적인 노크 소리가 났다. 당신이 응답하기도 전에, 방문이 열렸다."
一位长着毛茸茸狐狸耳朵和尾巴的少女抱着一叠文件走了进来，她神色如常，带着一丝例行公事的干练。,一位長著毛茸茸狐狸耳朵和尾巴的少女抱著一疊文件走了進來，她神色如常，帶著一絲例行公事的幹練。,"A young girl with furry fox ears and a tail walked in, holding a stack of documents. Her expression was normal, carrying a hint of routine efficiency.",ふさふさとした狐の耳と尻尾を持つ少女が、一束の書類を抱えて入ってきた。彼女の表情は普段通りで、事務的な要領の良さが滲んでいた。,"푹신푹신한 여우 귀와 꼬리를 가진 소녀가 한 무더기 서류를 안고 들어왔다. 그녀는 평소처럼 보였고, 일상적인 업무 능력을 가진 듯했다."
城主大人，日安。,城主大人，日安。,"Good morning, Lord.",「城主様、ごきげんよう。,"성주님, 안녕하세요."
您今天的气色似乎比往常要好些.......嗯？,您今天的氣色似乎比往常要好些.......嗯？,You seem to be in better spirits today than usual....... Hm?,今日のお顔色は、いつもより少し良く見えますね……ん？」,오늘 안색이 평소보다 좋아 보이시네요....... 음?
话说到一半，达菲敏锐地停下了脚步。,話說到一半，達菲敏銳地停下了腳步。,"Mid-sentence, Duffy sharply halted her steps.",言葉の途中で、ダフィーは鋭く立ち止まった。,"말을 반쯤에서, 더피는 날카롭게 걸음을 멈췄다."
她的耳朵警觉地竖起，尾巴也停止了轻摇，眼眸紧紧盯住城主，目光锐利如刀。,她的耳朵警覺地豎起，尾巴也停止了輕搖，眼眸緊緊盯住城主，目光銳利如刀。,"Her ears perked up alertly, her tail stopped its gentle sway, and her eyes locked onto the lord, sharp as blades.",彼女の耳は警戒してピンと立ち、尻尾の軽やかな揺れも止まり、目は城主を鋭く見据え、その視線は刃のように鋭かった。,"그녀의 귀는 경계하게 쫑긋 세워졌고, 꼬리도 가볍게 흔들기를 멈추었으며, 눈은 성주를 꼭 바라보며, 시선은 칼날처럼 날카로웠다."
眼前这人虽然有着和城主一模一样的外表，但那双眼睛里的茫然和陌生感，与她侍奉多年的那位城主截然不同。,眼前這人雖然有著和城主一模一樣的外表，但那雙眼睛裏的茫然和陌生感，與她侍奉多年的那位城主截然不同。,"Although the person before her had the exact same appearance as the lord, the confusion and unfamiliarity in those eyes were completely different from the lord she had served for years.",目の前の人物は、城主とそっくりの外見をしているが、その瞳に映る戸惑いと見知らぬ感覚は、長年仕えてきたあの城主とはまったく異なっている。,"눈앞의 이 사람은 성주와 똑같은 외모를 가지고 있었지만, 그 눈동자 속의 허망함과 낯선 느낌은 그녀가 여러 해 모셔온 그 성주와는 완전히 달랐다."
大人，您昨晚休息得可好？关于今日上午的会议，您准备从哪个议题开始？,大人，您昨晚休息得可好？關於今日上午的會議，您準備從哪個議題開始？,"My Lord, did you rest well last night? Regarding this morning's meeting, which topic would you like to begin with?",「様、昨夜はよくお休みになられましたか？ 本日午前の会議について、どの議題から始められるかお考えでしょうか？」,"성주님, 어젯밤에는 편히 쉬셨습니까? 오늘 오전 회의에 대해, 어느 주제부터 시작하시겠습니까?"
会、会议？什么会议？你是谁？这又是哪里？,會、會議？什麼會議？你是誰？這又是哪裡？,M-meeting? What meeting? Who are you? Where is this place?,「会、会議？ 何の会議だ？ 君は誰だ？ ここはどこなんだ？」,"회, 회의? 무슨 회의? 당신은 누구야? 여긴 또 어디야?"
