Simplified_Text,Traditional_Text,English_Text,Japanese_Text,Korean_Text
克丽奥娜开始期待海芙约特的下一次挑战，甚至偶尔会主动指点海芙约特几招。尽管克丽奥娜依旧保持着冷淡的外表，但她的内心却逐渐被海芙约特的热情所感染。,克麗奧娜開始期待海芙約特的下一次挑戰，甚至偶爾會主動指點海芙約特幾招。儘管克麗奧娜依舊保持著冷淡的外表，但她的內心卻逐漸被海芙約特的熱情所感染。,"Cliodna began to look forward to Herfjotur's next challenge, and even occasionally took the initiative to give Herfjotur a few pointers. Although Cliodna still maintained her cold exterior, her heart was gradually warmed by Herfjotur's enthusiasm.",クレオナはヘフィヨルドの次の挑戦を楽しみにするようになり、時には自らヘフィヨルドにいくつかのアドバイスをすることもあった。クレオナは相変わらず冷たい外見を保っていたが、彼女の心は次第にヘフィヨルドの熱意に染まっていった。,"크리오나는 허프조투어의 다음 도전을 기대하기 시작했고, 때로는 직접 허프조투어에게 몇 가지 조언을 해주기도 했다. 크리오나는 여전히 차가운 외모를 유지했지만, 그녀의 마음은 점차 허프조투어의 열정에 감염되어 갔다."
克丽奥娜明白，自己的力量与地位让她注定孤独，但海芙约特的存在让她感受到了一种久违的温暖。,克麗奧娜明白，自己的力量與地位讓她注定孤獨，但海芙約特的存在讓她感受到了一種久違的溫暖。,"Cliodna understood that her power and status destined her to be lonely, but Herfjotur's presence brought her a long-lost sense of warmth.",クレオナは、自分の力と地位が孤独を運命づけていることを理解していたが、ヘフィヨルドの存在によって、久しぶりの温かさを感じた。,"크리오나는 자신의 힘과 지위가 그녀를 고독하게 만들 운명이라는 것을 이해했지만, 허프조투어의 존재로 인해 오랜만에 따뜻함을 느꼈다."
克丽奥娜开始思考，或许漫长的生命并非只有无聊与冷漠，还有像海芙约特这样的光芒，能够照亮她的世界。尽管她从未说出口，但她的心中已悄然将海芙约特视为一种特别的存在。,克麗奧娜開始思考，或許漫長的生命並非只有無聊與冷漠，還有像海芙約特這樣的光芒，能夠照亮她的世界。儘管她從未說出口，但她的心中已悄然將海芙約特視為一種特別的存在。,"Cliodna began to ponder that perhaps a long life was not just filled with boredom and indifference. There were also lights like Herfjotur, capable of illuminating her world. Although she never voiced it, her heart had quietly come to regard Herfjotur as a special presence.",クレオナは、長い人生が退屈と冷淡さだけではないかもしれないと考え始めた。ヘフィヨルドのような光が彼女の世界を照らすことができる。彼女はそれを口にしたことはないが、心の中では密かにヘフィヨルドを特別な存在として見ていた。,"크리오나는 긴 생애가 단지 지루함과 냉담함만이 아니라는 것을 생각하기 시작했다. 허프조투어 같은 빛이 그녀의 세계를 비출 수 있다. 비록 그녀는 말로 표현하지 않았지만, 마음속으로는 이미 허프조투어를 특별한 존재로 여기고 있었다."
"德莉法希望妹妹能永远单纯善良下去。
3岁的妹妹或许并没有记忆，但5岁的她忘不了和妹妹流落街头受尽白眼，连续饿了三天肚子，那时候她就想，以后无论如何也要和妹妹过上幸福生活。","德莉法希望妹妹能永遠單純善良下去。
3歲的妹妹或許並沒有記憶，但5歲的她忘不了和妹妹流落街頭受盡白眼，連續餓了三天肚子，那時候她就想，以後無論如何也要和妹妹過上幸福生活。","Derifa hoped that her younger sister could remain pure and kind forever.
Her 3-year-old sister might not have any memories, but at 5 years old, Derifa could never forget the days when they were homeless on the streets, enduring scorn and going hungry for three days straight. Back then, she vowed that no matter what, she would ensure a happy life for her sister.","デリファは、妹が永遠に純粋で優しいままでいてほしいと願っていた。
3歳の妹は記憶がないかもしれないが、5歳の彼女は、妹と一緒に路上で暮らし、白い目で見られ、三日間も空腹を我慢したことを忘れられなかった。その時、彼女はどうしても妹と幸せな生活を送りたいと思った。","데리파는 동생이 영원히 순수하고 착하게 남아주길 바랐다.
3살짜리 동생은 기억이 없을지도 모르지만, 5살 때의 그녀는 동생과 함께 길거리를 떠돌며 백안시를 받고, 삼 일 동안 배고픔을 견뎌야 했던 날들을 잊을 수 없었다. 그때 그녀는 어떻게 해서든 동생과 행복한 삶을 살겠다고 다짐했다."
"幸运的是她遇见了好心的孤儿院院长巴特利特。
那时候的妹妹过得似乎很快乐，日子平静而幸福，但她总觉得这还远远不够，她总在渴望着拥有更多。","幸運的是她遇見了好心的孤兒院院長巴特利特。
那時候的妹妹過得似乎很快樂，日子平靜而幸福，但她總覺得這還遠遠不夠，她總在渴望著擁有更多。","Fortunately, she met the kind orphanage director, Bartlett.
At that time, her sister seemed to be living happily, with peaceful and content days, but she always felt it was far from enough. She was always yearning for more.","幸運なことに、彼女は親切な孤児院の院長バートレットに出会った。
その頃、妹は幸せに暮らしているようで、平和で満ち足りた日々を送っていたが、彼女はそれだけではまだ足りないと感じていた。彼女はいつももっと多くのものを求めていた。","다행히 그녀는 친절한 고아원 원장 바틀릿을 만났다.
그 당시, 동생은 행복하게 지내는 것 같았고, 평화롭고 행복한 나날을 보내고 있었지만, 그녀는 그것만으로는 턱없이 부족하다고 느꼈다. 그녀는 항상 더 많은 것을 갈구하고 있었다."
出事的那天，妹妹像以往的无数个日子一样拉着她去山上采野果，傍晚又懒懒地赖着不想走，但没想到的是回来的时候整个村庄已经不复存在。当平静被打破，一切都那么措手不及。,出事的那天，妹妹像以往的無數個日子一樣拉著她去山上採野果，傍晚又懶懶地賴著不想走，但沒想到的是回來的時候整個村莊已經不復存在。當平靜被打破，一切都那麼措手不及。,"On the day of the incident, her sister, as she had done on countless days before, dragged her to the mountains to pick wild fruits. In the evening, she lazily lingered, not wanting to leave. But what they didn't expect was that when they returned, the entire village was gone. When peace was shattered, everything happened so suddenly.",事件が起きたその日、妹はいつものように彼女を山に連れて行き、野いちごを摘んだ。夕方にはぐずぐずと帰りたがらなかったが、帰ってみると村全体が消えていた。平穏が破られたとき、すべてがあまりにも突然だった。,"사고가 난 그날, 동생은 예전의 수많은 날들처럼 그녀를 산으로 끌고 가 야생 과일을 따러 갔다. 저녁이 되자 게을러져서 돌아가기 싫어했지만, 돌아왔을 때 마을 전체가 사라져 있었다. 평화가 깨졌을 때, 모든 것이 너무나도 갑작스러웠다."
她只能带着妹妹继续流浪，最后请求魔法学院收留。她如愿的跟妹妹住进了大房子，并跟着魔法学院的西尔芙学习了有关风的魔法，尽管妹妹一如既往地撒娇胡闹，但她总感觉妹妹变了，或许等她强大到无往不利的时候，就能再次见到妹妹无忧无虑的笑容了吧。,她只能帶著妹妹繼續流浪，最後請求魔法學院收留。她如願地跟妹妹住進了大房子，並跟著魔法學院的西爾芙學習了有關風的魔法。儘管妹妹一如既往地撒嬌胡鬧，但她總感覺妹妹變了。或許等她強大到無往不利的時候，就能再次見到妹妹無憂無慮的笑容了吧。,"She had no choice but to continue wandering with her sister, eventually seeking refuge at the magic academy. She got her wish and moved into a large house with her sister, learning wind magic from Sylph at the academy. Although her sister was as mischievous and playful as ever, she couldn't shake the feeling that her sister had changed. Perhaps when she became powerful enough to overcome any obstacle, she would see her sister's carefree smile again.",彼女は妹と共に放浪を続け、最後には魔法学院に庇護を求めた。彼女の願い通り、妹と一緒に大きな家に住み、学院のシルフから風の魔法を学んだ。妹は相変わらず甘えん坊で騒がしかったが、彼女は妹が変わったように感じていた。おそらく、彼女が無敵になるほど強くなったとき、妹の無邪気な笑顔をもう一度見ることができるだろう。,"그녀는 동생과 함께 계속 방랑할 수밖에 없었고, 결국 마법 학원에 보호를 요청했다. 그녀는 소원대로 동생과 함께 큰 집에 살게 되었고, 학원의 실프로부터 바람 마법을 배웠다. 동생은 여전히 응석을 부리고 장난을 치고 있었지만, 그녀는 동생이 변한 것 같다는 느낌을 받았다. 아마도 그녀가 어떤 장애물도 극복할 수 있을 만큼 강해지면, 동생의 걱정 없는 미소를 다시 볼 수 있을 것이다."
"德莉法站在魔法学院的露台上，感受着风在指尖流动。妹妹抱着一本厚重的魔法书跑来，金色的发丝在阳光下闪耀。""姐姐，我找到了让花朵永不凋谢的魔法！""她兴奋地说。","德莉法站在魔法學院的露台上，感受著風在指尖流動。妹妹抱著一本厚重的魔法書跑來，金色的髮絲在陽光下閃耀。""姐姐，我找到了讓花朵永不凋謝的魔法！""她興奮地說。","Derifa stood on the balcony of the magic academy, feeling the wind flow through her fingertips. Her younger sister came running, holding a thick magic book, her golden hair shimmering in the sunlight. ""Sister, I found a spell to make flowers never wither!"" she exclaimed excitedly.",デリファは魔法学院のバルコニーに立ち、指先を流れる風を感じていた。妹は分厚い魔法の本を抱えて走ってきて、金色の髪が陽の光に輝いていた。「お姉ちゃん、花が永遠に枯れない魔法を見つけたよ！」彼女は興奮して言った。,"데리파는 마법 학원의 발코니에 서서 손끝을 스치는 바람을 느꼈다. 동생은 두꺼운 마법서를 안고 달려왔고, 금발의 머리카락이 햇빛 아래에서 반짝였다. ""언니, 꽃이 시들지 않는 마법을 찾았어!"" 그녀는 흥분하며 말했다."
德莉法握住妹妹的手，引导她感受魔力。她们一起念出咒语，野花的花瓣泛起微光，变得更加鲜艳。妹妹惊喜地叫出声，笑容灿烂。,德莉法握住妹妹的手，引導她感受魔力。她們一起念出咒語，野花的花瓣泛起微光，變得更加鮮豔。妹妹驚喜地叫出聲，笑容燦爛。,"Derifa held her sister's hand, guiding her to feel the magic. Together, they chanted the spell, and the petals of the wildflowers glowed faintly, becoming more vibrant. Her sister let out a cry of delight, her smile radiant.",デリファは妹の手を握り、魔力を感じるように導いた。二人で呪文を唱えると、野の花の花びらがかすかに光り、より鮮やかになった。妹は喜びの声を上げ、笑顔が輝いた。,"데리파는 동생의 손을 잡고 마력을 느끼도록 이끌었다. 그들이 함께 주문을 외우자, 야생화의 꽃잎이 희미하게 빛나며 더욱 선명해졌다. 동생은 기쁨의 비명을 지르며 환하게 웃었다."
看着妹妹的笑脸，德莉法心中温暖。她变强的理由从来都不是为了征服，而是为了守护这一刻的纯真与快乐。风继续吹拂，带着淡淡的花香，德莉法想，这就是她想要的幸福。,看著妹妹的笑臉，德莉法心中溫暖。她變強的理由從來都不是為了征服，而是為了守護這一刻的純真與快樂。風繼續吹拂，帶著淡淡的花香，德莉法想，這就是她想要的幸福。,"Looking at her sister's smiling face, Derifa felt warmth in her heart. The reason she sought to become stronger was never to conquer, but to protect this moment of innocence and joy. The wind continued to blow, carrying a faint scent of flowers, and Derifa thought, this was the happiness she had always wanted.",妹の笑顔を見て、デリファは心が温かくなった。彼女が強くなろうとする理由は、決して征服するためではなく、この瞬間の純粋さと喜びを守るためだった。風が吹き続け、かすかな花の香りが漂い、デリファは思った。これが彼女が求めていた幸せだ、と。,"동생의 미소를 보며 데리파는 마음이 따뜻해졌다. 그녀가 강해지려는 이유는 결코 정복하기 위해서가 아니라, 이 순간의 순수함과 기쁨을 지키기 위해서였다. 바람이 계속 불어오며 은은한 꽃내음을 실어오고, 데리파는 생각했다. 이것이 바로 그녀가 원했던 행복이라고."
"乌米伽最近新来了个舞姬，一时间不少王公贵族不远千里，一掷千金只求少女能为自己独舞一曲。
鲜艳的长裙随着她的步伐旋转，白皙纤长的手在空中变换出各种姿态，连头发丝都好似注入灵魂，每一次舞动都撩人心弦。","烏米伽最近新來了個舞姬，一時間不少王公貴族不遠千里，一擲千金只求少女能為自己獨舞一曲。
鮮豔的長裙隨著她的步伐旋轉，白皙纖長的手在空中變換出各種姿態，連頭髮絲都好似注入靈魂，每一次舞動都撩人心弦。","Recently, a new dancer arrived in Umiga, and in no time, numerous nobles and royals traveled great distances, spending fortunes just to have the girl perform a solo dance for them.
Her vibrant long skirt twirled with her steps, her fair and slender hands shifting into various poses in the air. Even strands of her hair seemed infused with soul, every movement captivating the heart.","最近、ウミガに新しい踊り子がやってきて、多くの王侯貴族が遠くからはるばる訪れ、大金を払ってその少女に独舞を踊ってもらおうとした。
鮮やかなロングスカートが彼女のステップに合わせて回転し、白くて細長い手が空中でさまざまなポーズを変える。髪の毛の一本一本にまで魂が込められているかのようで、そのたびに心を揺さぶられる。","최근 우미가에 새로운 무희가 왔고, 많은 왕공귀족들이 먼 거리를 마다하지 않고 막대한 금액을 써가며 소녀가 자신을 위해 단독 무용을 해주길 바랐다.
화려한 롱스커트가 그녀의 걸음에 맞춰 회전하고, 하얗고 가느다란 손이 공중에서 다양한 자세로 변한다. 머리카락 한 올 한 올에 영혼이 깃든 듯, 매번 움직임이 마음을 사로잡는다."
半年前忒菲丝自森林的小木屋醒来就很多事都不记得了，只隐隐约约能想起一个叫“落埃之城”的地方。她本能地跳舞，竟发现自己的舞蹈能根据观看者内心的渴望编织幻境，看着他们或哭或笑，忒菲丝空洞的内心只觉羡慕。,"半年前忒菲絲自森林的小木屋醒來就很多事都不記得了，只隱隱約約能想起一個叫""落埃之城""的地方。她本能地跳舞，竟發現自己的舞蹈能根據觀看者內心的渴望編織幻境，看著他們或哭或笑，忒菲絲空洞的內心只覺羨慕。","Half a year ago, Thefis woke up in a small cabin in the forest, having forgotten many things. She could only vaguely recall a place called ""City of Fallen Dust."" She danced instinctively and discovered that her dance could weave illusions based on the desires of those watching. Seeing them cry or laugh, Thefis felt only envy in her hollow heart.",半年前、ターフィスは森の中の小さな小屋で目を覚ましたが、多くのことを忘れていた。ただかすかに「落埃の都」という場所を思い出すことができた。彼女は本能に従って踊り、自分の踊りが観客の心の欲望に基づいて幻覚を織りなすことができることに気づいた。彼らが泣いたり笑ったりするのを見て、ターフィスの空虚な心は羨ましさだけを感じた。,"반년 전, 테베스는 숲속의 작은 오두막에서 깨어났지만 많은 것을 기억하지 못했다. 그녀는 희미하게 ""낙애의 도시""라는 곳만을 떠올릴 수 있었다. 그녀는 본능적으로 춤을 추었고, 자신의 춤이 관객의 마음속 욕망에 따라 환상을 만들어낼 수 있다는 것을 발견했다. 그들이 울거나 웃는 모습을 보며, 테베스의 공허한 마음은 부러움만을 느꼈다."
后来有人告诉她，当年瓦妮莎的得力干将铁甲将军似乎与“落埃之城”有关，或许铁甲将军可以带给她记忆的线索。,"後來有人告訴她，當年瓦妮莎的得力干將鐵甲將軍似乎與""落埃之城""有關，或許鐵甲將軍可以帶給她記憶的線索。","Later, someone told her that Crocodile, Vanessa's trusted general from back then, seemed to have a connection to the ""City of Fallen Dust."" Perhaps Crocodile could provide her with clues to her memories.",後になって、誰かが彼女に、当時のヴァネッサの右腕である鉄甲将軍が「落埃の都」と関係があるらしいと教えた。もしかすると、鉄甲将軍が彼女の記憶の手がかりを提供してくれるかもしれない。,"나중에 누군가가 그녀에게, 당시 바네사의 오른팔인 철갑 장군이 ""낙애의 도시""와 관련이 있는 것 같다고 말했다. 아마도 철갑 장군이 그녀의 기억에 대한 단서를 제공해줄 수 있을지도 모른다."
"忒菲丝站在乌米伽最奢华的舞厅中央，水晶吊灯的光芒洒在她鲜红的长裙上。乐声响起，她轻轻闭上眼睛，任由身体随着记忆中的韵律舞动。
她能感觉到台下炙热的目光，那些王公贵族们渴望的眼神。她的舞步渐渐加快，裙摆飞扬，仿佛一朵绽放的玫瑰。空气中开始泛起淡淡的光晕，那是她编织的幻境正在成形。","忒菲絲站在烏米伽最奢華的舞廳中央，水晶吊燈的光芒灑在她鮮紅的長裙上。樂聲響起，她輕輕閉上眼睛，任由身體隨著記憶中的韻律舞動。
她能感覺到台下炙熱的目光，那些王公貴族們渴望的眼神。她的舞步漸漸加快，裙擺飛揚，彷彿一朵綻放的玫瑰。空氣中開始泛起淡淡的光暈，那是她編織的幻境正在成形。","Thefis stood in the center of the most luxurious ballroom in Umiga, the light from the crystal chandelier spilling over her crimson gown. As the music began, she gently closed her eyes, letting her body move to the rhythm of her memories.
She could feel the intense gazes from the audience, the longing looks of the nobles and royals. Her steps gradually quickened, her skirt swirling like a blooming rose. A faint glow began to shimmer in the air, the illusions she wove taking shape.","ターフィスはウミガの最も豪華な舞踏室の中央に立ち、クリスタルのシャンデリアの光が彼女の真っ赤なロングドレスに降り注いでいた。音楽が鳴り始めると、彼女は静かに目を閉じ、記憶の中のリズムに身を任せて踊った。
彼女は観客からの熱い視線、王侯貴族たちの切望する眼差しを感じることができた。彼女のステップは次第に速くなり、スカートが舞い上がり、まるで咲き誇るバラのようだった。空気中に淡い光の輪が広がり始め、彼女が織りなす幻覚が形を成しつつあった。","테베스는 우미가에서 가장 화려한 무도장 한가운데에 서서, 크리스탈 샹들리에의 빛이 그녀의 진홍색 롱드레스를 비추고 있었다. 음악이 울려 퍼지자, 그녀는 천천히 눈을 감고 기억 속의 리듬에 몸을 맡겨 춤을 추었다.
그녀는 객석에서 쏟아지는 뜨거운 시선, 왕공귀족들의 갈망하는 눈빛을 느낄 수 있었다. 그녀의 발걸음은 점점 빨라졌고, 스커트가 휘날리며 마치 피어나는 장미처럼 보였다. 공기 중에 은은한 빛이 번지기 시작했고, 그녀가 엮어내는 환상이 모습을 드러내고 있었다."
突然，她在旋转中瞥见一个身影——一个身着铁甲的高大男子站在角落，冷峻的面容上没有一丝波动。忒菲丝的心猛地一跳，舞步险些乱了节奏。她从未见过有人能在她的幻境中保持清醒。,突然，她在旋轉中瞥見一個身影——一個身著鐵甲的高大男子站在角落，冷峻的面容上沒有一絲波動。忒菲絲的心猛地一跳，舞步險些亂了節奏。她從未見過有人能在她的幻境中保持清醒。,"Suddenly, during a spin, she caught sight of a figure—a tall man clad in iron armor standing in the corner, his stern face showing no emotion. Thefis's heart skipped a beat, and her steps nearly faltered. She had never seen anyone remain unaffected in her illusions.",突然、回転している最中に、彼女はある姿を目にした——鎧をまとった背の高い男が隅に立ち、冷厳な顔に何の動揺も見せなかった。ターフィスの心臓がどきりとし、ステップが乱れそうになった。彼女は自分の幻覚の中で冷静でいられる人を見たことがなかった。,"갑자기, 그녀가 회전하던 중 한 사람의 모습을 보았다——철갑을 입은 키 큰 남자가 구석에 서서, 냉정한 얼굴에 아무런 동요도 없었다. 테베스의 심장이 덜컥 내려앉았고, 발걸음이 흐트러질 뻔했다. 그녀는 자신의 환상 속에서도 정신을 차릴 수 있는 사람을 본 적이 없었다."
