Simplified_Text,Traditional_Text,English_Text,Japanese_Text,Korean_Text
木羽箭,木羽箭,Wooden Feather Arrow,木羽矢,나무 화살
马术,馬術,Horsemanship,馬術,마술
浸油绳索,浸油繩索,Oiled Rope,油浸縄,기름 적신 밧줄
兽皮木盾,獸皮木盾,Leather Shield,獣皮木盾,짐승가죽 나무 방패
兽皮护甲,獸皮護甲,Leather Armor,獣皮の鎧,가죽 갑옷
银麟护甲,银麟护甲,Scale Armor,銀鱗の鎧,비늘 갑옷
兽皮防护层,獸皮防護層,Hide Protective Layer,獣皮防護層,짐승가죽 보호 층
攻城学,攻城學,Siege Engineering,攻城学,공성학
战略学,戰略學,Strategics,戦略学,전략학
战阵学,戰陣學,Science Of Battle Array,陣列学,전술학
药理学,藥理學,Pharmacology,薬理学,약리학
地图绘制,地圖繪製,Map Drawing,マップ製作,지도 그리기
精钢剑,精鋼劍,Pure Steel Sword,精鋼剣,강철 검
强弩,強弩,Crossbow,クロスボウ,석궁
马槊,馬槊,Lance,ランス,랜싯
组合梢杆,組合梢桿,Combination Rod,組み合わせポール,조합 장대
罗马大盾,羅馬大盾,Roman Shield,ローマの盾,로마 방패
兽皮钢甲,獸皮鋼甲,Animal Skin Armor,獣皮鋼の鎧,복합 가죽 갑옷
坚钢护甲,堅鋼護甲,Plate Armour,堅鋼の鎧,단단한 강철 갑옷
铁皮防护层,鐵皮防護層,Iron Protective Layer,鉄皮防護層,철판 보호층
药理精通,藥理精通,Proficient In Pharmacology,薬理精通,약리에 능숙
攻城精通,攻城精通,Proficient In Siege,攻城精通,공성에 능숙
战略精通,戰略精通,Proficient In Strategics,戦略精通,전략에 능숙
战阵精通,戰陣精通,Proficient In Battle Array,陣列精通,전술에 능숙
秘银,秘銀,Mithril,ミスリル,미스릴
轴承,軸承,Bearing,ベアリング,베어링
炮,砲,Cannon,大砲,대포
疾风,疾風,Gale,疾風,질풍
主城所有资源产量,主城所有資源產量,City All Resource Output,主城全資源産出,메인 성 모든 자원 생산량
主城农场产量,主城農場產量,City Farm Output,主城農業産出,메인 성 농장 생산량
主城伐木场产量,主城伐木場產量,City Sawmill Output,主城伐採所産出,메인 성 벌목장 생산량
主城采石场产量,主城採石場產量,City Quarry Production,主城採石場産出,메인 성 채석장 생산량
主城铁矿场产量,主城鐵礦場產量,City Ironminee Output,主城鉄鉱山産出,메인 성 철광 생산량
主城金币产量,主城金幣產量,City Gold Output,主城金貨産出,메인 성 금화 생산량
主城粮食产量,主城糧食產量,City Food Output,主城食料産出,메인 성 식량 생산량
主城木材产量,主城木材產量,City Wood Output,主城木材産出,메인 성 목재 생산량
主城石料产量,主城石料產量,City Stone Output,主城石材産出,메인 성 석재 생산량
主城铁锭产量,主城鐵錠產量,City Iron Output,主城鉄鉱産出,메인 성 철광석 생산량
大世界所有资源产量,大世界所有資源產量,Great World All Resource Output,大世界全資源産出,큰세계 모든 자원 생산량
大世界农场产量,大世界農場產量,Great World Farm Output,大世界産出量,큰세계 농장 생산량
大世界伐木场产量,大世界伐木場產量,Great World Sawmill Output,大世界伐採所産出,큰세계 벌목장 생산량
大世界采石场产量,大世界採石場產量,Great World Quarry Output,大世界採石場産出,큰세계 채석장 생산량
大世界铁矿场产量,大世界鐵礦場產量,Great World Ironmine Output,大世界鉄鉱山産出,큰세계 철광 생산량
仓库,倉庫,Storehouse,倉庫,창고
最大存储量,最大儲存量,Max Storage Capacity,最大存储量,최대 저장 용량
士兵训练速度,士兵訓練速度,Soldier Training Spd,兵士訓練速度,병사 훈련 속도
情报收集速度,情報收集速度,Intelligence Collection Spd,情報収集速度,정보 수집 속도
建造速度,建造速度,Build Spd,建造速度,건설 속도
研究速度,研究速度,Research Spd,研究スピード,연구 속도
行军速度,行軍速度,March Spd,行軍速度,행군 속도
体力恢复速度,體力恢復速度,Vit Recovery Spd,体力回復速度,체력 회복 속도
医院治疗速度,醫院治療速度,Hospital Heal Spd,病院治療速度,병원 치료 속도
铁匠铺制造速度,鐵匠鋪製造速度,Smithy Manufacturing Spd,鍛冶屋製造速度,대장간 제작 속도
铁匠铺生产速度,鐵匠鋪生產速度,Smithy Produce Spd,鍛冶屋生産速度,대장간 생산속도
种田,種田,Farming,農業,경작
伐木,伐木,Lumbering,伐木,벌채 목재
凿石,鑿石,Quarrying,鑿石,끌로 깎은 돌
采矿,採礦,Mining,採掘,채광
理财,理財,Financial Management,財務管理,재무 관리
行军,行軍,Marching,行軍,행진
训练,訓練,Training,訓練,훈련
治疗,治療,Heal,治療,치료
铁匠,鐵匠,Blacksmith,鍛冶職人,대장장이
联盟帮助,聯盟幫助,Union Help,同盟支援,동맹 지원
成员扩充,成員擴充,Member Expansing,会員拡大,회원확장
远征军,遠徵軍,Expeditionary Corps,遠征軍,탐험 군대
禁卫军,禁衛軍,Guard Corps,禁衛軍,금지 군대
硕果累累,碩果累累,Fully Loaded,満載貨物,만재 화물
粮食耕作,糧食耕作,Food Gathering,食料採集,식량 채집
木材加工,木材加工,Wood Gathering,木材採集,목재 채집
石料打磨,石料打磨,Stone Gathering,石材採集,석재 채집
铁锭锤炼,鐵錠錘煉,Iron Gathering,鉄塊採集,철괴 채집
加速愈合,加速愈合,Healing Speedup,治癒加速,치유 가속
集训,集訓,Intensive Training,集中訓練,집중 훈련
加固,加固,Reinforcement,補強,보강
健步如飞,健步如飛,Fast Movement,速い動き,빠른 걷기
强生健体,強身健體,Strengthening Body,強身健体,몸을 강화하다
所向披靡,所向披靡,Invincible,百戦百勝,백전백승
护盾,護盾,Shield,盾,방패
护甲,護甲,Armor,鎧,갑옷
