Simplified_Text,Traditional_Text,English_Text,Japanese_Text,Korean_Text
谁是拥有水之力的纯洁天使？,誰是擁有水之力的純潔天使？,Who is the pure angel possessing the power of water?,水の力を持つ純粋な天使とは誰ですか？,물의 힘을 지닌 순수한 천사는 누구인가요?
最喜欢恶作剧的是？,最喜歡惡作劇的是？,Who loves pranks the most?,いたずらが一番好きなのは誰ですか？,장난을 가장 좋아하는 이는 누구인가요?
兽人族族长最宠爱的小女儿是？,獸人族族長最寵愛的小女兒是？,Who is the most beloved youngest daughter of the Beastkin chieftain?,獣人族の族長が最も寵愛している末娘は誰ですか？,수인족 족장이 가장 귀여워하는 막내딸은 누구인가요?
哈娜闯入禁地后向她飞来的武器是？,哈娜闖入禁地後向她飛來的武器是？,What weapon flew toward Hana after she trespassed into the forbidden zone?,ハナが禁足地に侵入した後、彼女に向かって飛んできた武器は？,하나가 금지 구역에 침입한 후 그녀를 향해 날아온 무기는?
德琳为了活下来答应佐伊的条件成为了______。,德琳為了活下來答應佐伊的條件成為了______。,"To survive, Madeline agreed to Zoe's terms and became ______.",マデリーンは生き延びるため、ゾーイの条件を飲み______になった。,마델린은 살기 위해 조이의 조건을 받아들여 ______가 되었다.
奥兰多是圣骑士团的______。,奧蘭多是聖騎士團的______。,Orlando is the ______ of the Holy Knights.,オーランドは聖騎士団の______である。,올랜도는 성기사단의 ______이다.
"拥有圣骑士团""灵眼""的称号是？",擁有聖騎士團「靈眼」的稱號是？,"Who holds the title ""Spiritual Eye"" in the Holy Knights?",聖騎士団において「霊眼」の称号を持つのは誰？,성기사단에서 「영안」 칭호를 가진 자는?
蒂尔因为无法控制自己力量，成为了谁的武器？,蒂爾因為無法控制自己力量，成為了誰的武器？,Whose weapon did Thiel become after losing control of his power?,ティエルは自らの力を制御できなくなり、誰の武器になったのか？,티엘은 자신의 힘을 제어하지 못해 누구의 무기가 되었나요?
蒂尔是兽人族中的什么品种？,蒂爾是獸人族中的什麼品種？,What subspecies of Beastkin is Thiel?,ティエルは獣人族の中でもどの亜種に属するのか？,티엘은 수인족 중 어떤 아종인가?
帮助觉寻找治愈眼睛方法的是______？,幫助覺尋找治癒眼睛方法的是______？,Who helped Satoru find a method to heal his eyes?,覚の目を治す方法を探すのを手伝ったのは______？,사토루의 눈을 치유하는 방법을 찾는 것을 도운 이는 ______?
莱恩娜足够灵敏且天赋异禀，国会将她培养成了新世代的______?,萊恩娜足夠靈敏且天賦異稟，國會將她培養成了新世代的______？,"Lenna is agile and exceptionally gifted, so the Council trained her to become the new generation’s ______.",レオナは非常に機敏で並外れた才能を持つため、議会は彼女を新世代の______として育てた。,레오나는 재빠르고 천재적이어서 의회는 그녀를 새로운 세대의 ______로 키웠다.
圣骑士团的第二骑士是？,聖騎士團的第二騎士是？,Who is the Second Knight of the Holy Knights?,聖騎士団の第二騎士は誰ですか？,성기사단의 제2기사는 누구인가요?
阿古丽娅总能带给人活力与希望，所以她的称号是？,阿古麗婭總能帶給人活力與希望，所以她的稱號是？,"Aguria always brings vitality and hope, hence her title is ______.",アグリアは常に活力と希望を与えるため、彼女の称号は______である。,"아구리아는 항상 활력과 희망을 주기 때문에, 그녀의 칭호는 ______이다."
拥有圣骑士团小太阳称号的是？,擁有聖騎士團「小太陽」稱號的是？,"Who holds the title ""Little Sun"" in the Holy Knights?",聖騎士団において「小さな太陽」の称号を持つのは誰？,성기사단에서 「작은 해」 칭호를 가진 자는?
乌托里餐厅的老板是？,烏托里餐廳的老闆是？,Who is the owner of Utori Restaurant?,ウトリレストランのオーナーは誰ですか？,우토리 레스토랑의 주인은 누구인가요?
贝缇娜的自我防御武器是？,貝緹娜的自我防禦武器是？,What is Bettina's self-defense weapon?,ベティナの自己防衛武器は？,베티나의 자기 방어 무기는?
"在圣骑士团中，谁有""健忘症""？",在聖騎士團中，誰有「健忘症」？,"Who in the Holy Knights has ""amnesia""?",聖騎士団の中で「健忘症」があるのは誰？,성기사단에서 「건망증」을 가진 자는?
梦可可的老师叫什么名字？,夢可可的老師叫什麼名字？,What is the name of Monccoco's teacher?,モンコッコの先生の名前は？,몽코코의 선생님 이름은?
达菲的妹妹是？,達菲的妹妹是？,Who is Duffy's younger sister?,ダフィーの妹は？,더피의 여동생은?
瓦妮莎加入了什么组织？,瓦妮莎加入了什麼組織？,Which organization did Vanessa join?,ヴァネッサはどの組織に加入した？,바네사는 어떤 단체에 가입했나요?
米娅的翅膀是什么颜色？,米婭的翅膀是什麼顏色？,What color are Mia's wings?,ミアの翼の色は？,미아의 날개 색깔은?
荒是兽人族中的什么品种？,荒是獸人族中的什麼品種？,What subspecies of Beastkin is Susabi?,無は獣人族の中でもどの亜種？,수사비는 수인족 중 어떤 아종인가?
圣女辛的印记是源自于上一任四大祭司之一______使用者意志的传承？,聖女辛的印記是源自於上一任四大祭司之一______使用者意志的傳承？,"The Saintess Shin's mark originates from the will inheritance of one of the previous Four High Priests, ______?",聖女シンの刻印は、前代四大祭司の一人______の意志継承に由来する？,성녀 신의 각인은 전대 사제 4인 중 한 명인 ______의 의지 계승에서 비롯된 것인가?
克丽奥娜参与了什么战斗？,克麗奧娜參與了什麼戰鬥？,Which battle did Cliodna participate in?,クレオナはどの戦闘に参加した？,크리오나는 어떤 전투에 참여했나요?
德莉法的故事中，出现次数最多的人物是她的谁？,德莉法的故事中，出現次數最多的人物是她的誰？,Who appears most frequently in Derifa's story as her closest person?,デリファの物語で最も頻繁に登場する人物は彼女の誰？,데리파 이야기에 가장 자주 등장하는 인물은 그녀의 누구인가?
德莉法遇到的孤儿院院长的名字是？,德莉法遇到的孤兒院院長的名字是？,What is the name of the orphanage director Derifa met?,デリファが出会った孤児院の院長の名前は？,데리파 이야기에 가장 자주 등장하는 인물은 그녀의 누구인가?
忒菲丝的特长是？,忒菲絲的特長是？,What is Thefis's specialty?,テフィスの特技は？,테피스의 특기는?
乌米伽新来的舞姬叫什么名字？,烏米伽新來的舞姬叫什麼名字？,What is the name of the new dancer in Umiga?,ウミガに新しく来た舞姫の名前は？,우미가에 새로 온 무희의 이름은?
"有人告诉忒菲丝能带给她记忆的""铁甲将军""是谁的手下？",有人告訴忒菲絲能帶給她記憶的「鐵甲將軍」是誰的手下？,"Whose subordinate is the ""Ironclad General"" that someone told Thefis could restore her memories?",テフィスに記憶を取り戻させると言われた「鉄甲将軍」は誰の配下？,"누군가 테피스에게 기억을 되찾아줄 것이라 말한 ""철갑 장군""은 누구의 부하인가?"
忒菲丝记忆中的小镇叫什么名字？,忒菲絲記憶中的小鎮叫什麼名字？,What is the name of the town in Thefis's memories?,テフィスの記憶にある町の名前は？,테피스의 기억 속 마을 이름은?
忒菲丝的舞蹈能编织怎样的幻境？,忒菲絲的舞蹈能編織怎樣的幻境？,What kind of illusions can Thefis's dance weave?,テフィスの舞踊が紡ぐ幻影はどんなもの？,테피스의 춤이 만들어내는 환상은 어떤 것인가?
"魔法学院的""大明星""是？",魔法學院的「大明星」是？,"Who is the ""superstar"" of the Magic Academy?",魔法学院の「大スター」は？,"마법 학원의 ""대스타""는?"
厄洛丝作为魔法学院炙手可热的精灵之一，她擅长的是？,厄洛絲作為魔法學院炙手可熱的精靈之一，她擅長的是？,"As one of the most popular spirits in the Magic Academy, what is Eros skilled at?",魔法学院で人気のエルフであるエロスが得意とするのは？,마법 학원에서 인기 많은 정령 중 하나인 에로스가 특별히 잘하는 것은?
被追求者强硬递礼物的是？,被追求者強硬遞禮物的是？,Who receives aggressively given gifts from admirers?,求愛者から強引に贈り物を渡されるのは？,구애자들에게 강요당해 선물을 받는 이는?
继承了暗夜精灵一族最纯正血统的是？,繼承了暗夜精靈一族最純正血統的是？,Who inherited the purest bloodline of the Dark Elf clan?,ダークエルフの最も純粋な血統を継いだのは？,다크 엘프 일족의 가장 순수한 혈통을 이어받은 이는?
奥尔露恩告知珀瑞斯能帮助到珀瑞斯的精灵是？,奧爾露恩告知珀瑞斯能幫助到珀瑞斯的精靈是？,Which spirit did Olrun tell Perris could help Perris?,オルルンがペリスに助けになると告げたエルフは？,올룬이 페리스에게 도움이 될 것이라 알려준 정령은?
新月升起之日，珀瑞斯会和谁见面？,新月升起之日，珀瑞斯會和誰見面？,Who will Perris meet on the day of the new moon?,新月の夜、ペリスは誰と会う？,"초승달이 뜨는 날, 페리스는 누구를 만나는가?"
与珀瑞斯做交易的是？,與珀瑞斯做交易的是？,Who made a deal with Perris?,ペリスと取引をしたのは？,페리스와 거래를 한 이는?
圣骑士团的灵魂是？,聖騎士團的靈魂是？,"Who is the ""soul"" of the Holy Knights?",聖騎士団の「魂」とは誰？,"성기사단의 ""영혼""은 누구인가?"
罗兰之所以加入圣骑士团是因为？,羅蘭之所以加入聖騎士團是因為？,Why did Roland join the Holy Knights?,ローランドが聖騎士団に加入した理由は？,롤랑이 성기사단에 가입한 이유는?
兽人族遭受的灾难——诡异的瘟疫是谁拯救的？,獸人族遭受的災難——詭異的瘟疫是誰拯救的？,Who saved the Beastkin from the strange plague disaster?,獣人族を襲った災厄——奇妙な疫病を救ったのは誰？,수인족을 덮친 재앙——기이한 역병을 구한 이는 누구인가?
辛的左眼有什么特殊印记？,辛的左眼有什麼特殊印記？,What special mark does Shin have on her left eye?,シンの左目にある特殊な刻印は？,신의 왼쪽 눈에 있는 특별한 각인은?
"克丽奥娜为何觉得海芙约特""无礼""？",克麗奧娜為何覺得海芙約特「無禮」？,"Why does Cliodna think Herfjotur is ""rude""?",クレオナはなぜヘフィヨルドを「無礼」だと思うのか？,"크리오나는 왜 허프조투어를 ""무례하다""고 생각하는가?"
海芙约特的新招式被克丽奥娜评价为什么？,海芙約特的新招式被克麗奧娜評價為什麼？,How did Cliodna evaluate Herfjotur's new technique?,ヘフィヨルドの新技をクレオナはどう評価した？,허프조투어의 새로운 기술을 크리오나는 어떻게 평가했나?
德莉法变强的目的是为了什么？,德莉法變強的目的是為了什麼？,What is Derifa's purpose for becoming stronger?,デリファが強くなろうとする目的は？,데리파가 강해지려는 목적은 무엇인가?
忒菲丝的舞蹈能力可以做什么？,忒菲絲的舞蹈能力可以做什麼？,What can Thefis's dancing ability achieve?,テフィスの舞踊能力で何ができる？,테피스의 춤 능력으로 무엇을 할 수 있는가?
斯莉德为何拒绝加入迪布克组织？,斯莉德為何拒絕加入迪布克組織？,Why did Slider refuse to join the Dibuk organization?,スライダーはなぜディブク組織への加入を拒否した？,스라이더는 왜 디북 조직 가입을 거절했는가?
斯莉德帮助受伤小精灵后得到了什么？,斯莉德幫助受傷小精靈後得到了什麼？,What did Slider gain after helping an injured little spirit?,スライダーは傷ついた小さなエルフを助けた後、何を得た？,스라이더가 부상당한 작은 정령을 도운 후 얻은 것은?
乌蒂亚为默林赛斯镇带来了什么？,烏蒂亞為默林賽斯鎮帶來了什麼？,What did Utia bring to Merlinseath?,ウティアはメリンシースに何をもたらした？,우티아가 멀린시스 마을에 가져온 것은 무엇인가?
在默林赛斯镇镇民对乌蒂亚的猜想中，她的身份可能是？,在默林賽斯鎮鎮民對烏蒂亞的猜想中，她的身份可能是？,"Among the townsfolk’s theories about Utia, what might her true identity be?",メリンシースの住民がウティアについて抱く推測の中で、彼女の正体は？,멀린시스 주민들이 우티아에 대해 추측하는 정체는 무엇일까?
克图格亚夜晚的身份是什么？,克圖格亞夜晚的身份是什麼？,What is Cthugha’s identity at night?,クトコアの夜の姿は？,쿠토코아의 밤의 정체는?
瑞亚携带的父亲遗物是什么？,瑞亞攜帶的父親遺物是什麼？,What is the heirloom from Rhea’s father that she carries?,レイアが携える父親の遺品は？,레아가 지니고 있는 아버지의 유품은 무엇인가?
德莉法的魔法是跟谁学习的？,德莉法的魔法是跟誰學習的？,Who taught Derifa magic?,デリファは誰から魔法を学んだ？,데리파는 누구에게서 마법을 배웠나?
德莉法的魔法是什么系的？,德莉法的魔法是什麼系的？,What type of magic does Derifa use?,デリファの魔法はどの系統？,데리파의 마법은 어떤 계열인가?
荒的出现通常与什么相关？,荒的出現通常與什麼相關？,What is Susabi’s appearance usually associated with?,無の出現は通常何と関連している？,수사비의 등장은 보통 무엇과 관련이 있는가?
巴斯特被森林里暗藏的陷阱刺伤后如何被治愈？,巴斯特被森林裡暗藏的陷阱刺傷後如何被治癒？,How was Bast healed after being wounded by a hidden forest trap?,バストは森の罠で負傷後、どう治癒された？,버스터는 숨겨진 숲의 함정에 다친 후 어떻게 치료되었나?
拉法叶最终加入了哪个组织？,拉法葉最終加入了哪個組織？,Which organization did Lafayette ultimately join?,ラファイエットは最終的にどの組織に加入した？,라파엘트는 최종적으로 어떤 단체에 가입했는가?
瓦妮莎为何离开兽人族？,瓦妮莎為何離開獸人族？,Why did Vanessa leave the Beastkin tribe?,ヴァネッサはなぜ獣人族を離れたのか？,바네사는 왜 수인족을 떠났나?
瓦妮莎去第一次去迪布克组织时，天气是怎样的？,瓦妮莎第一次去迪布克組織時，天氣是怎樣的？,What was the weather like when Vanessa first visited the Dibuk organization?,ヴァネッサが初めてディブク組織を訪れた時の天気は？,바네사가 처음 디북 조직을 방문했을 때 날씨는 어땠나?
伊丽丝厌恶莉莉丝的原因是什么？,伊麗絲厭惡莉莉絲的原因是什麼？,Why does Iris despise Lilith?,イリスがリリスを嫌う理由は？,아이리스가 릴리스를 혐오하는 이유는?
伊丽丝在森林深处建立了什么？,伊麗絲在森林深處建立了什麼？,What did Iris establish deep in the forest?,イリスは森の奥深くに何を築いた？,아이리스는 숲 깊숙이 무엇을 세웠나?
普奥娜因为资质平庸奥尔露恩派谁来驱逐她？,普奧娜因為資質平庸，奧爾露恩派誰來驅逐她？,"Due to her mediocre talent, who did Olrun send to banish Puona?",才能が平凡なプオナを、オルルンは誰を遣わして追放させた？,재능이 평범한 푸오나를 올룬은 누구를 보내 추방시켰나?
拉法叶掌握了用羽毛治愈伤口的方法后，希望能帮助到更多的人时，她去找了谁？,拉法葉掌握了用羽毛治癒傷口的方法後，希望能幫助更多人時，她去找了誰？,"After mastering the method of healing wounds with feathers, who did Lafayette seek to help more people?",ラファイエットは羽で傷を治す方法を習得後、より多くの人を助けるため誰を訪ねた？,"라파엘트는 깃털로 상처를 치료하는 법을 터득한 후, 더 많은 사람을 돕기 위해 누구를 찾아갔나?"
年幼时，普奥娜被谁收养？,年幼時，普奧娜被誰收養？,Who adopted Puona when she was young?,幼い頃、プオナを引き取ったのは誰？,어릴 적 푸오나를 입양한 이는 누구인가?
"尤缇迦的预言中，""天命轮转""后会出现什么？",尤緹迦的預言中，「天命輪轉」後會出現什麼？,"According to Utija’s prophecy, what will appear after the ""Wheel of Destiny turns""?",ユティカの予言によれば、「天命の輪廻」の後に何が現れる？,"유티카의 예언에 따르면, 「천명의 수레바퀴」가 돌고 난 후 무엇이 나타나는가?"
"尤缇迦等待的""命定之人""将带来什么？",尤緹迦等待的「命定之人」將帶來什麼？,"What will the ""Chosen One"" that Utija awaits bring?",ユティカが待つ「運命の人」は何をもたらす？,유티카가 기다리는 「운명의 사람」은 무엇을 가져올 것인가?
缪西卡触碰鸢尾花会导致什么？,繆西卡觸碰鳶尾花會導致什麼？,What happens when Mousika touches an iris flower?,ムジカがアイリスに触れると何が起こる？,무지카가 아이리스 꽃을 만지면 어떤 일이 벌어지는가?
克罗洛丝用哪种魔法短暂恢复了花朵？,克羅洛絲用哪種魔法短暫恢復了花朵？,What type of magic did Crolos use to briefly restore the flowers?,クロロスはどの魔法で一時的に花を回復させた？,크로노스는 어떤 마법으로 꽃을 일시적으로 회복시켰나?
贝拉拉给自己幻化了多少只角？,貝拉拉給自己幻化了多少隻角？,How many horns did Bellara manifest for herself?,ベララは自分に何本の角を幻化した？,벨라라는 자신에게 몇 개의 뿔을 환화했나?
贝拉拉属于什么种族？,貝拉拉屬於什麼種族？,What race does Bellara belong to?,ベララはどの種族に属する？,벨라라는 어떤 종족에 속하는가?
镇民们从乌蒂亚那里获得了什么？,鎮民們從烏蒂亞那裡獲得了什麼？,What did the townspeople obtain from Utia?,町の人々はウティアから何を得た？,마을 사람들은 우티아에게서 무엇을 얻었나?
珀瑞斯脸上的伤是通过谁帮助治愈的？,珀瑞斯臉上的傷是通過誰幫助治癒的？,Who helped heal the wound on Perris’s face?,ペリスの顔の傷は誰の助けで治癒された？,페리스의 얼굴 상처는 누구의 도움으로 치유되었나?
珀瑞斯再一次出现在人们视野时是干什么？,珀瑞斯再一次出現在人們視野時是幹什麼？,What was Perris doing when they reappeared in public?,ペリスが再び人々の前に現れた時、何をしていた？,페리스가 다시 사람들 앞에 나타났을 때 무엇을 하고 있었나?
罗兰闲暇时喜欢做什么？,羅蘭閒暇時喜歡做什麼？,What does Roland enjoy doing in his free time?,ローランドは暇な時、何をするのが好き？,롤랑은 여가 시간에 무엇을 즐겨 하는가?
罗兰的哪一面只在面对魔物时展现？,羅蘭的哪一面只在面對魔物時展現？,Which side of Roland only emerges when facing monsters?,ローランドのどの面は魔物と対峙した時だけ現れる？,롤랑의 어떤 면은 마물과 마주할 때만 나타나는가?
波蒙加入圣骑士团后找到了什么？,波蒙加入聖騎士團後找到了什麼？,What did Pomon find after joining the Holy Knights?,ポーモンは聖騎士団加入後、何を見つけた？,포몬은 성기사단에 가입한 후 무엇을 발견했나?
在拉法叶说要闯荡时，米娅选择留下是为了防范谁？,在拉法葉說要闖蕩時，米婭選擇留下是為了防範誰？,"When Lafayette decided to wander, who did Mia choose to stay behind to guard against?",ラファイエットが放浪を決めた時、ミアが残ることを選んだのは誰を防ぐため？,"라파엘트가 여행을 떠나겠다고 했을 때, 미아가 남기로 한 것은 누구를 경계하기 위해서였나?"
达比小时候最喜欢做什么？,達比小時候最喜歡做什麼？,What did Darby love to do most as a child?,ダービーは子供の頃、何をするのが一番好きだった？,다비는 어릴 적 무엇을 가장 좋아했나?
达菲觉得达比什么时候最可爱？,達菲覺得達比什麼時候最可愛？,When does Duffy think Darby is the cutest?,ダフィーはダービーのどんな時が一番可愛いと思う？,더피는 다비가 어떤 모습일 때 가장 귀엽다고 생각하나?
帕特拉是如何被发现的？,帕特拉是如何被發現的？,How was Patra discovered?,パトラはどのように発見された？,파트라는 어떻게 발견되었나?
帕特拉是被谁发现的？,帕特拉是被誰發現的？,Who discovered Patra?,パトラを発見したのは誰？,파트라를 발견한 이는 누구인가?
战争结束后，拉法叶回到森林里最先见到谁？,戰爭結束後，拉法葉回到森林裡最先見到誰？,"After the war, who did Lafayette meet first upon returning to the forest?",戦争終結後、ラファイエットが森に戻って最初に会ったのは誰？,"전쟁이 끝난 후, 라파엘트가 숲에 돌아와 처음 만난 이는?"
梦可可的特殊能力是什么？,夢可可的特殊能力是什麼？,What is Monccoco’s special ability?,モンコッコの特殊能力は？,몽코코의 특수 능력은 무엇인가?
"须佐真希的妖刀""彼岸""的刀身能燃起什么？",須佐真希的妖刀「彼岸」的刀身能燃起什麼？,"What can the blade of SusaMaki’s cursed sword ""Higan"" ignite?",須佐真希の妖刀「彼岸」の刀身が燃やすものは？,수사 마키의 요도 「피안」의 검신이 붙일 수 있는 것은?
克图格亚白天常在哪里品下午茶？,克圖格亞白天常在哪裡品下午茶？,Where does Cthugha often have afternoon tea during the day?,クトコアは昼間、よくどこで午後のお茶を楽しむ？,쿠토코아는 낮에 주로 어디서 오후 티타임을 가지나?
荒的尾巴能释放什么？,荒的尾巴能釋放什麼？,What can Susabi’s tail release?,無の尾から放出されるものは？,수사비의 꼬리에서 방출되는 것은?
瓦妮莎改造迪布克组织时使用的魔力颜色是？,瓦妮莎改造迪布克組織時使用的魔力顏色是？,What color was the magical energy Vanessa used when reforming the Dibuk organization?,ヴァネッサがディブク組織を改造した際に使用した魔力の色は？,바네사가 디북 조직을 개조할 때 사용한 마력의 색깔은?
伊丽丝认为赤精灵应该克制什么？,伊麗絲認為赤精靈應該克制什麼？,What does Iris believe Crimson Elves should restrain?,イリスは赤きエルフが何を制すべきと考えている？,아이리스는 크림슨 엘프가 무엇을 억제해야 한다고 생각하는가?
帕特拉被封印时包裹着什么？,帕特拉被封印時包裹著什麼？,What enveloped Patra when she was sealed?,パトラが封印された時、何に包まれていた？,파트라가 봉인당했을 때 무엇에 휩싸였나?
缪西卡不戴手套时会引发什么现象？,繆西卡不戴手套時會引發什麼現象？,What phenomenon occurs when Mousika removes her gloves?,ムジカが手袋を外すと、どんな現象が起こる？,무지카가 장갑을 벗으면 어떤 현상이 발생하는가?
贝拉拉幻化角的灵感来自?,貝拉拉幻化角的靈感來自？,What inspired Bellara’s horn manifestation?,ベララの角の幻化のインスピレーション源は？,벨라라가 뿔을 환화한 영감의 근원은?
"梦可可的""眠""魔法属于哪类魔法？",夢可可的「眠」魔法屬於哪類魔法？,"Which category does Monccoco’s ""Slumber"" magic belong to?",モンコッコの「眠」魔法はどの分類に属する？,몽코코의 「잠」 마법은 어떤 계열에 속하는가?
雅雅在餐厅的公开身份是？,雅雅在餐廳的公開身份是？,What is Yaya’s public identity at the restaurant?,ヤヤのレストランでの公開された身分は？,야야의 레스토랑에서의 공식 신분은?
"乌蒂亚留下的""时光之心""能做什么？",烏蒂亞留下的「時光之心」能做什麼？,"What can the ""Heart of Time"" left by Utia do?",ウティアが残した「時の心」は何ができる？,우티아가 남긴 「시간의 심장」은 무엇을 할 수 있는가?
莱恩娜被国会带走时的年龄是？,萊恩娜被國會帶走時的年齡是？,How old was Lenna when taken by the Council?,レオナが議会に連れ去られた時の年齢は？,레오나가 의회에 끌려갈 당시 나이는?
蒂尔暴走时瞳孔变成什么颜色？,蒂爾暴走時瞳孔變成什麼顏色？,What color do Thiel’s pupils turn during rampage?,ティエルが暴走した時、瞳は何色に変化する？,티엘이 폭주할 때 눈동자는 어떤 색으로 변하는가?
瑶琳的战斗风格被形容为?,瑤琳的戰鬥風格被形容為？,How is Yao Lin’s combat style described?,ヤオ・リンの戦闘スタイルはどう形容される？,야오 린의 전투 스타일은 어떻게 묘사되는가?
罗兰在家的形象是？,羅蘭在家的形象是？,What is Roland’s demeanor at home?,ローランドの家庭での姿は？,롤랑의 가정 내 모습은?
米娅收到小兽人送的礼物是？,米婭收到小獸人送的禮物是？,What gift did Mia receive from a young Beastkin?,ミアが幼い獣人からもらった贈り物は？,미아가 어린 수인족에게 받은 선물은?
佐伊追踪须佐真希花了多长时间？,佐伊追蹤須佐真希花了多長時間？,How long did Zoe spend tracking SusaMaki?,ゾーイが須佐真希を追跡した期間は？,조이가 수사 마키를 추적하는 데 걸린 시간은?
普奥娜被驱逐后幻化成什么形态？,普奧娜被驅逐後幻化成什麼形態？,What form did Puona take after being exiled?,プオナは追放後、どんな形態に幻化した？,푸오나는 추방된 후 어떤 형태로 환화했나?
尤缇迦的噩梦中最常出现的景象是？,尤緹迦的噩夢中最常出現的景象是？,What scene appears most often in Utija’s nightmares?,ユティカの悪夢で最も頻繁に現れる光景は？,유티카의 악몽에 가장 자주 등장하는 장면은?
瓦妮莎改造组织时穿什么服饰？,瓦妮莎改造組織時穿什麼服飾？,What attire did Vanessa wear while reforming the organization?,ヴァネッサが組織を改造した際の服装は？,바네사가 조직을 개조할 때 입은 복장은?
贝缇娜与蒂尔战斗时差点被刺中哪里？,貝緹娜與蒂爾戰鬥時差點被刺中哪裡？,Where was Bettina nearly stabbed during her fight with Thiel?,ベティナはティエルとの戦いでどこを刺されそうになった？,베티나는 티엘과의 싸움에서 어디를 찔릴 뻔했나?
圣骑士团,聖騎士團,Holy Knights,聖騎士団,성기사단
风煞,風煞,Wind Calamity,風煞,풍살
灾星,災星,Calamity Star,災星,재앙의 별
左眼,左眼,Left Eye,左目,왼쪽 눈
长剑,長劍,Longsword,長剣,롱소드
守夜人,守夜人,Night Watcher,夜警,야간맨은
灵眼,靈眼,Spiritual Eye,精神な目,영적
异种蝠,異種蝠,Alien Bat,異種コウモリ,이종박쥐
执行者,執行者,Executor,執行者,집행자
双尾戟,雙尾戟,Two-Tailed Halberd,両尾ハルバード,이중 꼬리창
白色,白色,White,白色,흰색
光明魔法,光明魔法,Light Magic,光魔法,빛 마법
灭魔之战,滅魔之戰,Battle of Demons,滅び魔の戦い,멸마의 전쟁
姐姐,姐姐,Elder sister,お姉さん,언니
唱歌,唱歌,Singing,歌う,노래
默林赛斯,默林賽斯,Merlinseath,メリンシース,멀린시스
内心的渴望,內心的渴望,Heart's desire,心の渇望,마음의 갈망
月亮纹章,月亮紋章,Moon emblem,月の紋章,달 문장
使用魔法,使用魔法,Use magic,魔法を使う,마법 사용
直呼其名,直呼其名,Call by name,名前で呼ぶ,이름으로 부르다
很厉害,很厲害,Amazing,すごい,대단하다
征服世界,征服世界,Conquer the world,世界征服,세계 정복
召唤魔物,召喚魔物,Summon monsters,魔物を召喚する,마물 소환
厌恶瓦妮莎,厭惡瓦妮莎,Disdain for Vanessa,ヴァネッサへの嫌悪,바네사에 대한 혐오
一瓶药剂,一瓶藥劑,A vial of potion,一瓶の薬剤,한 병의 물약
黄金矿脉,黃金礦脈,Gold vein,黄金鉱脈,황금 광맥
巫女一族,巫女一族,Clan of Witches,魔女一族,마녀  일족
舞姬,舞姬,Dancer,踊り子が,무희
追求荣耀,追求榮耀,Pursuit of Glory,栄光を求めて,영광을 추구하다
水系,水系,Water affinity,水系,물 계열
兽人族危机,獸人族危機,Crisis of the Beastkin,獣人族の危機,수인족의 위기
