Simplified_Text,Traditional_Text,English_Text,Japanese_Text,Korean_Text
森林漫步,森林漫步,Forest walk,森林を散歩,숲 산책
发呆,發呆,Space out,ぼんやりする,멍때리기
仰望星空,仰望星空,Gaze at the stars,星空を見上げる,별바라기
黏着达菲,黏著達菲,Stick with Daffy,ダフィーにまとわりつく,대피에게 달라붙기
研究神示预言,研究神示預言,Study divine prophecies,神示の予言を研究,신의 예언 연구
数萤火虫,數螢火蟲,Count fireflies,蛍を数える,반딧불이 세기
探索森林,探索森林,Explore the forest,森林を探索,숲 탐색
睡觉,睡覺,Sleep,寝る,잠자기
品尝美食,品嚐美食,Taste delicious food,美味しい料理を味わう,맛있는 음식 맛보기
晒太阳,曬太陽,Sunbathe,日光浴,일광욕
品茶,品茶,Drink tea,お茶を飲む,차 마시기
调酒,調酒,Mix drinks,カクテルを作る,칵테일 만들기
力量训练,肌力訓練,Strength training,筋力トレーニング,근력 훈련
种向日葵,種向日葵,Grow sunflowers,ひまわりを育てる,해바라기 기르기
光绘,光繪,Light painting,ライトペインティング,라이트 페인팅
聆听自然,聆聽大自然,Listen to nature,自然に耳を澄ます,자연의 소리 듣기
收藏怀表,收藏懷錶,Collect pocket watches,懐中時計を収集,회중시계 수집
独处思考,獨處思考,Think alone,一人で考える,혼자 생각하기
冥想,冥想,Meditate,瞑想,명상
喂养流浪猫,餵食流浪貓,Feed stray cats,野良猫に餌をやる,길고양이에게 먹이 주기
照料植物,照顧植物,Care for plants,植物を世話する,식물 돌보기
独自小酌,獨自小酌,Drink alone,一人で飲む,혼자 마시기
外出探险,外出探險,Go on adventures,冒険に出る,모험 떠나기
恶作剧,惡作劇,Play pranks,悪戯,장난치기
与大自然交流,與大自然交流,Communicate with nature,自然と交流,자연과 교감
研读古籍,研讀古籍,Study ancient books,古籍を研究,고서 연구
收集红宝石,收集紅寶石,Collect rubies,ルビーを収集,루비 수집
观察云朵变化,觀察雲朵變化,Observe cloud changes,雲の変化を観察,구름 변화 관찰
保养兵器,保養兵器,Maintain weapons,武器を手入れ,무기 손질
收集月光石,收集月光石,Collect moonstones,ムーンストーンを収集,문스톤 수집
金属雕刻,金屬雕刻,Metal engraving,金属彫刻,금속 조각
破译古代铭文,破解古代銘文,Decipher ancient inscriptions,古代銘文を解読,고대 비문 해독
采摘药草,採摘藥草,Gather herbs,薬草を摘む,약초 채집
虽然很累，但是今后我也会努力下去的！,"雖然很累,但是今後我也會努力下去的!","Although very tired, but In the future I will also work hard!",疲れましたが、これからも頑張ります。,정말 피곤하지만 오늘부터 나도 노력해볼거야!
嘿！这不是来了吗！说了不要着急呀。,嘿!這不是來了嗎!說了不要著急呀.,Hey! Isn't this coming? Don't worry,えっと、来たじゃないですか？焦らないでくださいと言いました。,에잇! 왔잖아! 서두르지 좀 말자.
克图格亚大人永远不会错。,克圖格亞大人永遠不會錯.,Lord Katugya will never be wrong.,克図格亜様はいつまでも間違いないです。,크투게아 님은 결코 틀리지 않으실 겁니다.
今天也是安宁的一天。,今天也是安寧的一天.,Today is also a peaceful day.,今日も安らかな一日です。,오늘도 평온한 하루다.
不过是小孩子们的打闹而已，交给我吧。,"不過是小孩子們的打鬧而已,交給我吧.",It's just a kid's fight. Leave it to me.,子供のいたずらに過ぎないので、私に任せてください。,애들이 다투면 나한테 맡겨
嗯，我回来了，你这是什么眼神？,"嗯,我回來了,妳這是什麽眼神?","Well, I'm back. What kind of eyes are you looking at?",うん、帰ってきました。何の目つきですか？,"응, 내가 돌아왔어. 무슨 눈빛이야?"
你们快点呀！怎么老是让我跑在前面？,妳們快點呀!怎麽老是讓我跑在前面?,Hurry up!  Why am I always running ahead?,早くしてください。どうしていつも前を走りますか？,너희들 빨리 와! 왜 맨날 나보고 앞에 뛰라는 거야?
嗷呜~~~……咳咳，不对，我！不是！狼！,"嗷嗚~~~...咳咳,不對,我!不是!狼!","Ao blare ~ ~ ~... Ahem, no, I'm! Not! The Wolf!",えっと、すみません、私は！狼！,"아우우우~~~…크흠, 난 늑대가 아니다!"
借给你吧，给我好好的还回来哦。,"借給妳吧,給我好好的還回來哦.",Lend it to you and give it back to me,貸してあげます。ちゃんと返してください。,"빌려줄게,나중에 잘 돌려줘"
黑夜伴随着我的到来…,黑夜伴隨著我的到來…,The night comes with me…,夜は私の到来とともに…,어두운 밤이 나를 따라온다...
不要着急，你，我赢定了。,妳的腦袋我要定了.,I'm going to fix your head,頭を決めます。,"걱정마라,그대. 내가 이긴다."
现在才想要逃跑吗？……太迟了。,現在才想要逃跑嗎?..太遲了.,Want to escape now? . It's too late.,今逃げたいですか？遅すぎます。,이제야 도망가려고?늦어도 너무 늦었어..
没有规矩，不成方圆。,"沒有規矩,不成方圓.","No rules, no square",規則がなくて四角い。,"규칙이 없다면,법이 바로 서지 못합니다"
嘎呼嘎呼，看看我抓到什么了？,"嘎呼嘎呼,看看我抓到什麽了?","Creak, creak, look what I got.",何を捕まえたか見てください。,"여기여기, 내가 뭘 잡았는지 봐봐!"
看，像这样扔出去，再扔出去，砰！,"看,像這樣扔出去,再扔出去,砰!","Look, throw it out like this, throw it out again, bang!",ほら、このように投げて、また投げて、どん！,"봐, 이렇게 던지고, 던지면, 빵!"
真为难啊……毕竟这也不是做了罪大恶极的事……,真為難啊...畢竟這也不是做了必須去死的事...,"What a dilemma... After all, it wasn't doing something that required death...",困りましたね。これもしなければならないことをしたわけではないので…,난감하네.. 엄청 나쁜 짓을 한 것도 아닌데...
巴托里前辈，再来比一次！这次一定比你快！,"巴托裏前輩,再來比一次!這次一定比妳快!","Master Batori, do it again! This time it must be faster than you!",バトリー先輩、もう一回！今度はきっとあなたより速いです。,"바토리 선배,다시 한번하자! 이번엔 내가 더 빠를걸!"
我已经知道了，一起面对吧。,"我已經知道了,一起面對吧",I already know. Let's face it,もう分かりました。一緒に直面しましょう。,난 이미 알고 있으니까 함께해요
不用担心，这次的危机也会从容度过的。,"不用擔心,這次的危機也會從容度過的","Don't worry, the crisis will be over",心配しないでください。今回の危機も余裕を持って過ごします。,걱정하지 마세요. 이번 위기도 순탄히 잘 지나갈 겁니다.
举起双手！接受我的力量，哈哈哈哈你被骗了！,"舉起雙手!接受我的力量,哈哈哈哈妳被騙了!","Hands up! Accept my power, hahahahahahaha you're being lied to!",両手を挙げてください。私の力を受け取ってください。ハハハ、騙されました。,"두 손 들어! 내 힘을 보여주마, 하하하하 속았구나!"
我并不代表光明，只是我寄身于光明。,"我並不代表光明,只是我寄身於光明","I don't mean the light, but I live in the light",私は光明を代表していません。ただ私は光明に身を寄せています。,"난 몸을 빛에 담고 있을 뿐, 내가 곧 빛이라는 건 아니다."
我叫贝丝，请多关照。,"我叫貝絲,請多關照",My name is Bess. Nice to meet you.,ベスと申します。よろしくお願いします。,베스라고 합니다. 잘 부탁드립니다.
别念咒语了，我的武器不是法杖。,"別念咒語了,我的武器不是法杖.",Don't read the mantra. My weapon is not a stick,呪文を唱えないでください。私の武器は杖ではありません。,주문을 외우지 마세요. 제 무기는 지팡이가 아닙니다.
我有我需要守护的东西。,我有我需要守護的東西.,I have something I need to guard.,私は守るべきものがあります。,나는 내가 지켜야 할 것이 있다.
我会全力保护王都的。,我會全力保護王都的.,I will do my best to protect the capital,王都を全力で守ります。,난 전력으로 왕도를 지킬 것이다.
喂，少年，需要我帮你吗？,"餵,弱者,需要我幫妳嗎?","Hey, weakling, can I help you?",もしもし、弱い方ですが、助けてあげましょうか？,"이봐, 소년. 내가 도와줄까?"
你说这个十字架盒子？没见过吗？嗯？,妳說這個棺材?沒見過嗎?嗯?,You said the coffin? Haven't you seen it? Huh?,この棺ですか？見たことがないですか？うん？,이런 거 처음 봤어? 응?
请不要把你的脸贴在我的宝贝上……,請不要把妳的臉貼在我的棺材上...,Please don't put your face on my coffin...,あなたの顔を私の棺おけに貼ってはいけません。,당신의 얼굴을 내 아기에 비비지 마세요...
我能感觉到你强大的气息，所以你不是我要帮助的对象。,"我能感覺到妳強大的氣息,所以妳不是我要幫助的對象.","I can feel your strong breath, so you are not the object I want to help",あなたの強い雰囲気を感じることができます。だからあなたは私の助けたい相手ではありません。,네 강한 기운이 느껴진다. 넌 내 도움이 필요하지 않을 거 같군
决定了，我要跟着你，这次任务能不能完成可全看你了！,"決定了,我要跟著你,這次任務能不能完成可全看你了！","Yes, I will follow you. It's up to you whether this mission can be completed or not.","決めた,私は君についていく,今回の任務を完成できるかどうかは君次第だ!","너를 따라가기로 결정했어, 이번 임무를 완성할 수 있을 지 없을 지는 너에게 달렸어!"
唉，我什么时候才能举行成人礼呀？,"唉,我什麽時候才能舉行成人禮呀？","Well, when can I hold the rite of passage?",えっと、私はいつ成人式が行われますか？,(한숨) 내가 언제 성인식을 할 수 있을까?
珍珠…不是，魔法…不是，友，友情？烦人，到底是什么嘛？,"珍珠…不是,魔法…不是,友,友情？煩人,到底是什麽嘛？","Pearl...no, magic...no, fri, friendship? Annoying, what is it?",真珠…いいえ、魔法…いいえ、友達、友情？迷惑って、いったいなんですか？,"진주 ... 아니, 마법 ... 아니, 우정, 우정? 귀찮아, 뭐야?"
每当我感觉自己接近答案的时候，心里总有个声音告诉我不是，幸好有你。,"每當我感覺自己接近答案的時候,心裏總有個聲音告訴我不是,不過幸好有你.","Whenever I feel close to the answer, there's always a voice in my heart telling me no, lucky to have you.",いつも私は自分が答えに近づいていると感じて、心の中でいつも1つの声が私にいいえと教えて、しかしあなたがいて幸いです。,"내가 답에 가까워졌을 때마다 항상 내 마음 속에서 '아니, 널 만나서 행운이야'라고 말하는 목소리가 들려."
让我来为你注入力量吧！,讓我來為妳註入力量吧!,Let me give you strength!,私が力を入れましょう!,내가 너에게 힘을 주겠다!
因为有很多事情，所以没能帮到你的忙，真的真的很对不起……,"因為有很多事情,所以沒能幫到妳的忙,真的真的很對不起..","I'm really, really sorry that I couldn't help you because I had so many things to do.",いろいろな用事があって、お役に立てなくて、本当にすみませんでした。,일이 많아서 도움을 못드려서 정말 죄송합니다..
诶？？奇怪了，我不是在这里种了棵树吗？哪去了？,"誒??奇怪了,我不是在這裏種了顆樹嗎?哪去了?",Ah? Strange. Didn't I plant a tree here? Where?,えっ？おかしいです。ここに木を植えたのではないですか？どこに行きましたか？,어? 이상하다. 나 여기 나무 심었잖아. 어디 갔지?
这并不是恩赐！这是生命的智慧！,這並不是恩賜!這是生命的智慧!,This is not a gift! This is the wisdom of life!,これは恵みではありません。これは命の知恵です。,이것은 자비같은게 아니고 생명의 지혜다!
谁先到的！！是我还是姐姐？？,誰先到的!!是我還是姐姐??,Who was the first one to arrive? Me or sister??,先に来たのは誰ですか？私ですか？それともお姉さんですか？,"누가 먼저 왔어!! 나 야, 언니 야?"
诶？你那个是什么东西啊，给我看看好不啦。,"誒,妳那個是什麽東西啊,給我看看好不啦.","Hey, what's that thing? Let me see.",えっと、あれは何ですか？見せてください。,"어머, 그게 뭔 데요? 보여주세요."
姐，我饿了……你给我找点吃的好不好？,"姐,我餓了...妳給我找點吃的好不好?","Sister, I'm hungry... Can you find me something to eat?",お姉さん、お腹が空きました。何か食べ物を探してくれませんか？,"언니, 나 배고파... 먹을 것 좀 찾아줄래?"
想打败我？？梦话等睡着了再说吧！,想打敗我??夢話等睡著了再說吧!,Trying to beat me?? Talk in your sleep until you fall asleep!,私を打ち負かしたいですか？寝言は寝てからにしましょう。,날 이기고 싶어? 잠꼬대는 잠들면 해!
我早就知道今天能和你相遇，阁下。,"我早就知道今天能和妳相遇,閣下","I knew I could meet you today, lord",今日はあなたに会えるととっくに知っていました。,"오늘 만날 줄 알고 있었습니다, 각하."
时间的概念存在与所有世上的产物；山川，河流，海洋乃至浩瀚的星空。,"時間的概念存在與所有世上的產物;山川,河流,海洋乃至浩瀚的星空.","The concept of time exists with all the products of the world; Mountains, rivers, oceans and even vast stars.",時間の概念はすべての世の中の産物と存在します。山川、川、海、さらには広大な星空。,"시간의  존재개념과 모든 세상의 산물, 계곡, 강물, 바다, 그리고 광대한 밤하늘."
时间对我来说只是永无止境的轮回，它既可以是一分钟，也可以是一辈子。,"時間對我來說只是永無止境的輪回,它既可以是一分鐘,也可以是一輩子.",Time to me is just endless reincarnation. It can be a minute or a lifetime,時間は私にとっては永遠の輪廻です。一分でも一生でもいいです。,시간은 나에게 있어서 끝이 없는 윤회일 뿐이고 1분일 수도 있고 평생일 수도 있다.
时间可以见证一切，也就是说，我见证了一切。,"時間可以見證一切,也就是說,我見證了一切.","Time bears witness, that is to say, I bear witness to everything.",時間はすべてを目撃することができて、つまり、私はすべてを目撃証言しました。,"시간은 모든 것을 증명할 수 있다. 즉, 나는 모든 것을 증명했다."
你犯什么错了吗？,妳犯什麽錯了嗎?,Did you make any mistakes?,何か間違えましたか？,뭐 잘못했어?
这笨蛋在说些什么？真想封上你的嘴！,這笨蛋在說些什麽?真想封上妳的嘴!,What is this idiot talking about? I really want to shut your mouth!,このばかは何を言っていますか？あなたの口を封じたいです。,이 바보가 무슨 말을 하는 거야? 입 막고 싶어!
面对自己的内心好吗？承认自己的错误有这么难吗？嗯？,面對自己的內心好嗎?承認自己的錯誤有這麽難嗎?嗯?,Is it so hard to admit your mistakes? Hmm?,自分の心に向き合うのはいいですか？自分の過ちを認めるのはそんなに難しいですか？うん？,자기 마음을 좀 직면하는게 어때? 자기 잘못을 인정하는게 그렇게 어렵나? 응?
盯着看盯着看，要不要我把你也绑起来？？,"盯著看盯著看,要不要我把妳也綁起來??","Stare, stare, do you want me to tie you up??",じっと見ています。私も縛りましょうか？,"그만 좀 뚫어지게 쳐다봐, 내가 너도 묶어줄까?"
如果可以，我希望能成为城主大人的良药。,"如果可以,我希望能成為城主大人的良藥.","If I can, I hope to be a good medicine for the Lord",できれば、城主様の良薬になりたいです。,"가능하다면, 성주님의 약이 되고 싶습니다."
鸢尾花开了呢。,鳶尾花開了呢.,The iris is blooming,たこの花が咲きましたね,붓꽃이 피었네.
圣女对我而言即是身份的象征也是束缚。,聖女對我而言即是身份的象征也是沈重的枷鎖.,"Saint to me is not only a symbol of identity, but also a heavy shackle",聖女は私にとって身分の象徴であり、重い束縛でもあります。,성녀는 나에게 신분의 상징이자 무거운 족쇄였다.
您会拯救大家的，对吗？,"您會拯救大家的,對嗎?","You're going to save everyone, right?",みなさんを救うでしょう。,"그대는 모두를 구해 줄거죠, 그럴거죠?"
来了哟~阿拉，是你在召唤我吗？,"來了喲~阿拉,是妳在召喚我嗎?","I'm coming, Allah, are you calling me?",来ましたよ。あら、あなたが呼んでいますか？,"왔다구~ 어라,너가 날 부른 거?"
啊~想喝牛奶啊~,啊~想喝牛奶啊~,Ah ~ I want to drink milk ah ~,えっと、牛乳が飲みたいです,아 ~ 우유 먹고 싶다 ~
果然你也觉得大一点的好吧。,果然妳也覺得大一點的好吧.,"Sure enough, you think it's better to be bigger",やっぱりあなたも大きいほうがいいと思いますよね。,역시 너도 좀 큰 게 좋다고 생각하는군.
肚子饿了呢。,肚子餓了呢.,I'm hungry,お腹が空きましたね,배고파졌어..
诶？谁在喊我？我还没睡醒呢……,誒?誰在喊我?我還沒睡醒呢..,Hey? Who's calling me? I'm not awake yet…,えっ？誰が呼んでいますか？まだ起きていません。,어? 누가 나를 불러? 나 아직 잠이 덜 깼는데..
希望城主大人每天都能做个好梦。,希望城主大人每天都能做個好夢.,I hope the Lord can have a good dream every day,城主様は毎日良い夢を見られますように。,성주님께서 매일 좋은 꿈꾸시길 바랍니다.
快快快……上课要迟到了！,快快快..上課要遲到了!,"Come on, come on. I'm going to be late for class!",早くしてください。授業に遅れます。,빨리 빨리 빨리... 수업에 늦겠다!
或许梦境能带给你答案。,或許夢境能帶給妳答案.,Maybe dreams can give you the answer,夢はあなたに答えをくれるかもしれません。,꿈이 답을 줄 지도 모른다.
你是来请我吃饭的吗？先说好，今天你买单。,"妳是來請我吃飯的嗎?先說好,今天妳買單.",Are you here to buy me a drink? Let's first say we won't return home before getting drunk tonight!,食事を奢りに来ましたか？先に言ってください。今日はあなたがおごります。,나에게 밥을 사러 왔니? 오늘 네가 계산한다고 먼저 말해
无论多远，我的箭都会正中靶心。,"無論多遠,我的箭都會正中靶心.","No matter how far, my arrow will hit the bull's eye",どんなに遠くても、私の矢は的の真ん中に当たります。,아무리 멀어도 내 화살은 과녁의 중심에 맞는다.
转角那儿开了家新店，明天一起去吗？,"轉角那兒開了家新店,明天一起去嗎?",Would you like to have a drink tomorrow?,曲がり角に新しい店ができましたが、明日一緒に行きますか？,모퉁이에 새 가게를 열었는데 내일 같이 갈래요?
谁又欺负你啦，说出来我替你修理他。,"誰又欺負妳啦,說出來我替妳報仇.",Who bullied you again? I'll take revenge for you,谁がまたあなたをいじめて、言い出して私はあなたのために复讐します。,누가 또 너를 괴롭혔어? 말해주면 내가 복수해줄게.
第四骑士希娜伽，奉命前来！,"第四騎士希娜伽,奉命前來!","The fourth knight SSynaga, is ordered to come!",第四騎士ヒナガ、命を受けて来た！,"네번째 기사 시나가, 명령을 받고 왔습니다!"
要来场对决吗？您不必让着我。,要來場對決嗎?您不必讓著我.,Do you want a fight? Please do your best,試合に来ますか？私を譲ってはいけません。,대결하시겠습니까? 사양하지 마세요.
非常抱歉，我并没有用力。,"非常抱歉,我並沒有用力.","I'm very sorry, but I didn't force",すみません、力を入れていません。,최선을 다하지 않아서 죄송합니다. .
城主大人，一起去看烟火大会吗？,"城主大人,一起去看煙火大會嗎?","Lord, shall we go to the fireworks show?",城主様、花火大会を見に行きませんか？,"성주님, 함께 불꽃놀이 보러가실래요?"
需要帮助的人就是你吗？,需要幫助的人就是妳嗎?,Is it you who need help?,助けが必要な人はあなたですか？,도움이 필요한 사람이 자네인가?
就寝的时间到了呢，请让开。,"就寢的時間到了呢,請讓開",It's bedtime. Please get out of the way,寝る時間です。どいてください。,취침 시간이 다 되었습니다. 비켜주세요.
您在说什么？我没有听清呢。(微笑),您在說什麽?我沒有聽清呢(微笑),What are you talking about? I didn't catch it (smile),何を言っていますか？よく聞き取れませんでした。（笑）,무슨 말씀하셨어요? 잘 안 들렸어요. (웃음)
请住手。(微笑),請住手(微笑),Please stop (smile),やめてください,그만 좀 하세요 (웃음)
来了来了，初次见面，为您点了一杯下午茶，城主大人喜欢吗？,"來了來了,初次見面,為您點了一杯下午茶,城主大人喜歡嗎?","Here we are, the first time we meet, I'll bring you a Martini. Do you like it?",来ました。初めまして、午後のお茶を一杯注文しました。城主様はお好きですか？,"오셨습니까. 처음 뵙겠습니다. 오후 차를 한 잔 시켰는데, 성주님은 좋아하시나요?"
今日优惠，所有茶饮都打八折哟，来试试吗？,"今日優惠,所有茶飲都打八折喲,來試試嗎?",Today's discount. All cocktails are 20% off. Would you like to have a try?,今日はサービスがあります。お茶は全部20%割引しますよ。試してみますか？,오늘은 할인해서 모든 차를 20% 할인해 드리겠습니다. 마셔보시겠습니까?
您想问什么？说不定我知道哟~,您想問什麽?說不定我知道喲~,What do you want to ask? Maybe I know~,何を聞きたいですか？知っているかもしれませんよ。,뭘 물어보실거 있어요?제가 알지 혹시 알아요~
哈哈，干嘛这样称呼我！,"哈哈,幹嘛這樣稱呼我!","Ha ha, why call me that!",ははは、なんで私をこのように呼びますか？,"하하하, 왜 그렇게 불러!"
接下来的日子，请多指教！,"接下來的日子,請多指教!",Please give me more advice in the following days!,これからは、よろしくお願い致します！,앞으로 잘 부탁드립니다!
您说得对，我会继续努力的。,"您說得對,我會繼續努力的.",You're right. I'll keep trying,あなたのおしゃった通りです、これからも頑張っていきます。,맞는 말씀입니다. 계속 노력하겠습니다.
这种程度的训练，我还可以承受。,"這種程度的訓練,我還可以承受.","This level of training, I can bear",この程度の訓練は、まだ耐えられます。,이 정도의 훈련은 내가 아직 감당할 수 있다.
今天比昨天又强了一点呢！,今天比昨天又強了一點呢!,Today is a little better than yesterday!,きょうは昨日より少し強くなった気がします！,오늘은 어제보다 조금 강해졌네!
